audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	HU	Hungary	4444	1406	21435766	9135249	47733	15764
m25_34	male (25-34)	HU	Hungary	4944	1495	19774695	8265348	51015	15716
f55_64	female (55-64)	HU	Hungary	4353	1390	17779531	7143699	42274	15214
m35_44	male (35-44)	HU	Hungary	4907	1488	16104906	6656775	39932	12989
f65_	female (65+)	HU	Hungary	3890	1284	15538793	6005019	39381	13858
f18_24	female (18-24)	HU	Hungary	4588	1420	14201404	6016543	28325	8992
m45_54	male (45-54)	HU	Hungary	4772	1441	13745019	5630822	33692	11483
m55_64	male (55-64)	HU	Hungary	4235	1368	11871976	4758640	28603	9999
f45_54	female (45-54)	HU	Hungary	4927	1464	11192787	4602249	26412	9262
f25_34	female (25-34)	HU	Hungary	5092	1508	11150822	4658656	26079	8001
f35_44	female (35-44)	HU	Hungary	5066	1500	10340247	4269625	23986	7880
m65_	male (65+)	HU	Hungary	3816	1272	9407601	3656557	23959	8115
f13_17	female (13-17)	HU	Hungary	957	559	741598	298621	1676	315
m13_17	male (13-17)	HU	Hungary	980	588	740387	301260	1755	366
u35_44	unknown (35-44)	HU	Hungary	3662	943	99436	39871	325	85
u25_34	unknown (25-34)	HU	Hungary	3451	883	74219	29932	251	66
u45_54	unknown (45-54)	HU	Hungary	3243	818	45482	18067	154	41
u65_	unknown (65+)	HU	Hungary	2340	657	29874	11319	82	24
u55_64	unknown (55-64)	HU	Hungary	2443	711	24294	9570	63	19
u18_24	unknown (18-24)	HU	Hungary	2397	644	22765	9340	76	19
u13_17	unknown (13-17)	HU	Hungary	263	124	1357	553	3	0
