advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	100k_200k	100k - 200k	CZ	Czechia	11	1	2199990	1100000	13406	3147
European Parliament		178362315106	Facebook	100k_200k	100k - 200k	CZ	Czechia	17	1	1812071	906040	7816	2394
ČSSD	ČSSD	111041662264882	Facebook	100k_200k	100k - 200k	CZ	Czechia	5	1	999995	499999	6606	1554
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	100k_200k	100k - 200k	CZ	Czechia	5	1	999860	499932	1694	299
Pavel Poc	Poc Pavel	202974613060409	Facebook	100k_200k	100k - 200k	CZ	Czechia	4	1	799995	399999	1360	621
Andrej Babiš	ANO	214827221987263	Facebook	100k_200k	100k - 200k	CZ	Czechia	3	1	599997	299999	2720	777
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	100k_200k	100k - 200k	CZ	Czechia	2	1	399998	200000	777	388
Evropa společně	Evropa společně	535611970260854	Facebook	100k_200k	100k - 200k	CZ	Czechia	2	1	399998	200000	582	233
Humans of Piráti	Česká pirátská strana	1036986463173677	Facebook	100k_200k	100k - 200k	CZ	Czechia	2	1	399997	199999	777	388
Tomáš Zdechovský		275042429350706	Facebook	100k_200k	100k - 200k	CZ	Czechia	2	1	399997	199999	3886	777
Kialo		729627343834501	Facebook	100k_200k	100k - 200k	CZ	Czechia	38	1	270335	135168	1731	514
European Commission		107898832590939	Facebook	100k_200k	100k - 200k	CZ	Czechia	3	1	201178	100589	501	100
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199999	99999	194	38
TOP 09	TOP 09	90002267161	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199999	99999	1943	388
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199999	100000	1943	388
Starostové a nezávislí	Starostové (STAN) s regionálními partnery a TOP 09	370583064327	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199999	100000	388	194
ODS - Občanská demokratická strana		30575632699	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199999	100000	194	38
Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199999	100000	388	194
Jan Zahradil	ODS - Občanská demokratická strana	400970967000022	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199999	100000	1943	388
Milion chvilek pro demokracii		728495140691300	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199999	100000	194	38
Svobodní	Svobodní	43855944703	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199998	99999	1943	388
Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199995	99998	388	194
Daniel Herman	Vasek Jiri	378072105614553	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199988	99994	194	38
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199973	99987	388	194
Refork		1919696668329015	Facebook	100k_200k	100k - 200k	CZ	Czechia	1	1	199973	99987	194	38
