audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	BG	Bulgaria	2183	634	4284625	1727533	13417	1984
m25_34	male (25-34)	BG	Bulgaria	2409	696	3900914	1458376	14471	2242
f18_24	female (18-24)	BG	Bulgaria	2282	641	2803497	1163545	8866	1337
m35_44	male (35-44)	BG	Bulgaria	2385	685	2666436	947089	9556	1175
m45_54	male (45-54)	BG	Bulgaria	2328	650	2452525	856514	8549	813
f55_64	female (55-64)	BG	Bulgaria	2001	612	2135568	752579	8466	700
f45_54	female (45-54)	BG	Bulgaria	2461	664	1897945	693840	6805	737
f25_34	female (25-34)	BG	Bulgaria	2543	708	1884714	735368	7538	1138
m55_64	male (55-64)	BG	Bulgaria	1939	603	1715443	582042	6512	399
f35_44	female (35-44)	BG	Bulgaria	2507	688	1515469	563777	5914	783
f65_	female (65+)	BG	Bulgaria	1752	546	1347495	462918	6099	445
m65_	male (65+)	BG	Bulgaria	1728	544	919181	310096	3906	238
m13_17	male (13-17)	BG	Bulgaria	296	106	320402	141333	580	57
f13_17	female (13-17)	BG	Bulgaria	319	111	265475	116322	512	43
u35_44	unknown (35-44)	BG	Bulgaria	2019	601	40693	14797	165	26
u25_34	unknown (25-34)	BG	Bulgaria	1992	595	35390	13134	159	24
u45_54	unknown (45-54)	BG	Bulgaria	1808	534	16764	6126	71	11
u18_24	unknown (18-24)	BG	Bulgaria	1494	463	9653	3774	40	6
u65_	unknown (65+)	BG	Bulgaria	1235	433	7525	2590	34	2
u55_64	unknown (55-64)	BG	Bulgaria	1336	476	7198	2513	28	2
u13_17	unknown (13-17)	BG	Bulgaria	178	79	651	281	1	0
