advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
People's Vote UK	People's Vote	748608695327755	Facebook	5k_10k	5k - 10k	UK	United Kingdom	61	1	8750399	3878924	120909	25648
Best For Britain	Best for Britain	1863944713844924	Facebook	5k_10k	5k - 10k	UK	United Kingdom	49	1	8095026	3747956	99203	24230
Conservatives	The Conservative Party	8807334278	Facebook	5k_10k	5k - 10k	UK	United Kingdom	29	1	6562883	3060417	57045	11411
UK government	UK government	408582579294175	Facebook	5k_10k	5k - 10k	UK	United Kingdom	16	1	2836392	1238471	33248	9572
The Labour Party	The Labour Party	25749647410	Facebook	5k_10k	5k - 10k	UK	United Kingdom	19	1	2686318	1105129	37373	7476
The Brexit Party	The Brexit Party	230416667843105	Facebook	5k_10k	5k - 10k	UK	United Kingdom	16	1	2284538	1091281	31934	7119
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	5k_10k	5k - 10k	UK	United Kingdom	21	1	1975546	892235	41778	9088
Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	5k_10k	5k - 10k	UK	United Kingdom	7	1	1530208	680093	13769	2754
Mayor of London	the Greater London Authority 	360322167647280	Facebook	5k_10k	5k - 10k	UK	United Kingdom	6	1	1087498	475781	11795	2359
Change UK - The Independent Group	The Independent Group (TIG) Ltd, company number 11770529, a registered company in England and Wales.	395151614382309	Facebook	5k_10k	5k - 10k	UK	United Kingdom	9	1	1067277	499635	18643	5191
London Gov	the Greater London Authority	713179875369048	Facebook	5k_10k	5k - 10k	UK	United Kingdom	5	1	1019365	441750	9826	1965
38 Degrees	38 Degrees	200006375787	Facebook	5k_10k	5k - 10k	UK	United Kingdom	5	1	850115	340046	9835	1967
Asthma UK	Asthma UK	40952091012	Facebook	5k_10k	5k - 10k	UK	United Kingdom	4	1	748102	340047	7868	1573
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	5k_10k	5k - 10k	UK	United Kingdom	3	1	680093	306042	5901	1180
Labour Future	Labour Future	112846662487263	Facebook	5k_10k	5k - 10k	UK	United Kingdom	3	1	680081	306036	5901	1180
Scientists for EU	Scientists for EU	642444842524195	Facebook	5k_10k	5k - 10k	UK	United Kingdom	4	1	578078	238032	7868	1573
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	5k_10k	5k - 10k	UK	United Kingdom	3	1	509470	203788	5894	1179
London Conservatives	London Conservatives	660899050767643	Facebook	5k_10k	5k - 10k	UK	United Kingdom	4	1	391052	156421	7868	1573
Amnesty International UK		7624294394	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	380617	173306	4403	1611
TheArticle	TheArticle	607840469632004	Facebook	5k_10k	5k - 10k	UK	United Kingdom	4	1	374050	170023	7868	1573
Guardian Weekly		64525551258	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	340046	136018	3934	786
More United	More United	618113871680733	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	340046	136018	3934	786
Leave Means Leave	Leave Means Leave	1705780739687918	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	340046	136018	3934	786
UK Government Scotland		159100234275780	Facebook	5k_10k	5k - 10k	UK	United Kingdom	1	1	340046	170023	1967	393
Three UK		197259133622381	Facebook	5k_10k	5k - 10k	UK	United Kingdom	1	1	340045	170023	1967	393
NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	339995	135998	3933	786
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	5k_10k	5k - 10k	UK	United Kingdom	3	1	272036	119016	5901	1180
London Labour Party	The London Labour Party 	474613052643462	Facebook	5k_10k	5k - 10k	UK	United Kingdom	4	1	272024	136012	7868	1573
Kialo		729627343834501	Facebook	5k_10k	5k - 10k	UK	United Kingdom	4	1	269272	134636	2396	1198
Yorkshire and the Humber Labour Party	the Labour Party	1608245282744484	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	238032	102014	3934	786
Jamie Driscoll 4 Mayor	The Labour Party	296264854323788	Facebook	5k_10k	5k - 10k	UK	United Kingdom	3	1	221029	88412	5901	1180
More In Common		199254923808679	Facebook	5k_10k	5k - 10k	UK	United Kingdom	3	1	207310	93126	6370	2005
Labour South East	The Labour Party.	123817579216	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	204027	85011	3934	786
The Week UK	The Week	177855115588808	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	204027	85011	3934	786
Avaaz	Avaaz	8340223883	Facebook	5k_10k	5k - 10k	UK	United Kingdom	1	1	170023	68009	1967	393
Manchester City Council	Manchester City Council	71409503111	Facebook	5k_10k	5k - 10k	UK	United Kingdom	1	1	170023	68009	1967	393
Plaid Cymru	Plaid Cymru	26416930992	Facebook	5k_10k	5k - 10k	UK	United Kingdom	1	1	170023	68009	1967	393
Sheffield City Region Mayor	Sheffield City Region Mayoral Combined Authority	2064459193832465	Facebook	5k_10k	5k - 10k	UK	United Kingdom	1	1	170023	68009	1967	393
thortful		812242295466529	Facebook	5k_10k	5k - 10k	UK	United Kingdom	1	1	170023	68009	1967	393
Unblock the Embankment	Unblock The Embankment	296306887805496	Facebook	5k_10k	5k - 10k	UK	United Kingdom	1	1	170023	68009	1967	393
5Pillars	5 Pillars	490858150969676	Facebook	5k_10k	5k - 10k	UK	United Kingdom	3	1	161300	75546	1654	331
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	136018	68009	3934	786
West Midlands Labour	The Labour Party	1243222025739706	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	136018	68009	3934	786
Pet Drugs Online		266405059207	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	136018	68009	3934	786
Game of Sultans		185311195624361	Facebook	5k_10k	5k - 10k	UK	United Kingdom	2	1	91011	43979	3642	810
