advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	female	LV	Latvia	27	1	1769221	748386	9303	1897
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	f	female	LV	Latvia	139	1	1267507	284545	8512	0
Roberts Zīle		508959865842254	Facebook	f	female	LV	Latvia	19	1	781530	326282	2469	378
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	f	female	LV	Latvia	31	1	725232	297158	3996	511
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	f	female	LV	Latvia	28	1	691758	215789	2324	138
PROGRESĪVIE		184096511636333	Facebook	f	female	LV	Latvia	13	1	430560	173215	1189	73
Ijabs Ivars		345347539390006	Facebook	f	female	LV	Latvia	9	1	385606	159632	1181	192
Inese Ikstena Eiropas Parlamenta deputāta kandidāte		2214339072152669	Facebook	f	female	LV	Latvia	20	1	349865	85770	1739	175
Aleksejs Loskutovs		541229793055345	Facebook	f	female	LV	Latvia	26	1	316822	72123	1676	59
Attīstībai / Par	partiju apvienība "Attīstībai/Par!"	634097313600056	Facebook	f	female	LV	Latvia	10	1	308759	118979	1448	206
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	f	female	LV	Latvia	10	1	302782	71431	800	31
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	f	female	LV	Latvia	8	1	244467	78932	785	100
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	f	female	LV	Latvia	9	1	218735	90425	834	128
European Greens	European Greens	141366725876424	Facebook	f	female	LV	Latvia	9	1	217100	100771	566	108
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	f	female	LV	Latvia	4	1	208071	87234	844	159
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	f	female	LV	Latvia	5	1	129644	45558	839	136
Inese Vaidere	Vaidere Inese	779811265442970	Facebook	f	female	LV	Latvia	4	1	115865	25424	608	79
Kialo		729627343834501	Facebook	f	female	LV	Latvia	343	1	93799	38298	616	147
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	f	female	LV	Latvia	5	1	87073	27450	208	0
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	f	female	LV	Latvia	4	1	77508	15501	773	155
Швеция		1001119573268082	Facebook	f	female	LV	Latvia	2	1	56660	27727	24	5
Krišjānis Feldmans	Jaunā konservatīvā partija	731540813660862	Facebook	f	female	LV	Latvia	4	1	54296	10859	179	0
Nacionālā apvienība		118130241644848	Facebook	f	female	LV	Latvia	1	1	51789	25895	258	51
Eiropas Savienības māja	Eiropas Savienības māja	169709889752394	Facebook	f	female	LV	Latvia	1	1	46448	23224	45	0
LViedvesmo		1948718882070549	Facebook	f	female	LV	Latvia	2	1	42982	8596	85	0
