advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	PT	Portugal	78	1	9419167	4082977	33091	6895
Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	PT	Portugal	63	1	5843907	2503799	7674	731
Kialo		729627343834501	Facebook	PT	Portugal	372	1	5296830	2221233	24107	5925
European Commission		107898832590939	Facebook	PT	Portugal	10	1	2574889	1122780	4229	1637
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	PT	Portugal	47	1	2399708	1113854	4543	1198
MEO		69209479569	Facebook	PT	Portugal	4	1	1423869	560210	2302	738
National Geographic		107307059419	Facebook	PT	Portugal	4	1	1137759	563808	526	99
Greens/EFA in the European Parliament		150527751674751	Facebook	PT	Portugal	38	1	1118449	473764	1291	168
The Bamboo Brush Society		1152885191422950	Facebook	PT	Portugal	34	1	1062051	418364	2805	305
Página Miguel Viegas		194651341130667	Facebook	PT	Portugal	13	1	1028888	410141	3554	573
Fundação Calouste Gulbenkian		49386033906	Facebook	PT	Portugal	1	1	941665	470833	469	94
Parlamento Europeu - Gabinete em Portugal	Parlamento Europeu - Gabinete em Portugal	170555122972051	Facebook	PT	Portugal	1	1	938637	469319	937	469
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	PT	Portugal	23	1	797586	340487	2355	492
Carlos Coelho		306796832807017	Facebook	PT	Portugal	6	1	657923	328964	2819	565
Esquerda Net	Esquerda Net	116426248469551	Facebook	PT	Portugal	4	1	647889	309578	3474	1595
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	PT	Portugal	55	1	623659	271310	2848	640
Rios Livres		247517791943794	Facebook	PT	Portugal	10	1	572619	225966	1683	186
Democracia para todos		141310866605696	Facebook	PT	Portugal	14	1	522897	166831	1758	99
VoteWatch Europe		355087424564148	Facebook	PT	Portugal	5	1	478767	198480	973	375
Uiu		907141939410106	Facebook	PT	Portugal	4	1	472963	181659	508	87
José Manuel Fernandes		255056481315205	Facebook	PT	Portugal	3	1	393429	196716	1049	192
350.org		12185972707	Facebook	PT	Portugal	28	1	310003	78974	1524	219
Stone Brewing Spain		1619410238105995	Facebook	PT	Portugal	1	1	280671	112269	55	0
European Youth Event		919232861444360	Facebook	PT	Portugal	7	1	277247	123944	766	173
UNICEF Portugal		193697864002162	Facebook	PT	Portugal	11	1	259133	82138	1026	0
