week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	HR	Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	58	1	3097002	1233161	5564	378
w019	Week 19	HR	Croatia	European Parliament		178362315106	Facebook	5	1	1007357	453335	1351	670
w019	Week 19	HR	Croatia	pametno.org	pametno.org	144815235686385	Facebook	20	1	886715	291719	1750	62
w019	Week 19	HR	Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	64	1	785652	196999	6032	74
w019	Week 19	HR	Croatia	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	14	1	700895	170454	1703	129
w019	Week 19	HR	Croatia	Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	12	1	699987	199999	1769	178
w019	Week 19	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	24	1	554123	195356	1742	144
w019	Week 19	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	14	1	533938	142737	1873	444
w019	Week 19	HR	Croatia	Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	15	1	519662	139886	1157	44
w019	Week 19	HR	Croatia	Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	12	1	435988	150000	1177	0
w019	Week 19	HR	Croatia	European Greens	European Greens	141366725876424	Facebook	7	1	257720	119884	1698	352
w019	Week 19	HR	Croatia	Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	6	1	237192	58348	491	16
w019	Week 19	HR	Croatia	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	12	1	220461	57552	931	7
w019	Week 19	HR	Croatia	Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	10	1	185372	68190	924	38
w019	Week 19	HR	Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	4	1	147635	29527	332	0
w019	Week 19	HR	Croatia	Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	7	1	135992	35999	616	0
w019	Week 19	HR	Croatia	Jozo Radoš	Jozo Radoš	446717938731095	Facebook	8	1	131242	32000	638	0
w019	Week 19	HR	Croatia	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	2	1	129082	58454	230	46
w019	Week 19	HR	Croatia	Marijana Balić	HDZ - Hrvatska demokratska zajednica	1274752085892321	Facebook	7	1	128253	30651	527	0
