advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd3	Last 3 days	HU	Hungary	35	1	3327074	1496542	2440	604
MSZP	MSZP	115388925185513	Facebook	rd3	Last 3 days	HU	Hungary	40	1	3164485	1295304	4965	1979
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd3	Last 3 days	HU	Hungary	22	1	2751173	1172380	5239	2145
Fidesz	Fidesz	9844779306	Facebook	rd3	Last 3 days	HU	Hungary	14	1	2351986	1060000	7586	3592
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rd3	Last 3 days	HU	Hungary	66	1	2210750	874733	3780	1344
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd3	Last 3 days	HU	Hungary	24	1	1785633	753870	1713	644
European Greens		141366725876424	Facebook	rd3	Last 3 days	HU	Hungary	15	1	1345517	583689	4707	1239
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	rd3	Last 3 days	HU	Hungary	13	1	577489	168499	1808	485
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	rd3	Last 3 days	HU	Hungary	9	1	542137	224142	864	277
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	rd3	Last 3 days	HU	Hungary	13	1	483074	178916	704	159
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	rd3	Last 3 days	HU	Hungary	4	1	399996	185000	649	278
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	rd3	Last 3 days	HU	Hungary	15	1	355703	131357	1196	445
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	rd3	Last 3 days	HU	Hungary	18	1	349983	90249	1640	328
Ökopolisz Alapítvány	Ökopolisz Alapítvány	244669668913278	Facebook	rd3	Last 3 days	HU	Hungary	8	1	276296	133149	768	370
MSZP Budapest	MSZP Budapest	414715951917446	Facebook	rd3	Last 3 days	HU	Hungary	13	1	206575	42041	508	123
Comedy Central Magyarország	Comedy Central Magyarország	287863594432	Facebook	rd3	Last 3 days	HU	Hungary	1	1	199999	100000	309	154
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	rd3	Last 3 days	HU	Hungary	4	1	179998	81000	324	65
