advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rm6	Last 6 months	HU	Hungary	64	1	27360814	12861939	57076	25464
Fidesz	Fidesz	9844779306	Facebook	rm6	Last 6 months	HU	Hungary	89	1	16556858	7800973	54958	26809
European Parliament		178362315106	Facebook	rm6	Last 6 months	HU	Hungary	106	1	15479233	7000994	43853	13372
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rm6	Last 6 months	HU	Hungary	222	1	11198704	4266527	21170	7502
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rm6	Last 6 months	HU	Hungary	58	1	11002768	4728914	8994	3071
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rm6	Last 6 months	HU	Hungary	90	1	10847438	4535794	9591	2661
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	rm6	Last 6 months	HU	Hungary	95	1	9141905	3810000	23311	9077
MSZP	MSZP	115388925185513	Facebook	rm6	Last 6 months	HU	Hungary	97	1	7817460	3120910	12357	4725
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	rm6	Last 6 months	HU	Hungary	66	1	6600878	2681987	12984	4528
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	rm6	Last 6 months	HU	Hungary	23	1	4215978	1793000	7568	3438
European Greens		141366725876424	Facebook	rm6	Last 6 months	HU	Hungary	32	1	3672691	1577462	10654	3391
Greenpeace Magyarország		35634348348	Facebook	rm6	Last 6 months	HU	Hungary	98	1	3183846	1232974	10525	554
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	rm6	Last 6 months	HU	Hungary	38	1	2935845	1219950	5142	1521
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	rm6	Last 6 months	HU	Hungary	29	1	2778458	1107889	4945	1616
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	rm6	Last 6 months	HU	Hungary	31	1	2734945	995994	4751	1247
Kialo		729627343834501	Facebook	rm6	Last 6 months	HU	Hungary	264	1	2631782	1057697	14491	3421
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	rm6	Last 6 months	HU	Hungary	34	1	2620951	929996	4613	1043
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	rm6	Last 6 months	HU	Hungary	47	1	2150591	708920	7411	2466
European Commission		107898832590939	Facebook	rm6	Last 6 months	HU	Hungary	19	1	2116871	958424	7544	2078
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	rm6	Last 6 months	HU	Hungary	16	1	2049949	759993	3590	1284
Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	rm6	Last 6 months	HU	Hungary	9	1	2019966	859987	4595	2041
Dúró Dóra	Sipos 	191946490841225	Facebook	rm6	Last 6 months	HU	Hungary	29	1	1935746	784948	4768	1733
Ujhelyi István dr.	MSZP	734217673259088	Facebook	rm6	Last 6 months	HU	Hungary	31	1	1648822	658926	4051	1481
Ökopolisz Alapítvány	Ökopolisz Alapítvány	244669668913278	Facebook	rm6	Last 6 months	HU	Hungary	14	1	1645634	777826	4476	2099
Bana Tibor	Országgyűlés Hivatala Jobbik Frakció	184890488198962	Facebook	rm6	Last 6 months	HU	Hungary	30	1	1423967	530998	1778	701
