advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace France		39435457457	Facebook	w005	Week 5	FR	France	6	1	3099381	1419721	16590	3599
It's Canada Time - itscanadatime		974459525936546	Facebook	w005	Week 5	FR	France	4	1	264966	115985	1423	274
350.org		12185972707	Facebook	w005	Week 5	FR	France	12	1	190677	38053	575	33
Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	w005	Week 5	FR	France	9	1	174114	40249	705	0
Le Monde		14892757589	Facebook	w005	Week 5	FR	France	9	1	114344	45066	229	20
Consommez Malin		2045469565728527	Facebook	w005	Week 5	FR	France	6	1	62994	12000	994	100
Festival Amnesty International Au Cinéma pour les Droits Humains		1263015460431177	Facebook	w005	Week 5	FR	France	2	1	50433	10086	507	100
Sofka Officiel		794971730540455	Facebook	w005	Week 5	FR	France	2	1	24035	4807	79	0
CLE-Autistes		572505506526755	Facebook	w005	Week 5	FR	France	1	1	22216	4443	221	44
Parraine une ferme - sauvons les fermes bio		2093291034318675	Facebook	w005	Week 5	FR	France	2	1	19998	10000	197	0
Boutique Pride		299458774182573	Facebook	w005	Week 5	FR	France	2	1	13127	5931	48	9
Campus protestant		2019076568379648	Facebook	w005	Week 5	FR	France	3	1	13004	2422	209	24
Christian Benedetti / candidat FI européennes 2019		658423227888736	Facebook	w005	Week 5	FR	France	4	1	11116	1998	309	0
Babeyes		1015654268572910	Facebook	w005	Week 5	FR	France	1	1	9997	4999	98	0
Make-up Studio Martinique		1629772583807735	Facebook	w005	Week 5	FR	France	1	1	9425	1885	18	0
Gilet Jaune 89 en déplacement		1756105234493843	Facebook	w005	Week 5	FR	France	1	1	8332	4166	82	0
Simpleaument		2135475463337807	Facebook	w005	Week 5	FR	France	2	1	8265	3306	32	5
Ambiance-Bouddha		1823805464566989	Facebook	w005	Week 5	FR	France	2	1	7366	1473	145	0
Albioma		2029944603927727	Facebook	w005	Week 5	FR	France	1	1	7120	3560	7	0
Groupe d'Action Royaliste		275565162546856	Facebook	w005	Week 5	FR	France	3	1	6247	1249	123	0
actualite-energie-solaire.fr		193147034607556	Facebook	w005	Week 5	FR	France	2	1	5998	1000	198	0
Ultra Premium Direct		241324402728111	Facebook	w005	Week 5	FR	France	6	1	5284	1044	63	9
Diffuz Solidaire		135590433555491	Facebook	w005	Week 5	FR	France	1	1	5222	1044	52	10
Dorian Munoz		1422309114455201	Facebook	w005	Week 5	FR	France	1	1	4999	1000	99	0
Pompes à chaleur France - Prime énergie		315601179074509	Facebook	w005	Week 5	FR	France	1	1	3431	686	34	6
Plan solaire		2049329408642212	Facebook	w005	Week 5	FR	France	15	1	3140	881	81	0
Grand-Est Révélation Choc		389271418525725	Facebook	w005	Week 5	FR	France	1	1	3124	624	61	0
Avenir Conseil Énergétique		1448368778564214	Facebook	w005	Week 5	FR	France	2	1	2872	574	56	0
