advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	rw4	Last 4 weeks	DK	Denmark	89	1	6680836	2417969	52020	13858
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	rw4	Last 4 weeks	DK	Denmark	59	1	3900918	1397994	69431	17567
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	rw4	Last 4 weeks	DK	Denmark	59	1	3410785	1218968	35366	10591
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	rw4	Last 4 weeks	DK	Denmark	11	1	2600986	1149998	32147	7230
Enhedslisten	Enhedslisten	223040066022	Facebook	rw4	Last 4 weeks	DK	Denmark	39	1	2460845	932959	25273	10430
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	rw4	Last 4 weeks	DK	Denmark	41	1	2219785	855960	35141	8756
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	rw4	Last 4 weeks	DK	Denmark	19	1	2119976	916997	55163	12278
European Parliament	European Parliament	178362315106	Facebook	rw4	Last 4 weeks	DK	Denmark	16	1	1715135	773382	21410	5704
Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	rw4	Last 4 weeks	DK	Denmark	28	1	1336971	575999	7641	2128
SF	SF	74796954245	Facebook	rw4	Last 4 weeks	DK	Denmark	38	1	1169961	254999	11523	2664
Linea Søgaard-Lidell	Søgaard-Lidell Linea	1002755833225691	Facebook	rw4	Last 4 weeks	DK	Denmark	23	1	1078893	386974	17616	3588
Ali Aminali	Det Konservative Folkeparti	1452133531486822	Facebook	rw4	Last 4 weeks	DK	Denmark	12	1	1029987	372000	19882	5302
3F - Danmarks Stærkeste Fagforening	3F - Danmarks Stærkeste Fagforening	109012749124622	Facebook	rw4	Last 4 weeks	DK	Denmark	9	1	1021976	429996	15022	3401
Mai Mercado	Mai Mercado	397094903687472	Facebook	rw4	Last 4 weeks	DK	Denmark	18	1	1005981	312999	13414	2838
Margrete Auken	SF	36730930417	Facebook	rw4	Last 4 weeks	DK	Denmark	27	1	975973	216000	11190	2477
Zetland	Zetland	341299649231023	Facebook	rw4	Last 4 weeks	DK	Denmark	66	1	926928	292997	3860	1164
Der er noget, der ikke stemmer	The Brand Agency ApS	607503123085160	Facebook	rw4	Last 4 weeks	DK	Denmark	3	1	899997	400000	9372	2677
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	rw4	Last 4 weeks	DK	Denmark	17	1	889980	328999	17136	4351
Pia Olsen Dyhr	SF	49348971479	Facebook	rw4	Last 4 weeks	DK	Denmark	34	1	780963	173999	8377	2477
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	rw4	Last 4 weeks	DK	Denmark	40	1	775889	205985	7036	1673
Mona Juul	Mona Juul	2079067062409423	Facebook	rw4	Last 4 weeks	DK	Denmark	75	1	731924	160999	6310	1472
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	rw4	Last 4 weeks	DK	Denmark	142	1	688819	142991	3890	723
Kuzma Pavlov Jensen	Det Konservative Folkeparti	2798719490153637	Facebook	rw4	Last 4 weeks	DK	Denmark	6	1	669994	239999	8903	1821
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	rw4	Last 4 weeks	DK	Denmark	22	1	597801	202941	9809	2355
Niels Fuglsang	Fuglsang Niels Peder Rindum	264009771074617	Facebook	rw4	Last 4 weeks	DK	Denmark	329	1	584670	64999	8686	1285
