day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d114	2019-04-24	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	63	1	167101	52950	2695	608
d114	2019-04-24	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	221	1	162070	44151	753	269
d114	2019-04-24	DK	Denmark	Havkatten [Jyske Bank]		107677582200	Facebook	4	1	109995	21999	347	147
d114	2019-04-24	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	24	1	76199	24469	642	131
d114	2019-04-24	DK	Denmark	Danske Medier	Danske Medier	300107073389986	Facebook	47	1	59689	18207	263	68
d114	2019-04-24	DK	Denmark	Red Barnet		67571270393	Facebook	51	1	46055	17110	815	213
d114	2019-04-24	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	352	1	42450	8504	384	69
d114	2019-04-24	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	7	1	34143	10162	337	70
d114	2019-04-24	DK	Denmark	Giv Klimaet Lov		445657632847922	Facebook	5	1	34090	8181	456	109
d114	2019-04-24	DK	Denmark	Nikolaj Villumsen	Enhedslisten	529124290474705	Facebook	1	1	24999	5000	334	66
d114	2019-04-24	DK	Denmark	SuperBrugsen		125934997444897	Facebook	1	1	24999	12499	167	33
d114	2019-04-24	DK	Denmark	Rina Ronja Kari	Rina Ronja Kari	41763808759	Facebook	3	1	22846	11211	77	14
d114	2019-04-24	DK	Denmark	Tommy Ahlers	Ahlers Tommy	2121857298076689	Facebook	3	1	20356	4071	272	54
d114	2019-04-24	DK	Denmark	Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	4	1	20197	4414	143	43
d114	2019-04-24	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	49	1	20089	5966	72	8
d114	2019-04-24	DK	Denmark	Laura Lindahl	Laura Lindahl	504310436316194	Facebook	27	1	17289	4475	155	39
d114	2019-04-24	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	1	1	16666	3333	223	44
d114	2019-04-24	DK	Denmark	Christel Schaldemose		424159230945271	Facebook	27	1	15514	6000	36	8
d114	2019-04-24	DK	Denmark	Anne Skau Styrishave	Styrishave Anne Skau	1407237706021123	Facebook	5	1	12752	2764	26	5
d114	2019-04-24	DK	Denmark	Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	1	1	12499	2500	33	16
d114	2019-04-24	DK	Denmark	Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	1	1	12499	2500	33	16
d114	2019-04-24	DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	1	1	12499	6250	83	16
d114	2019-04-24	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	10281	4255	122	27
d114	2019-04-24	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	1	1	9999	2000	26	13
d114	2019-04-24	DK	Denmark	Jens-Henrik Kirk	Kirk Jens-Henrik	683682235062292	Facebook	2	1	9999	5000	66	13
d114	2019-04-24	DK	Denmark	Anders Baun EP valg 2019	Sorensen Anders Baun	549966298750692	Facebook	3	1	9616	1923	61	17
d114	2019-04-24	DK	Denmark	Kim Edberg Andersen	Kim Edberg Andersen-Kristoffersen	533374726861312	Facebook	9	1	9544	2727	60	15
d114	2019-04-24	DK	Denmark	Claus Hasselmanns - Folketingskandidat		611297145887529	Facebook	10	1	8204	2888	39	10
d114	2019-04-24	DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	40	1	7098	1430	38	10
d114	2019-04-24	DK	Denmark	Kirsten Normann Andersen	SF	1282577791766364	Facebook	3	1	6996	1000	93	13
d114	2019-04-24	DK	Denmark	Simple Feast		571176036346620	Facebook	18	1	6780	1450	78	11
d114	2019-04-24	DK	Denmark	Kathrine Olldag	Olldag Kathrine	810476755802044	Facebook	6	1	6344	1109	62	11
d114	2019-04-24	DK	Denmark	Rune Christiansen - Radikale Venstre	Christiansen Rune	170821413115387	Facebook	6	1	5947	1699	62	9
d114	2019-04-24	DK	Denmark	Signe Munk	Munk Signe	350242375125258	Facebook	3	1	5498	1000	46	6
d114	2019-04-24	DK	Denmark	UNHCR Danmark		924692171033381	Facebook	2	1	5347	2373	71	31
d114	2019-04-24	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	3	1	5124	2500	68	33
d114	2019-04-24	DK	Denmark	Niels Fuglsang		264009771074617	Facebook	1	1	4999	1000	66	13
d114	2019-04-24	DK	Denmark	Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	1	1	4998	999	13	0
d114	2019-04-24	DK	Denmark	Anders Krojgaard Lund	Anders Krojgaard Lund 	310638582806533	Facebook	2	1	4582	1916	25	4
d114	2019-04-24	DK	Denmark	Baltic Pipe i DK		363391397476774	Facebook	1	1	4545	909	60	12
d114	2019-04-24	DK	Denmark	Dansk Vegetarisk Forening - DVF	Dansk Vegetarisk Forening - DVF	138978072648	Facebook	2	1	4165	833	37	6
d114	2019-04-24	DK	Denmark	Ligestillingsministeren	Udenrigsministeriet	387013465118442	Facebook	71	1	4157	424	53	4
d114	2019-04-24	DK	Denmark	Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	3	1	3957	1791	30	6
d114	2019-04-24	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	1	1	3846	1923	25	5
