day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d128	2019-05-08	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	323	1	1086514	430382	8451	1979
d128	2019-05-08	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	43	1	306142	115897	2210	971
d128	2019-05-08	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	2	1	254162	100832	3458	725
d128	2019-05-08	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	20	1	250322	55779	3328	729
d128	2019-05-08	DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	4	1	199996	40000	2677	535
d128	2019-05-08	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	5	1	199995	69999	1204	502
d128	2019-05-08	DK	Denmark	Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	17	1	172983	51000	1858	348
d128	2019-05-08	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	490	1	166521	37920	1203	219
d128	2019-05-08	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	27	1	155160	63380	1316	296
d128	2019-05-08	DK	Denmark	SF	SF	74796954245	Facebook	3	1	154997	61000	1485	736
d128	2019-05-08	DK	Denmark	Holger K Nielsen	SF	370360873057400	Facebook	3	1	149997	30000	2008	401
d128	2019-05-08	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	7	1	125613	57999	878	224
d128	2019-05-08	DK	Denmark	Linea Søgaard-Lidell	Søgaard-Lidell Linea	1002755833225691	Facebook	24	1	116996	24122	1011	253
d128	2019-05-08	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	4	1	108332	48666	2164	640
d128	2019-05-08	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	112	1	107735	25247	391	79
d128	2019-05-08	DK	Denmark	Morten Østergaard	Radikale Venstre	252520351444054	Facebook	16	1	107412	23245	825	182
d128	2019-05-08	DK	Denmark	Zetland	Zetland	341299649231023	Facebook	1	1	99999	40000	267	133
d128	2019-05-08	DK	Denmark	Britt Bager	Bager Britt	460055244123143	Facebook	16	1	62371	13458	817	171
d128	2019-05-08	DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	5	1	57439	15773	673	134
d128	2019-05-08	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	7	1	50206	10416	397	104
d128	2019-05-08	DK	Denmark	Steffen Sjørslev - Liberal Alliance		339937129764672	Facebook	1	1	49995	9999	669	133
d128	2019-05-08	DK	Denmark	Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	8	1	49581	10916	194	72
d128	2019-05-08	DK	Denmark	Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	16	1	45140	14142	361	80
