advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f18_24	female (18-24)	BG	Bulgaria	41	1	1230030	555625	1992	461
European Greens		141366725876424	Facebook	f18_24	female (18-24)	BG	Bulgaria	34	1	440617	196715	1045	292
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	f18_24	female (18-24)	BG	Bulgaria	58	1	165533	67650	568	126
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f18_24	female (18-24)	BG	Bulgaria	27	1	163592	62704	362	59
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f18_24	female (18-24)	BG	Bulgaria	53	1	160601	75115	279	77
Kialo		729627343834501	Facebook	f18_24	female (18-24)	BG	Bulgaria	218	1	153959	57387	856	194
Демократична България	Демократична България	995342840629890	Facebook	f18_24	female (18-24)	BG	Bulgaria	15	1	144464	57467	102	8
Движение ВОЛЯ		289082018098560	Facebook	f18_24	female (18-24)	BG	Bulgaria	1	1	119633	59816	59	11
European Youth Event		919232861444360	Facebook	f18_24	female (18-24)	BG	Bulgaria	7	1	104035	49020	237	69
Път на младите	Път на младите	2051476654950711	Facebook	f18_24	female (18-24)	BG	Bulgaria	18	1	48092	19193	195	23
European Commission		107898832590939	Facebook	f18_24	female (18-24)	BG	Bulgaria	3	1	40928	20464	141	32
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	f18_24	female (18-24)	BG	Bulgaria	5	1	35570	14059	38	7
Европейски парламент в България		163350039852	Facebook	f18_24	female (18-24)	BG	Bulgaria	1	1	33529	13411	335	67
сТУденти		710941585944818	Facebook	f18_24	female (18-24)	BG	Bulgaria	25	1	32242	9000	664	0
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	f18_24	female (18-24)	BG	Bulgaria	28	1	29141	8539	332	8
ПП ГЕРБ - София		336639303182606	Facebook	f18_24	female (18-24)	BG	Bulgaria	1	1	28842	11537	25	5
EU Environment		305608429284	Facebook	f18_24	female (18-24)	BG	Bulgaria	2	1	28515	13520	135	26
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	f18_24	female (18-24)	BG	Bulgaria	24	1	24521	5694	52	0
Крум Дончев/Krum Donchev		155516354469476	Facebook	f18_24	female (18-24)	BG	Bulgaria	8	1	24330	11697	21	0
DESIGNitsa - Дизайница		676082905766490	Facebook	f18_24	female (18-24)	BG	Bulgaria	10	1	21865	5127	137	0
Greens/EFA in the European Parliament		150527751674751	Facebook	f18_24	female (18-24)	BG	Bulgaria	15	1	20124	7917	28	4
Фондация Билитис/ Bilitis Foundation		287175336077	Facebook	f18_24	female (18-24)	BG	Bulgaria	1	1	20050	4010	39	0
Valeri Simeonov		1967166133516609	Facebook	f18_24	female (18-24)	BG	Bulgaria	13	1	18576	4191	100	0
Медея		1526396310816752	Facebook	f18_24	female (18-24)	BG	Bulgaria	1	1	17774	3554	31	0
Game of Sultans		185311195624361	Facebook	f18_24	female (18-24)	BG	Bulgaria	6	1	15644	6656	257	51
