advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw1	Last week	361	1	15987785	6619947	68924	12865
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rw1	Last week	97	1	15626578	6847106	33519	7178
European Parliament		178362315106	Facebook	rw1	Last week	80	1	15498211	7177060	90979	23302
CDU	CDU	78502295414	Facebook	rw1	Last week	3170	1	14492936	3478125	130136	3112
FDP	FDP	21289227249	Facebook	rw1	Last week	1339	1	14171176	4170545	148560	6311
România în primul rând	Future Innovation	770704223323599	Facebook	rw1	Last week	54	1	13739262	6228611	14775	3405
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw1	Last week	103	1	13117292	5439788	40957	9796
European Greens	European Greens	141366725876424	Facebook	rw1	Last week	41	1	10261228	4602000	68086	16800
sp.a	sp.a	57253967150	Facebook	rw1	Last week	207	1	10047792	3352055	46801	7516
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rw1	Last week	34	1	8934088	3892652	18085	4620
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rw1	Last week	51	1	8351949	3449000	11849	1700
SPÖ	SPÖ	77393060080	Facebook	rw1	Last week	561	1	8300289	2702061	66705	9054
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rw1	Last week	768	1	8158749	2773162	114985	13891
Partito Democratico		77034286895	Facebook	rw1	Last week	79	1	7914161	3459625	26847	5200
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rw1	Last week	20	1	7766367	3636585	12685	5134
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw1	Last week	335	1	7496304	2349992	51898	8470
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rw1	Last week	58	1	7442433	3214618	15427	4078
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rw1	Last week	72	1	7359927	2880000	29527	7800
SPD	SPD	47930567748	Facebook	rw1	Last week	2394	1	6546464	1152428	249835	3414
Fidesz	Fidesz	9844779306	Facebook	rw1	Last week	39	1	6083297	2913333	21460	10626
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rw1	Last week	96	1	5496728	2576399	25498	4610
Venstre, Danmarks Liberale Parti		21465928829	Facebook	rw1	Last week	342	1	5289683	2065254	39697	10003
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rw1	Last week	25	1	5172769	2290340	3784	1451
Open Vld	Open Vld	53668151866	Facebook	rw1	Last week	224	1	5001869	1933640	39921	6981
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rw1	Last week	14	1	4841659	2200000	19826	4691
