gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m	male	BG	Bulgaria	European Parliament		178362315106	Facebook	52	1	2439820	1106161	4717	1107
m	male	BG	Bulgaria	Kialo		729627343834501	Facebook	256	1	1965803	763218	11092	2659
m	male	BG	Bulgaria	Демократична България	Демократична България	995342840629890	Facebook	35	1	1573620	594049	3434	457
m	male	BG	Bulgaria	Приоритети	БЗНС	1163987410423594	Facebook	56	1	678099	235980	2398	65
m	male	BG	Bulgaria	Крум Дончев/Krum Donchev		155516354469476	Facebook	8	1	624492	298585	505	0
m	male	BG	Bulgaria	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	50	1	547806	221931	1768	357
m	male	BG	Bulgaria	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	51	1	513015	236054	1076	291
m	male	BG	Bulgaria	Valeri Simeonov		1967166133516609	Facebook	21	1	464621	108873	1549	0
m	male	BG	Bulgaria	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	25	1	450994	169699	1318	172
m	male	BG	Bulgaria	Стефан Тафров	Стефан Тафров	233810563693016	Facebook	39	1	434684	108898	1957	0
m	male	BG	Bulgaria	Volen Siderov		48268614826	Facebook	22	1	422750	92411	1287	0
m	male	BG	Bulgaria	Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	10	1	402610	139177	768	176
m	male	BG	Bulgaria	Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	24	1	346447	68765	1119	0
m	male	BG	Bulgaria	България на Труда и Разума - БТР		709384432421964	Facebook	9	1	305927	94926	628	47
m	male	BG	Bulgaria	Път на младите	Път на младите	2051476654950711	Facebook	16	1	269744	93395	947	107
m	male	BG	Bulgaria	ПП ГЕРБ - София		336639303182606	Facebook	1	1	267003	106801	237	47
m	male	BG	Bulgaria	European Greens	European Greens	141366725876424	Facebook	9	1	255557	113908	827	220
m	male	BG	Bulgaria	Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	12	1	242321	51052	796	0
m	male	BG	Bulgaria	European Commission		107898832590939	Facebook	3	1	240826	120413	675	169
m	male	BG	Bulgaria	informo.bg	informo.bg	262524054082832	Facebook	6	1	214414	98766	431	60
m	male	BG	Bulgaria	Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	17	1	202677	48988	839	0
m	male	BG	Bulgaria	За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	24	1	159095	36079	1059	0
