advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	rd5	Last 5 days	CY	Cyprus	33	1	710471	190999	2871	0
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	rd5	Last 5 days	CY	Cyprus	38	1	611958	125998	3474	0
European Parliament		178362315106	Facebook	rd5	Last 5 days	CY	Cyprus	7	1	207986	70999	1892	299
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	rd5	Last 5 days	CY	Cyprus	9	1	195915	38984	841	0
Prof. Dr. Niyazi Kızılyürek		878208312216203	Facebook	rd5	Last 5 days	CY	Cyprus	3	1	162497	55000	247	0
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	rd5	Last 5 days	CY	Cyprus	7	1	149061	29813	486	0
Δημοκρατικό Κόμμα		293704380825571	Facebook	rd5	Last 5 days	CY	Cyprus	7	1	139970	36993	692	0
Nicos Tornaritis - Νίκος Τορναρίτης		115653995162093	Facebook	rd5	Last 5 days	CY	Cyprus	3	1	109991	24998	296	0
AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	rd5	Last 5 days	CY	Cyprus	4	1	105718	45927	252	0
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	rd5	Last 5 days	CY	Cyprus	7	1	96345	19786	222	0
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	rd5	Last 5 days	CY	Cyprus	7	1	94981	27996	692	0
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	rd5	Last 5 days	CY	Cyprus	2	1	87491	17498	173	0
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	rd5	Last 5 days	CY	Cyprus	2	1	54994	10999	197	0
Γραφείο Τύπου και Πληροφοριών - Press and Information Office		620027974738907	Facebook	rd5	Last 5 days	CY	Cyprus	1	1	49999	10000	99	0
Dr. Eleni Stavrou		822417261217421	Facebook	rd5	Last 5 days	CY	Cyprus	1	1	49998	9999	99	0
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	rd5	Last 5 days	CY	Cyprus	1	1	41638	8327	82	0
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	rd5	Last 5 days	CY	Cyprus	2	1	14993	5997	197	0
Ιακώβου Βάκης		332523037613071	Facebook	rd5	Last 5 days	CY	Cyprus	1	1	9998	4999	98	0
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	rd5	Last 5 days	CY	Cyprus	1	1	7352	1470	14	0
İNAX Medya		2198024653747919	Facebook	rd5	Last 5 days	CY	Cyprus	1	1	4999	1000	14	0
Marinos Mousiouttas		306684270037168	Facebook	rd5	Last 5 days	CY	Cyprus	1	1	4999	1000	98	0
Guardian Weekly		64525551258	Facebook	rd5	Last 5 days	CY	Cyprus	4	1	1270	252	3	0
Tuunes		992176580926495	Facebook	rd5	Last 5 days	CY	Cyprus	6	1	1093	250	4	0
Γυναικεία Οργάνωση Δημοκρατικού Κόμματος - ΓΟΔΗΚ		328991341036445	Facebook	rd5	Last 5 days	CY	Cyprus	1	1	998	0	98	0
VOIS Cyprus		571975636495930	Facebook	rd5	Last 5 days	CY	Cyprus	1	1	832	0	82	0
