advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	d120	2019-04-30	EL	Greece	5	1	666313	316498	2164	583
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	d120	2019-04-30	EL	Greece	12	1	408507	180293	619	130
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	d120	2019-04-30	EL	Greece	12	1	328855	110457	1442	199
Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	d120	2019-04-30	EL	Greece	192	1	270877	80905	2854	0
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	d120	2019-04-30	EL	Greece	7	1	194060	68790	296	0
Ioannis Vardakastanis		195643347979465	Facebook	d120	2019-04-30	EL	Greece	67	1	176363	69397	638	49
Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	d120	2019-04-30	EL	Greece	6	1	113747	30250	222	0
Βίκυ Φλέσσα -Vicky Flessa	Pulse and Opinion S.A.	344396292816360	Facebook	d120	2019-04-30	EL	Greece	3	1	87656	28634	174	55
Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	d120	2019-04-30	EL	Greece	6	1	81446	19250	348	0
Βασίλης Σωτηρόπουλος	Vasileios Sotiropoulos	428087111291406	Facebook	d120	2019-04-30	EL	Greece	9	1	77674	21804	329	0
Μανώλης Γραφάκος - Manolis Grafakos	Manolis Grafakos	1788352434721617	Facebook	d120	2019-04-30	EL	Greece	3	1	64997	15999	297	0
Nikos Papandreou		2245032148843299	Facebook	d120	2019-04-30	EL	Greece	2	1	53332	11666	132	0
tomanifesto.gr	Pavlos Pavlidis	1083717278496452	Facebook	d120	2019-04-30	EL	Greece	3	1	51964	9993	296	0
Vouliwatch		627330267312880	Facebook	d120	2019-04-30	EL	Greece	8	1	49457	20584	139	46
Νίκος Ανδρουλάκης		216089191899991	Facebook	d120	2019-04-30	EL	Greece	3	1	46104	12554	124	11
Στέλιος Κυμπουρόπουλος	Στέλιος Κυμπουρόπουλος	323456224972682	Facebook	d120	2019-04-30	EL	Greece	11	1	45619	20395	138	6
Δημήτρης Παπαδημούλης	Dimitrios Papadimoulis	528797520505550	Facebook	d120	2019-04-30	EL	Greece	1	1	45421	18168	90	45
Kialo		729627343834501	Facebook	d120	2019-04-30	EL	Greece	10	1	40332	11816	130	17
Anna Papadimitriou Tsatsou	Pulse and Opinion S.A.	351205875514876	Facebook	d120	2019-04-30	EL	Greece	3	1	39548	17900	78	11
Eva Kaili	Eva Kaili	13721812367	Facebook	d120	2019-04-30	EL	Greece	3	1	36850	16503	236	47
Δημιουργία Ξανά	Δημιουργία Ξανά	226397774096827	Facebook	d120	2019-04-30	EL	Greece	63	1	35219	7096	1222	0
Μελίνα Μαρία Δερμεντζοπούλου	Maria Dermentzopoulou	371463640320808	Facebook	d120	2019-04-30	EL	Greece	1	1	33327	16663	16	0
Σπύρος Ριζόπουλος	Spyridon Rizopoulos	2127727860849871	Facebook	d120	2019-04-30	EL	Greece	7	1	32974	6578	73	0
Νότης Μαριάς, Ανεξάρτητος Ευρωβουλευτής		337788662974718	Facebook	d120	2019-04-30	EL	Greece	5	1	28972	6834	59	1
Κατερινα Μαρκου		832766380123763	Facebook	d120	2019-04-30	EL	Greece	7	1	28629	10067	57	0
Ioannis Kantarakis	Ioannis Chrysostomos Kantarakis	212280702946081	Facebook	d120	2019-04-30	EL	Greece	4	1	26665	7333	105	0
Παναγιώτης Ε. Νίκας	Παναγιώτης Ε. Νίκας	627249040690694	Facebook	d120	2019-04-30	EL	Greece	15	1	25000	7233	160	5
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	d120	2019-04-30	EL	Greece	1	1	24999	12500	124	25
Βαρουξής Λευτέρης - Varouxis Lefteris	Digital Solutions	280496205994839	Facebook	d120	2019-04-30	EL	Greece	1	1	24999	12500	24	0
Σπήλιος Λιβανός		1306987025984296	Facebook	d120	2019-04-30	EL	Greece	1	1	24999	12500	24	0
Σταύρος Θεοδωράκης		1151439938254145	Facebook	d120	2019-04-30	EL	Greece	1	1	24999	5000	49	0
Ισμήνη Μώρου - Υποψήφια Ευρωβουλευτής		650014548746122	Facebook	d120	2019-04-30	EL	Greece	1	1	24984	12492	62	12
