day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d112	2019-04-22	BE	Belgium	sp.a	sp.a	57253967150	Facebook	117	1	1402658	592273	6326	1512
d112	2019-04-22	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	23	1	400663	160556	1153	284
d112	2019-04-22	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	9	1	330522	126038	2970	687
d112	2019-04-22	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	2	1	197916	82291	1822	364
d112	2019-04-22	BE	Belgium	Groen	Groen	84920854319	Facebook	29	1	146530	53724	947	173
d112	2019-04-22	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	446	1	98026	27927	1966	103
d112	2019-04-22	BE	Belgium	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	13	1	88014	36240	426	106
d112	2019-04-22	BE	Belgium	Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	2	1	79741	31896	797	159
d112	2019-04-22	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	5	1	75853	15169	558	101
d112	2019-04-22	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	2	1	69642	26428	196	76
d112	2019-04-22	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	29	1	61040	25090	129	7
d112	2019-04-22	BE	Belgium	Kialo		729627343834501	Facebook	2	1	57523	28762	255	51
d112	2019-04-22	BE	Belgium	Salsa Rica Dance Company		727875134045965	Facebook	2	1	42281	16143	76	15
d112	2019-04-22	BE	Belgium	CD&V	CD&V	52997544531	Facebook	18	1	42268	11943	176	9
d112	2019-04-22	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	3	1	37499	7500	374	75
d112	2019-04-22	BE	Belgium	UNHCR Belgium		948453825344452	Facebook	1	1	35714	14285	357	71
d112	2019-04-22	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	5	1	31747	11804	230	71
d112	2019-04-22	BE	Belgium	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	1	1	27777	11111	277	55
d112	2019-04-22	BE	Belgium	N-VA Roeselare	Nieuw-Vlaamse Alliantie	168411579894593	Facebook	1	1	24999	5000	49	0
d112	2019-04-22	BE	Belgium	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	17	1	21779	4628	241	44
