day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d128	2019-05-08	DK	Denmark	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	224	1	1057011	433775	8703	2041
d128	2019-05-08	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	42	1	302168	116672	2284	1014
d128	2019-05-08	DK	Denmark	Socialdemokratiet		41459763029	Facebook	20	1	260470	58595	3464	766
d128	2019-05-08	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	2	1	254541	100907	3469	730
d128	2019-05-08	DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	4	1	199996	40000	2677	535
d128	2019-05-08	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	5	1	199995	69999	1204	502
d128	2019-05-08	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	27	1	168211	68781	1425	318
d128	2019-05-08	DK	Denmark	Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	17	1	167983	47000	1858	348
d128	2019-05-08	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	489	1	166037	35827	1306	231
d128	2019-05-08	DK	Denmark	SF	SF	74796954245	Facebook	3	1	154997	61000	816	200
d128	2019-05-08	DK	Denmark	Holger K Nielsen	SF	370360873057400	Facebook	3	1	149997	30000	2008	401
d128	2019-05-08	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	7	1	125613	58000	878	224
d128	2019-05-08	DK	Denmark	Linea Søgaard-Lidell	Søgaard-Lidell Linea	1002755833225691	Facebook	24	1	118854	24667	1035	260
d128	2019-05-08	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	112	1	115596	27698	426	85
d128	2019-05-08	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	4	1	109998	49000	2169	642
d128	2019-05-08	DK	Denmark	Morten Østergaard	Radikale Venstre	252520351444054	Facebook	16	1	108818	23555	843	185
d128	2019-05-08	DK	Denmark	Zetland	Zetland	341299649231023	Facebook	1	1	99999	40000	267	133
d128	2019-05-08	DK	Denmark	Britt Bager	Bager Britt	460055244123143	Facebook	16	1	63729	13759	832	173
d128	2019-05-08	DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	5	1	58607	16007	688	137
d128	2019-05-08	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	7	1	50640	10557	402	105
d128	2019-05-08	DK	Denmark	Steffen Sjørslev - Liberal Alliance		339937129764672	Facebook	1	1	49995	9999	669	133
d128	2019-05-08	DK	Denmark	Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	8	1	49747	10950	186	70
d128	2019-05-08	DK	Denmark	Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	16	1	45140	14142	361	80
d128	2019-05-08	DK	Denmark	Danmarks Socialdemokratiske Ungdom (DSU)	DSU	126084211821	Facebook	4	1	44998	10499	274	73
d128	2019-05-08	DK	Denmark	Mai Mercado		397094903687472	Facebook	21	1	40311	10033	213	66
