audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m13_17	male (13-17)	CZ	Czechia	Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	92	1	650645	147970	392	111
m13_17	male (13-17)	CZ	Czechia	European Parliament		178362315106	Facebook	45	1	280527	115494	954	205
m13_17	male (13-17)	CZ	Czechia	Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	19	1	42906	11519	228	66
m13_17	male (13-17)	CZ	Czechia	Greens/EFA in the European Parliament		150527751674751	Facebook	19	1	31259	14300	31	6
m13_17	male (13-17)	CZ	Czechia	Egomotion	Sklenar Jan	342123489585393	Facebook	1	1	23900	4780	18	9
m13_17	male (13-17)	CZ	Czechia	Mladí demokraté		171976652332	Facebook	4	1	20998	4199	56	13
m13_17	male (13-17)	CZ	Czechia	e.on		511324618972373	Facebook	2	1	16675	7888	10	2
m13_17	male (13-17)	CZ	Czechia	Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	2	1	16583	6669	42	8
m13_17	male (13-17)	CZ	Czechia	IGO bottle		588626198197868	Facebook	2	1	14538	3685	9	1
m13_17	male (13-17)	CZ	Czechia	Senátor Václav Hampl	Höfer Karel	524288824339961	Facebook	2	1	8757	1713	4	0
m13_17	male (13-17)	CZ	Czechia	Milion chvilek pro demokracii		728495140691300	Facebook	1	1	6263	3131	12	2
m13_17	male (13-17)	CZ	Czechia	Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	4	1	6149	1229	5	2
m13_17	male (13-17)	CZ	Czechia	MC Hejtman		1838584856406893	Facebook	1	1	5658	1131	2	0
m13_17	male (13-17)	CZ	Czechia	Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	1	1	4764	2382	18	9
m13_17	male (13-17)	CZ	Czechia	Voxpot		799083753454179	Facebook	2	1	4565	913	3	1
