impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
50k_100k	50k - 100k	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	70	1	6999006	3499538	34125	6799
50k_100k	50k - 100k	BE	Belgium	sp.a	sp.a	57253967150	Facebook	50	1	4999950	2500000	27450	5400
50k_100k	50k - 100k	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	27	1	2699795	1349911	17471	5899
50k_100k	50k - 100k	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	22	1	2199978	1100000	9878	2200
50k_100k	50k - 100k	BE	Belgium	European Parliament		178362315106	Facebook	25	1	2099979	1050000	11978	3299
50k_100k	50k - 100k	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	20	1	1999927	999973	10679	2999
50k_100k	50k - 100k	BE	Belgium	Groen	Groen	84920854319	Facebook	19	1	1899945	949982	9080	1799
50k_100k	50k - 100k	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	18	1	1799982	900000	13982	5800
50k_100k	50k - 100k	BE	Belgium	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	14	1	1399986	700000	13986	4300
50k_100k	50k - 100k	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	12	1	1199988	600000	7988	2800
50k_100k	50k - 100k	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	9	1	899991	450000	8491	4100
50k_100k	50k - 100k	BE	Belgium	IKEA	IKEA	112961202185776	Facebook	9	1	899990	449999	4490	899
50k_100k	50k - 100k	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	9	1	899990	450000	891	0
50k_100k	50k - 100k	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	9	1	898558	449283	4483	898
50k_100k	50k - 100k	BE	Belgium	Sign for my Future		1345513882259768	Facebook	8	1	799992	400000	4492	1200
50k_100k	50k - 100k	BE	Belgium	Greenpeace Belgium		73232790238	Facebook	7	1	699982	349994	3492	699
50k_100k	50k - 100k	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	7	1	699759	349883	4091	1399
50k_100k	50k - 100k	BE	Belgium	UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	6	1	599993	299999	2993	599
50k_100k	50k - 100k	BE	Belgium	Kialo		729627343834501	Facebook	77	1	475286	237645	2473	713
50k_100k	50k - 100k	BE	Belgium	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	7	1	405304	202654	801	100
50k_100k	50k - 100k	BE	Belgium	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	4	1	399612	199807	1994	399
50k_100k	50k - 100k	BE	Belgium	CD&V	CD&V	52997544531	Facebook	3	1	299997	150000	1497	300
50k_100k	50k - 100k	BE	Belgium	Vluchtelingenwerk Vlaanderen		81497097451	Facebook	3	1	299996	149999	296	0
50k_100k	50k - 100k	BE	Belgium	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	3	1	299992	149997	1496	299
50k_100k	50k - 100k	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	3	1	206156	103079	1028	206
50k_100k	50k - 100k	BE	Belgium	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	7	1	201334	100668	1001	200
50k_100k	50k - 100k	BE	Belgium	Facebook Brussels	Facebook	287739491272583	Facebook	2	1	199998	100000	1997	1000
50k_100k	50k - 100k	BE	Belgium	Johan Van Overtveldt		275607285891320	Facebook	2	1	199998	100000	998	200
