location_code_filter	location_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	49	1	2146428	1012629	3929	1749
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	European Parliament		178362315106	Facebook	102	1	977612	444503	2657	842
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Fidesz	Fidesz	9844779306	Facebook	76	1	837359	397456	2795	1371
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	80	1	660226	273969	1619	613
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	MSZP	MSZP	115388925185513	Facebook	38	1	624167	226555	781	325
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	32	1	587338	245842	416	139
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	71	1	468250	195932	513	149
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	56	1	451179	186781	825	284
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	136	1	427235	161183	720	247
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	15	1	329358	107683	614	198
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	15	1	307180	130313	563	262
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	24	1	164987	62424	260	72
