week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-13	MT	Malta	325	73	865652	269289	6052	266
w019	Week 19	2019-05-06	2019-05-12	MT	Malta	694	97	10943133	3768348	57563	4719
w018	Week 18	2019-04-29	2019-05-05	MT	Malta	669	114	7550228	2502518	33793	2413
w017	Week 17	2019-04-22	2019-04-28	MT	Malta	598	123	4188986	1443585	19501	1453
w016	Week 16	2019-04-15	2019-04-21	MT	Malta	532	160	1330478	389060	7949	311
w015	Week 15	2019-04-08	2019-04-14	MT	Malta	758	241	1992816	625600	10418	511
w014	Week 14	2019-04-01	2019-04-07	MT	Malta	659	238	1793302	575104	9236	702
w013	Week 13	2019-03-25	2019-03-31	MT	Malta	558	208	1569713	546361	6869	529
w012	Week 12	2019-03-18	2019-03-24	MT	Malta	449	188	1437236	562252	6387	421
w011	Week 11	2019-03-11	2019-03-17	MT	Malta	279	115	1153998	414211	5108	517
w010	Week 10	2019-03-04	2019-03-10	MT	Malta	274	96	1105605	380357	5916	422
w009	Week 9	2019-02-25	2019-03-03	MT	Malta	180	71	715799	197581	5188	440
w008	Week 8	2019-02-18	2019-02-24	MT	Malta	133	60	707024	251548	4520	467
w007	Week 7	2019-02-11	2019-02-17	MT	Malta	109	53	961046	358157	4709	515
w006	Week 6	2019-02-04	2019-02-10	MT	Malta	87	37	1635264	720156	8166	1286
w005	Week 5	2019-01-28	2019-02-03	MT	Malta	102	39	234689	57197	1231	19
w004	Week 4	2019-01-21	2019-01-27	MT	Malta	92	38	353633	124683	2394	138
w003	Week 3	2019-01-14	2019-01-20	MT	Malta	106	35	711831	251573	4986	688
w002	Week 2	2019-01-07	2019-01-13	MT	Malta	72	30	638709	225379	5287	803
w001	Week 1	2019-01-01	2019-01-06	MT	Malta	53	24	486706	168462	4164	682
