advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	55_64	55-64	SK	Slovakia	11	1	48428	9642	200	0
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	55_64	55-64	SK	Slovakia	20	1	39535	7241	621	40
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	55_64	55-64	SK	Slovakia	3	1	39010	17536	181	36
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	55_64	55-64	SK	Slovakia	12	1	34889	8309	183	0
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	55_64	55-64	SK	Slovakia	4	1	31289	6572	130	15
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	55_64	55-64	SK	Slovakia	20	1	29323	5980	549	44
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	55_64	55-64	SK	Slovakia	23	1	28452	5432	579	36
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	55_64	55-64	SK	Slovakia	19	1	26173	5944	480	23
European Parliament	European Parliament	178362315106	Facebook	55_64	55-64	SK	Slovakia	2	1	21409	4281	110	16
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	55_64	55-64	SK	Slovakia	17	1	19191	3343	423	31
SMER - SD Bratislava IV.	SMER- SD	1321935907958539	Facebook	55_64	55-64	SK	Slovakia	10	1	15232	2846	127	0
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	55_64	55-64	SK	Slovakia	4	1	14026	4031	63	0
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	55_64	55-64	SK	Slovakia	1	1	13931	6965	69	13
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	55_64	55-64	SK	Slovakia	4	1	13669	4703	99	0
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	55_64	55-64	SK	Slovakia	7	1	13092	3779	106	0
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	55_64	55-64	SK	Slovakia	10	1	12500	4466	46	0
SMER - SD Košice okolie	SMER - SD	590859404733213	Facebook	55_64	55-64	SK	Slovakia	13	1	11303	2579	153	0
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	55_64	55-64	SK	Slovakia	3	1	10720	2217	23	0
SMER - SD Bratislava II.	SMER - SD	2442542622447106	Facebook	55_64	55-64	SK	Slovakia	6	1	10062	2096	210	13
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	55_64	55-64	SK	Slovakia	3	1	7292	2617	106	0
SMER - SD Nitra	SMER - SD	800561563389371	Facebook	55_64	55-64	SK	Slovakia	2	1	6838	1823	25	0
Most-Híd (Híd-Most)	Most-Híd (Híd-Most)	353195602108	Facebook	55_64	55-64	SK	Slovakia	5	1	6828	2531	96	0
Mladí Sociálni Demokrati	Mladí sociálni demokrati	582911831720503	Facebook	55_64	55-64	SK	Slovakia	2	1	4918	2459	48	0
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	55_64	55-64	SK	Slovakia	1	1	4847	969	48	9
SMER - SD Košice II.	SMER - SD	322950438385690	Facebook	55_64	55-64	SK	Slovakia	9	1	4725	1010	210	0
