advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Демократична България	Демократична България	995342840629890	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	17	1	89848	41490	411	93
Дани Каназирева		448500651897944	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	1	1	49999	10000	88	0
European Parliament	European Parliament	178362315106	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	15	1	42666	18555	159	34
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	3	1	30472	12306	64	30
Движение ВОЛЯ	Движение Воля	289082018098560	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	5	1	29347	11738	29	5
Приоритети	БЗНС	1163987410423594	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	35	1	25791	10910	124	21
Алина Добрева	Алина Добрева	330889637493030	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	3	1	16609	7638	76	14
Крум Дончев/Krum Donchev	Крум Дончев/Krum Donchev	155516354469476	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	11	1	15215	5501	42	15
informo.bg	informo.bg	262524054082832	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	3	1	10830	5284	6	0
Емил А. Георгиев	Georgiev Emil	1228198117206814	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	8	1	10665	2557	32	0
Път на младите	Път на младите	2051476654950711	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	15	1	9822	4280	30	5
Радан Кънев	Радан Кънев	1461853244069926	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	22	1	9145	3425	28	2
Веселин Марешки		427091487494895	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	3	1	8710	3579	11	2
Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	9	1	7491	3605	29	5
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	2	1	6179	2481	1	0
За Земята	Keremidchieva Violeta	404421529636122	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	11	1	5360	1347	10	0
ПП Глас народен	ПП Глас народен	127457487402289	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	10	1	4818	1496	14	1
Постоянна ромска конференция	Roma Standing Conference	2169116143357997	Facebook	plovdiv_province	Plovdiv Province	BG	Bulgaria	5	1	3989	1671	9	1
