advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Gambrinus		146991996743	Facebook	w015	Week 15	CZ	Czechia	3	1	1583332	716667	11664	2333
European Commission		107898832590939	Facebook	w015	Week 15	CZ	Czechia	18	1	1028904	472412	4050	935
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	w015	Week 15	CZ	Czechia	102	1	603296	211611	2298	93
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	w015	Week 15	CZ	Czechia	14	1	288091	114618	220	42
European Parliament		178362315106	Facebook	w015	Week 15	CZ	Czechia	34	1	286030	101007	1053	63
Greens/EFA in the European Parliament		150527751674751	Facebook	w015	Week 15	CZ	Czechia	17	1	181076	82412	205	47
HLAS	První prezidentská	320144481956623	Facebook	w015	Week 15	CZ	Czechia	55	1	174945	31000	658	104
Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	w015	Week 15	CZ	Czechia	3	1	174694	76848	419	169
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	w015	Week 15	CZ	Czechia	5	1	162139	49571	518	103
Kialo		729627343834501	Facebook	w015	Week 15	CZ	Czechia	32	1	142163	39506	1280	268
Daniel Herman		378072105614553	Facebook	w015	Week 15	CZ	Czechia	8	1	138419	56626	163	53
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	w015	Week 15	CZ	Czechia	3	1	135292	57058	525	221
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	w015	Week 15	CZ	Czechia	11	1	106270	28929	432	127
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	w015	Week 15	CZ	Czechia	2	1	83327	33332	32	12
Evropa společně	Evropa společně	535611970260854	Facebook	w015	Week 15	CZ	Czechia	19	1	79666	15710	513	0
ODS - Občanská demokratická strana		30575632699	Facebook	w015	Week 15	CZ	Czechia	3	1	71664	15833	356	71
Minidotaznik.cz		432692927273545	Facebook	w015	Week 15	CZ	Czechia	1	1	67304	26921	119	59
Alexandr Vondra		317802208282505	Facebook	w015	Week 15	CZ	Czechia	2	1	64208	31917	125	25
Jaromír Štětina, člen EPP frakce Evropského parlamentu		334720110067940	Facebook	w015	Week 15	CZ	Czechia	3	1	63170	28786	369	70
Tomáš Zdechovský		275042429350706	Facebook	w015	Week 15	CZ	Czechia	3	1	51079	20432	179	35
Lazena		230485451146232	Facebook	w015	Week 15	CZ	Czechia	1	1	49999	10000	19	3
Equinns		717514545314045	Facebook	w015	Week 15	CZ	Czechia	1	1	38543	7708	149	29
Hello Sandy		56274514407	Facebook	w015	Week 15	CZ	Czechia	2	1	38212	15719	56	11
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	w015	Week 15	CZ	Czechia	2	1	37499	7500	145	29
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	w015	Week 15	CZ	Czechia	32	1	36913	17736	73	20
