audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	NL	Netherlands	5884	1368	17350325	7063481	131904	27304
m18_24	male (18-24)	NL	Netherlands	5683	1328	15197693	6184847	116312	23039
m25_34	male (25-34)	NL	Netherlands	6357	1471	12547482	4959948	97350	17662
f25_34	female (25-34)	NL	Netherlands	6691	1524	12407307	4880482	99287	18203
f45_54	female (45-54)	NL	Netherlands	6056	1426	10464746	4088570	95585	19048
f35_44	female (35-44)	NL	Netherlands	6515	1494	9571430	3760167	82285	15690
f55_64	female (55-64)	NL	Netherlands	5196	1322	8743413	3304927	84898	16804
m45_54	male (45-54)	NL	Netherlands	5672	1376	7994078	3121746	66370	11757
m35_44	male (35-44)	NL	Netherlands	6145	1434	7980690	3144843	63439	11326
f65_	female (65+)	NL	Netherlands	4656	1175	7283916	2752845	65896	12987
m55_64	male (55-64)	NL	Netherlands	4913	1279	5844844	2175176	54079	9581
m65_	male (65+)	NL	Netherlands	4461	1141	4649851	1710537	42345	7589
f13_17	female (13-17)	NL	Netherlands	877	258	2426909	1099564	6089	1144
m13_17	male (13-17)	NL	Netherlands	903	247	1849724	834659	4889	813
u35_44	unknown (35-44)	NL	Netherlands	4805	1207	127117	48121	1098	187
u25_34	unknown (25-34)	NL	Netherlands	4678	1183	103891	38950	898	147
u45_54	unknown (45-54)	NL	Netherlands	4205	1100	86844	32592	771	135
u18_24	unknown (18-24)	NL	Netherlands	3694	967	61741	23221	581	92
u55_64	unknown (55-64)	NL	Netherlands	3214	960	45614	16247	489	78
u65_	unknown (65+)	NL	Netherlands	2978	876	38654	13747	364	63
u13_17	unknown (13-17)	NL	Netherlands	512	189	8528	3851	23	3
