country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	384	1	14219526	4679963	102903	27181
DK	Denmark	European Parliament		178362315106	Facebook	81	1	5520284	2336495	47835	10807
DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	149	1	3595792	1149982	46723	13028
DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	693	1	3558916	804688	29504	6197
DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	109	1	3477804	1154971	39231	10805
DK	Denmark	Lizette Risgaard		547601668763372	Facebook	71	1	2760918	1084998	29448	7632
DK	Denmark	Red Barnet		67571270393	Facebook	82	1	2444902	846995	40734	10390
DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	33	1	2325937	885988	32826	8368
DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	12	1	1870937	789975	21568	6319
DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	178	1	1692571	396955	6154	1057
DK	Denmark	SF	SF	74796954245	Facebook	46	1	1581951	429999	14575	3789
DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	53	1	1525942	480997	12445	3427
DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	34	1	1407952	382997	11885	2811
DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	22	1	1365978	486000	20697	6306
DK	Denmark	SE Energi & Klima		169900309711559	Facebook	43	1	1358745	480933	8736	2396
DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	1349921	559969	16066	3615
DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	76	1	1167924	338000	10300	2169
DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	1033966	331997	6491	1928
DK	Denmark	Røde Kors		65929129383	Facebook	27	1	862973	211000	9409	2919
DK	Denmark	Danske Medier	Danske Medier	300107073389986	Facebook	47	1	835646	254909	3688	963
DK	Denmark	Naser Khader		1995019340791443	Facebook	14	1	810986	254999	8781	2155
DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	17	1	804983	265999	8567	2195
DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	86	1	801900	200993	5531	1272
DK	Denmark	Facebook Nordic	Facebook	334318366655425	Facebook	4	1	799995	399999	5355	2677
DK	Denmark	Morten Østergaard	Radikale Venstre	252520351444054	Facebook	36	1	763950	171997	4909	1031
DK	Denmark	Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	65	1	749933	194999	4972	1298
DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	87	1	738766	172997	6025	1606
DK	Denmark	Kialo		729627343834501	Facebook	350	1	721699	278359	5627	1524
DK	Denmark	Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	30	1	698961	153996	7641	1834
DK	Denmark	Zetland	Zetland	341299649231023	Facebook	23	1	690976	245999	2139	870
DK	Denmark	Alternativet	Alternativet	676061179094769	Facebook	12	1	674973	230994	6492	2182
DK	Denmark	Niels Fuglsang		264009771074617	Facebook	112	1	665763	162980	4041	830
DK	Denmark	Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	44	1	662840	183485	3889	1415
DK	Denmark	Laura Lindahl	Laura Lindahl	504310436316194	Facebook	51	1	650949	165000	7705	1914
DK	Denmark	En grønnere planet		301647537160818	Facebook	47	1	572941	151997	5423	1378
DK	Denmark	Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	28	1	565972	182000	4548	1004
DK	Denmark	Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	34	1	559964	129999	2338	656
DK	Denmark	Sex og Samfund		250994288337708	Facebook	4	1	549995	259999	14728	2945
DK	Denmark	Tandlægeforeningen		1570552809858689	Facebook	2	1	549953	209982	736	147
DK	Denmark	Anders Baun EP valg 2019	Sorensen Anders Baun	549966298750692	Facebook	16	1	546936	174976	4643	964
DK	Denmark	Charlotte Munch - Politiker		210317432480139	Facebook	61	1	514489	105913	2318	414
DK	Denmark	Christel Schaldemose		424159230945271	Facebook	27	1	511973	198000	1188	281
DK	Denmark	Oatly		214112085661044	Facebook	2	1	509998	204999	5098	1000
DK	Denmark	Den Blå Planet		167018996755220	Facebook	9	1	505979	160997	3158	749
DK	Denmark	Simple Feast		571176036346620	Facebook	28	1	499970	110999	6371	900
DK	Denmark	Claus Hasselmanns - Folketingskandidat		611297145887529	Facebook	23	1	499270	160477	2957	683
DK	Denmark	Jacob Mark	SF	69985338410	Facebook	26	1	493971	136999	4401	1151
DK	Denmark	Christina Egelund	Liberal Alliance	684016791662654	Facebook	42	1	481958	107999	5685	1285
DK	Denmark	Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	82	1	472654	140943	4485	870
