advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace Luxembourg		67370457805	Facebook	1k_5k	1k - 5k	LU	Luxembourg	41	1	204917	40991	4058	0
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	1k_5k	1k - 5k	LU	Luxembourg	39	1	194525	38912	3852	0
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	LU	Luxembourg	34	1	169898	33986	3364	0
Chris Bernard		764820513891336	Facebook	1k_5k	1k - 5k	LU	Luxembourg	18	1	89949	17993	1781	0
CSV	CSV	56016549775	Facebook	1k_5k	1k - 5k	LU	Luxembourg	15	1	74984	14999	1484	0
Piraten Lëtzebuerg		183148710560	Facebook	1k_5k	1k - 5k	LU	Luxembourg	14	1	69943	13991	1385	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	1k_5k	1k - 5k	LU	Luxembourg	9	1	44991	9000	891	0
Volt Luxembourg	Volt Luxembourg	766459183561998	Facebook	1k_5k	1k - 5k	LU	Luxembourg	6	1	29994	6000	583	0
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	1k_5k	1k - 5k	LU	Luxembourg	5	1	24850	4971	492	0
Dan Kersch		231839814316073	Facebook	1k_5k	1k - 5k	LU	Luxembourg	4	1	19996	4000	396	0
Assistance au Financement Humanitaire		2057244924390350	Facebook	1k_5k	1k - 5k	LU	Luxembourg	15	1	18020	3604	317	0
Charles Goerens		441313569220539	Facebook	1k_5k	1k - 5k	LU	Luxembourg	4	1	15397	3080	304	0
CSJ - Chrëschtlech-Sozial Jugend	CSJ - Chrëschtlech-Sozial Jugend	118614251515164	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	14997	3000	297	0
Julia Elisabetta Pitterman		2235333396715580	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	14997	2999	297	0
Wee2050 / Nee2015	Wee2050 / Nee2015	889354561125041	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	14996	2999	296	0
Piraten Gemeng Déifferdeng		544194668967361	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	14994	2999	296	0
Piratepartei Bezierk Norden		494284087327520	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	14948	2990	296	0
Pirate Gemeng Munneref		1635877273225433	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	14631	2926	289	0
Roy Reding		734660406636837	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	9998	2000	198	0
All Equal		1993289087558486	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	9998	2000	198	0
Gerat Chance YGold		2323494454572420	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	9998	2000	176	0
Marc Goergen		2139886662711123	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	9998	2000	198	0
Marketing Time		260712351485632	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	9998	2000	176	0
Piraten Gemeng Beetebuerg		667996210230116	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	9998	2000	198	0
Starsky Flor		629387590851132	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	9998	2000	198	0
