advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	rd4	Last 4 days	LV	Latvia	36	1	917695	330557	2593	28
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	rd4	Last 4 days	LV	Latvia	49	1	478128	104879	2957	0
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	rd4	Last 4 days	LV	Latvia	3	1	291711	115285	768	285
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	rd4	Last 4 days	LV	Latvia	4	1	264282	87142	582	57
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	rd4	Last 4 days	LV	Latvia	6	1	177900	78380	935	116
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	rd4	Last 4 days	LV	Latvia	6	1	138261	53333	788	66
Ijabs Ivars		345347539390006	Facebook	rd4	Last 4 days	LV	Latvia	1	1	133332	66666	332	66
European Greens		141366725876424	Facebook	rd4	Last 4 days	LV	Latvia	11	1	132592	62981	513	70
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	rd4	Last 4 days	LV	Latvia	2	1	83331	16666	165	0
Sandra Kalniete	Sandra Kalniete	363128980541199	Facebook	rd4	Last 4 days	LV	Latvia	2	1	66665	13333	131	0
Inese Ikstena Eiropas Parlamenta deputāta kandidāte		2214339072152669	Facebook	rd4	Last 4 days	LV	Latvia	5	1	62927	12585	196	0
Aleksejs Loskutovs		541229793055345	Facebook	rd4	Last 4 days	LV	Latvia	12	1	56013	15986	511	4
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	rd4	Last 4 days	LV	Latvia	1	1	49999	10000	98	0
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	rd4	Last 4 days	LV	Latvia	5	1	37664	13999	273	22
Attīstībai / Par	partiju apvienība "Attīstībai/Par!"	634097313600056	Facebook	rd4	Last 4 days	LV	Latvia	4	1	35365	6999	105	0
Rihards Kols	Rihards Kols	960297957323800	Facebook	rd4	Last 4 days	LV	Latvia	2	1	34998	10000	148	0
Kaspars Ģirģens “KPV LV”	Ģirģens Kaspars	773797506103713	Facebook	rd4	Last 4 days	LV	Latvia	5	1	31497	8899	217	0
Krišjānis Feldmans	Jaunā konservatīvā partija	731540813660862	Facebook	rd4	Last 4 days	LV	Latvia	3	1	30997	6000	247	0
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	rd4	Last 4 days	LV	Latvia	1	1	30768	15384	153	30
Inese Vaidere	Vaidere Inese	779811265442970	Facebook	rd4	Last 4 days	LV	Latvia	1	1	24999	5000	49	0
Agnese Villere Eiropas Parlamenta kandidāte	Jaunā konservatīvā partija	1086674038184163	Facebook	rd4	Last 4 days	LV	Latvia	2	1	10089	1818	117	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	rd4	Last 4 days	LV	Latvia	7	1	8660	3347	9	1
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd4	Last 4 days	LV	Latvia	13	1	7053	2685	10	1
Roberts Zīle		508959865842254	Facebook	rd4	Last 4 days	LV	Latvia	2	1	5498	1000	148	0
Uģis ROTBERGS, dabas advokāts	Rotbergs Ugis	1470597813212092	Facebook	rd4	Last 4 days	LV	Latvia	1	1	4999	1000	98	0
Eiropas Komisijas pārstāvniecība Latvijā	Eiropas Komisijas pārstāvniecība Latvijā	185497885323119	Facebook	rd4	Last 4 days	LV	Latvia	1	1	4999	999	99	0
Gatis Eglītis	Jaunā konservatīvā partija	203733280310341	Facebook	rd4	Last 4 days	LV	Latvia	1	1	4999	1000	99	0
VoteWatch Europe		355087424564148	Facebook	rd4	Last 4 days	LV	Latvia	7	1	4201	1819	8	2
Roberts Putnis		114358009257511	Facebook	rd4	Last 4 days	LV	Latvia	1	1	3332	666	65	0
European Parliament		178362315106	Facebook	rd4	Last 4 days	LV	Latvia	2	1	2411	919	4	2
ALDE Group – Liberals and Democrats in the European Parliament	ALDE Group in the European Parliament. 	123910440019	Facebook	rd4	Last 4 days	LV	Latvia	5	1	1389	400	3	0
Зга Невидимая		350038819057090	Facebook	rd4	Last 4 days	LV	Latvia	1	1	999	0	99	0
Mistrus Media		164802367002294	Facebook	rd4	Last 4 days	LV	Latvia	1	1	998	0	99	0
Karina Sprūde		2080083472307278	Facebook	rd4	Last 4 days	LV	Latvia	1	1	998	0	99	0
Talking Europe		316028505828375	Facebook	rd4	Last 4 days	LV	Latvia	2	1	752	351	3	0
Guardian Weekly		64525551258	Facebook	rd4	Last 4 days	LV	Latvia	3	1	548	109	1	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	rd4	Last 4 days	LV	Latvia	1	1	221	44	0	0
Tuunes		992176580926495	Facebook	rd4	Last 4 days	LV	Latvia	5	1	122	33	0	0
Climate-KIC		403370709744295	Facebook	rd4	Last 4 days	LV	Latvia	1	1	85	42	0	0
Européens Sans Frontières		668031516635463	Facebook	rd4	Last 4 days	LV	Latvia	7	1	67	28	0	0
Телеканал OstWest		1726481557624193	Facebook	rd4	Last 4 days	LV	Latvia	1	1	60	12	1	0
ETUC		129041250601685	Facebook	rd4	Last 4 days	LV	Latvia	1	1	55	27	0	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	rd4	Last 4 days	LV	Latvia	2	1	53	26	0	0
European Committee of the Regions		527351247377965	Facebook	rd4	Last 4 days	LV	Latvia	1	1	45	22	0	0
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	rd4	Last 4 days	LV	Latvia	1	1	43	8	0	0
Chug Bottles		1781974005205686	Facebook	rd4	Last 4 days	LV	Latvia	1	1	41	20	0	0
RSM MBA		110428762358678	Facebook	rd4	Last 4 days	LV	Latvia	3	1	36	17	0	0
EURACTIV		15299247059	Facebook	rd4	Last 4 days	LV	Latvia	1	1	24	4	0	0
TransformingTransport		1635700990066863	Facebook	rd4	Last 4 days	LV	Latvia	1	1	15	3	0	0
Academic Stories		1462157503898233	Facebook	rd4	Last 4 days	LV	Latvia	2	1	12	2	0	0
Exponea		437489159794764	Facebook	rd4	Last 4 days	LV	Latvia	6	1	12	0	1	0
FT Content Solutions		1220981994590364	Facebook	rd4	Last 4 days	LV	Latvia	2	1	10	2	0	0
THTC - The Hemp Trading Company		30239959348	Facebook	rd4	Last 4 days	LV	Latvia	5	1	9	2	0	0
Alpine Garden Society		239451772739772	Facebook	rd4	Last 4 days	LV	Latvia	1	1	9	4	0	0
YOGA BURN		146316959083110	Facebook	rd4	Last 4 days	LV	Latvia	3	1	8	1	0	0
Open Society Foundations		18983389920	Facebook	rd4	Last 4 days	LV	Latvia	4	1	7	0	0	0
NewsMavens		145218379355757	Facebook	rd4	Last 4 days	LV	Latvia	1	1	6	1	0	0
AGACAD Tools4Revit		112782242126020	Facebook	rd4	Last 4 days	LV	Latvia	1	1	5	0	0	0
S&P Global		112495188784373	Facebook	rd4	Last 4 days	LV	Latvia	5	1	5	1	0	0
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	rd4	Last 4 days	LV	Latvia	1	1	2	0	0	0
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	rd4	Last 4 days	LV	Latvia	2	1	1	0	0	0
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	rd4	Last 4 days	LV	Latvia	1	1	1	0	0	0
EU Internet Safety		452725722160880	Facebook	rd4	Last 4 days	LV	Latvia	1	1	1	0	0	0
Routledge Politics, IR and Strategic Studies		59321208735	Facebook	rd4	Last 4 days	LV	Latvia	1	1	1	0	0	0
Eldritch Foundry		333726374024339	Facebook	rd4	Last 4 days	LV	Latvia	1	1	0	0	0	0
Daniel C Juster Official		199307546902179	Facebook	rd4	Last 4 days	LV	Latvia	1	1	0	0	0	0
Schwarzkopf Professional		150101695010185	Facebook	rd4	Last 4 days	LV	Latvia	1	1	0	0	0	0
Smart Water Magazine		634705100258374	Facebook	rd4	Last 4 days	LV	Latvia	1	1	0	0	0	0
