advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	0_1k	0 - 1k	IE	Ireland	21	1	19992	0	1981	0
Sean Kelly MEP		340786422717552	Facebook	0_1k	0 - 1k	IE	Ireland	19	1	18980	0	1880	0
Tom Fox candidate in newly formed Sligo-Drumcliffe electoral area.		248763689345831	Facebook	0_1k	0 - 1k	IE	Ireland	17	1	16983	0	1498	0
Cyril Brennan - People Before Profit		164750800796944	Facebook	0_1k	0 - 1k	IE	Ireland	17	1	16982	0	1682	0
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	0_1k	0 - 1k	IE	Ireland	44	1	14017	0	1607	0
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	0_1k	0 - 1k	IE	Ireland	13	1	12987	0	1287	0
Carly Bailey	Bailey Carly	1761504887466495	Facebook	0_1k	0 - 1k	IE	Ireland	9	1	8991	0	891	0
24Bottles		126060760828576	Facebook	0_1k	0 - 1k	IE	Ireland	7	1	6993	0	693	0
Michael Clark	Clark Michael Douglas	376225562978212	Facebook	0_1k	0 - 1k	IE	Ireland	6	1	5994	0	594	0
MarketsCube		294693984421347	Facebook	0_1k	0 - 1k	IE	Ireland	6	1	5994	0	528	0
Sligo - Leitrim Fine Gael	Comiskey Laura	254734251316951	Facebook	0_1k	0 - 1k	IE	Ireland	6	1	5988	0	593	0
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	0_1k	0 - 1k	IE	Ireland	5	1	4994	0	494	0
Jaganfg	Jagan Muttumula	2224960691073169	Facebook	0_1k	0 - 1k	IE	Ireland	5	1	4994	0	495	0
Giving Brush		1945237355733646	Facebook	0_1k	0 - 1k	IE	Ireland	42	1	4405	0	388	0
Dr. Fidelma Healy Eames Independent Candidate, EU elections	Healy Eames Fidelma	395965057626422	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3996	0	396	0
Corey Whyte - Sligo Community Activist		1123614794339006	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3996	0	395	0
Declan Meenagh For Cabra	Meenagh Declan	478532875550827	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3995	0	396	0
Blaine Gaffney	Blaine O' Gamhna	371962112988652	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3995	0	396	0
Eoin Barry For Laois Council 2019		469695723432344	Facebook	0_1k	0 - 1k	IE	Ireland	4	1	3995	0	396	0
China Spotlight		448246645562544	Facebook	0_1k	0 - 1k	IE	Ireland	6	1	3651	0	322	0
VA Lifestyle Design		1497122020511596	Facebook	0_1k	0 - 1k	IE	Ireland	26	1	3227	0	284	0
Barry Andrews for Europe	Barry Andrews	188114061407	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2997	0	297	0
Declan Burke - Fianna Fáil - Tallaght Central	Burke Declan	666587086733858	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2997	0	297	0
Adrienne Wallace - People Before Profit		1555518121383424	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2997	0	297	0
Ecofil		646749009014548	Facebook	0_1k	0 - 1k	IE	Ireland	3	1	2997	0	297	0
