advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	w020	Week 20	PL	Poland	2	1	1248699	599379	7490	1498
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	w020	Week 20	PL	Poland	19	1	1110742	467005	4841	1280
Akcja Demokracja	Akcja Demokracja	277892342334350	Facebook	w020	Week 20	PL	Poland	6	1	1064904	415565	2601	511
Gazeta Wyborcza	Gazeta Wyborcza	63563473556	Facebook	w020	Week 20	PL	Poland	16	1	677059	276621	1715	348
Elżbieta Łukacijewska	EPL	271399596270991	Facebook	w020	Week 20	PL	Poland	10	1	497159	227291	3028	667
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	w020	Week 20	PL	Poland	9	1	462141	228327	561	108
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	w020	Week 20	PL	Poland	4	1	438068	216537	4398	891
Joachim Brudziński	Joachim Brudziński	722625777782250	Facebook	w020	Week 20	PL	Poland	6	1	360474	140416	811	157
Bogdan Rzońca	Blue Data Bay Sp. z o.o.	247239865295508	Facebook	w020	Week 20	PL	Poland	19	1	313023	103480	988	227
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	w020	Week 20	PL	Poland	8	1	302783	125142	793	175
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	w020	Week 20	PL	Poland	26	1	302349	75723	458	56
Paweł Tanajno	Paweł Jan Tanajno	469702339755768	Facebook	w020	Week 20	PL	Poland	9	1	267825	86166	792	279
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	w020	Week 20	PL	Poland	12	1	257286	83458	633	205
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	w020	Week 20	PL	Poland	6	1	229440	83222	518	168
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	w020	Week 20	PL	Poland	14	1	204954	88041	903	202
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	w020	Week 20	PL	Poland	6	1	185829	37166	431	86
