day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d135	2019-05-15	HR	Croatia	277	87	1267524	408263	4510	171
d134	2019-05-14	HR	Croatia	334	93	2020210	708323	7219	610
d133	2019-05-13	HR	Croatia	336	93	2218452	747672	6776	644
d132	2019-05-12	HR	Croatia	340	98	2344838	788089	6495	471
d131	2019-05-11	HR	Croatia	354	105	1995268	679305	5504	407
d130	2019-05-10	HR	Croatia	374	103	2168836	765698	6185	490
d129	2019-05-09	HR	Croatia	348	100	1844749	625475	4538	293
d128	2019-05-08	HR	Croatia	297	92	1191675	384438	3265	232
d127	2019-05-07	HR	Croatia	298	91	2518370	907920	5099	652
d126	2019-05-06	HR	Croatia	277	87	1515998	547436	3360	433
d125	2019-05-05	HR	Croatia	279	89	1284766	460114	3298	420
d124	2019-05-04	HR	Croatia	242	85	1417412	562971	3457	556
d123	2019-05-03	HR	Croatia	265	94	1154052	454032	3757	324
d122	2019-05-02	HR	Croatia	258	95	1120318	448197	3469	315
d121	2019-05-01	HR	Croatia	252	92	869366	320184	3140	252
d120	2019-04-30	HR	Croatia	282	94	1923976	757913	5990	1041
d119	2019-04-29	HR	Croatia	279	92	2002222	830367	7557	1238
d118	2019-04-28	HR	Croatia	257	90	1682718	706027	6366	1062
d117	2019-04-27	HR	Croatia	257	95	1633644	695531	6237	1033
d116	2019-04-26	HR	Croatia	271	97	1279357	536368	5149	880
d115	2019-04-25	HR	Croatia	222	89	212736	56409	839	21
d114	2019-04-24	HR	Croatia	208	85	182500	47866	654	11
d113	2019-04-23	HR	Croatia	220	81	242096	77729	883	97
d112	2019-04-22	HR	Croatia	184	82	92333	26381	306	7
d111	2019-04-21	HR	Croatia	204	84	77770	29063	407	22
d110	2019-04-20	HR	Croatia	204	92	72701	23951	590	7
d109	2019-04-19	HR	Croatia	224	101	162803	53940	703	67
d108	2019-04-18	HR	Croatia	221	103	133684	38289	641	8
d107	2019-04-17	HR	Croatia	224	109	152414	41644	652	8
d106	2019-04-16	HR	Croatia	246	113	216271	68415	941	68
d105	2019-04-15	HR	Croatia	291	125	376626	136044	953	77
d104	2019-04-14	HR	Croatia	291	125	333642	126888	811	78
d103	2019-04-13	HR	Croatia	303	135	387176	151873	1162	93
d102	2019-04-12	HR	Croatia	364	145	419219	158191	1592	141
d101	2019-04-11	HR	Croatia	331	147	345629	142674	1209	150
d100	2019-04-10	HR	Croatia	307	138	294768	111614	1150	107
d099	2019-04-09	HR	Croatia	318	150	262448	94380	945	73
d098	2019-04-08	HR	Croatia	310	148	283828	98145	955	92
d097	2019-04-07	HR	Croatia	297	143	219230	81009	686	62
d096	2019-04-06	HR	Croatia	297	141	211558	77961	661	63
d095	2019-04-05	HR	Croatia	304	144	323659	133848	1233	318
d094	2019-04-04	HR	Croatia	274	137	309655	130977	1311	323
d093	2019-04-03	HR	Croatia	241	127	213975	78542	784	50
d092	2019-04-02	HR	Croatia	205	115	540524	203980	1390	137
d091	2019-04-01	HR	Croatia	179	98	240183	81316	629	37
d090	2019-03-31	HR	Croatia	189	104	148165	44268	437	22
d089	2019-03-30	HR	Croatia	181	106	238774	89061	531	49
d088	2019-03-29	HR	Croatia	202	115	173738	75876	443	53
d087	2019-03-28	HR	Croatia	204	112	199503	88604	817	112
d086	2019-03-27	HR	Croatia	180	103	90712	32363	387	29
d085	2019-03-26	HR	Croatia	181	95	63571	22755	397	14
d084	2019-03-25	HR	Croatia	168	101	49676	17533	390	20
d083	2019-03-24	HR	Croatia	166	100	166550	45762	665	12
d082	2019-03-23	HR	Croatia	174	106	102998	36623	766	49
d081	2019-03-22	HR	Croatia	190	113	111657	36112	848	46
d080	2019-03-21	HR	Croatia	188	110	772897	298612	1333	121
d079	2019-03-20	HR	Croatia	179	101	392589	144582	1489	133
d078	2019-03-19	HR	Croatia	166	93	177606	58472	805	29
