day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d137	2019-05-17	LU	Luxembourg	415	68	1159581	402062	6977	937
d136	2019-05-16	LU	Luxembourg	445	74	1354989	472815	8437	1481
d135	2019-05-15	LU	Luxembourg	404	76	1150016	419191	6299	1402
d134	2019-05-14	LU	Luxembourg	388	81	901076	323916	4520	819
d133	2019-05-13	LU	Luxembourg	374	76	756924	278898	4092	703
d132	2019-05-12	LU	Luxembourg	334	77	602859	214735	3205	527
d131	2019-05-11	LU	Luxembourg	353	82	539161	198725	2619	421
d130	2019-05-10	LU	Luxembourg	357	82	549735	205692	2835	426
d129	2019-05-09	LU	Luxembourg	338	79	522922	171722	2705	348
d128	2019-05-08	LU	Luxembourg	336	79	549527	177935	2825	347
d127	2019-05-07	LU	Luxembourg	332	76	499870	169905	3442	360
d126	2019-05-06	LU	Luxembourg	319	76	354445	118242	2722	263
d125	2019-05-05	LU	Luxembourg	277	82	226221	72596	1581	155
d124	2019-05-04	LU	Luxembourg	276	77	317184	116268	1643	148
d123	2019-05-03	LU	Luxembourg	293	84	599596	238869	3289	350
d122	2019-05-02	LU	Luxembourg	290	80	296312	107162	1502	135
d121	2019-05-01	LU	Luxembourg	283	75	474132	141109	2686	298
d120	2019-04-30	LU	Luxembourg	329	84	561173	155805	3998	199
d119	2019-04-29	LU	Luxembourg	332	84	493715	174193	1894	115
d118	2019-04-28	LU	Luxembourg	295	82	257490	100076	1338	81
d117	2019-04-27	LU	Luxembourg	290	81	241718	96528	1289	115
d116	2019-04-26	LU	Luxembourg	328	86	257678	105150	1331	121
d115	2019-04-25	LU	Luxembourg	290	85	67445	16253	551	41
d114	2019-04-24	LU	Luxembourg	285	88	29370	7534	505	6
d113	2019-04-23	LU	Luxembourg	317	93	147645	33695	1059	112
d112	2019-04-22	LU	Luxembourg	288	98	46406	14478	343	20
d111	2019-04-21	LU	Luxembourg	296	101	39574	10725	281	18
d110	2019-04-20	LU	Luxembourg	290	104	44774	11336	311	23
d109	2019-04-19	LU	Luxembourg	325	117	154878	49640	1041	51
d108	2019-04-18	LU	Luxembourg	311	114	44016	10554	288	17
d107	2019-04-17	LU	Luxembourg	308	115	68971	15614	464	55
d106	2019-04-16	LU	Luxembourg	337	120	135299	39195	778	111
d105	2019-04-15	LU	Luxembourg	407	130	193429	53129	1192	121
d104	2019-04-14	LU	Luxembourg	416	142	178403	50325	877	40
d103	2019-04-13	LU	Luxembourg	416	151	197050	54176	940	38
d102	2019-04-12	LU	Luxembourg	495	161	482388	124970	2398	47
d101	2019-04-11	LU	Luxembourg	453	165	213146	58124	1028	70
d100	2019-04-10	LU	Luxembourg	422	162	334445	80931	1245	63
d099	2019-04-09	LU	Luxembourg	437	169	170770	48583	942	53
d098	2019-04-08	LU	Luxembourg	436	169	165717	46942	1039	17
d097	2019-04-07	LU	Luxembourg	410	158	112260	34913	705	10
d096	2019-04-06	LU	Luxembourg	432	162	351935	84174	2269	21
d095	2019-04-05	LU	Luxembourg	429	168	130211	37178	1129	29
d094	2019-04-04	LU	Luxembourg	394	159	158848	42236	942	46
d093	2019-04-03	LU	Luxembourg	352	150	99937	25530	822	24
d092	2019-04-02	LU	Luxembourg	320	140	166309	40779	972	29
d091	2019-04-01	LU	Luxembourg	290	126	121242	32363	1175	23
