location_code_filter	location_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
budapest_HU	Budapest, Hungary	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	48	1	4375340	2071913	10176	4479
budapest_HU	Budapest, Hungary	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	40	1	4126104	1748652	3509	1211
budapest_HU	Budapest, Hungary	European Parliament		178362315106	Facebook	103	1	3805035	1702019	11603	3252
budapest_HU	Budapest, Hungary	Fidesz	Fidesz	9844779306	Facebook	76	1	3371723	1599103	11432	5597
budapest_HU	Budapest, Hungary	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	128	1	2231610	841140	4383	1552
budapest_HU	Budapest, Hungary	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	81	1	1813388	730658	4979	1951
budapest_HU	Budapest, Hungary	Kialo		729627343834501	Facebook	302	1	1587306	644002	9615	2485
budapest_HU	Budapest, Hungary	MSZP	MSZP	115388925185513	Facebook	32	1	1224909	529131	2490	1016
budapest_HU	Budapest, Hungary	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	52	1	1202848	461751	2487	864
budapest_HU	Budapest, Hungary	Greenpeace Magyarország		35634348348	Facebook	94	1	1185915	435987	5235	246
budapest_HU	Budapest, Hungary	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	73	1	1120582	428937	1619	447
budapest_HU	Budapest, Hungary	Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	13	1	1091478	527033	1712	664
budapest_HU	Budapest, Hungary	European Greens	European Greens	141366725876424	Facebook	14	1	676786	299831	2307	706
budapest_HU	Budapest, Hungary	Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	35	1	658686	252476	1232	322
budapest_HU	Budapest, Hungary	Karácsony Gergely	Párbeszéd Magyarországért	193944440638410	Facebook	15	1	649985	202000	1269	290
budapest_HU	Budapest, Hungary	MSZP Budapest	MSZP Budapest	414715951917446	Facebook	37	1	621963	143000	1716	394
budapest_HU	Budapest, Hungary	Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	27	1	610677	192793	1242	303
budapest_HU	Budapest, Hungary	Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	14	1	587495	250777	1070	493
budapest_HU	Budapest, Hungary	Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	22	1	549152	205209	1836	738
budapest_HU	Budapest, Hungary	European Commission		107898832590939	Facebook	8	1	470989	211911	1623	461
