advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	148	1	576625	162276	1876	348
Maciej Gdula	KW Wiosna Roberta Biedronia	831495030528894	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	9	1	63287	23904	247	53
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	32	1	58884	12397	150	26
Anna Krupka	Komitet Wyborczy Prawo i Sprawiedliwość  	130727956973250	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	5	1	54063	10846	137	32
Bogusław Sonik	KWW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI	75775141409	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	28	1	42572	8898	178	3
Patryk Jaki	KW Prawo i Sprawiedliwość	199877710116314	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	7	1	41933	17387	97	5
Adam Cyrański	KKW Koalicja Europejska Platforma PSL SLD .N Zieloni.	407715332768236	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	8	1	23506	5595	97	21
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	59	1	14066	6159	41	10
Adam Bielan	KW PRAWO I SPRAWIEDLIWOŚĆ	228951150597089	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	32	1	11109	4136	36	8
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	29	1	9628	4600	14	3
Czesław Siekierski	KKW Koalicja Europejska PO PSL SLD .N Zieloni	467184786631576	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	2	1	7761	1552	36	18
Ewa Sufin-Jacquemart	KKW Koalicja Europejska PO PSL SLD .N Zieloni	497768517019635	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	2	1	7741	3547	10	2
Norbert Kaczmarczyk Poseł na Sejm RP	Kukiz'15 • Posłowie	814991668621838	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	5	1	3457	691	8	1
European Parliament	European Parliament	178362315106	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	16	1	3101	1319	16	4
Edukacja dla Dobrego Klimatu	Wojciech Makowski	798249970192065	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	27	1	3097	1217	10	2
European Greens	European Greens	141366725876424	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	6	1	2889	1266	10	3
European Commission	European Commission	107898832590939	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	33	1	2829	1327	17	3
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	21	1	2097	983	5	1
Konrad Berkowicz	Konrad Berkowicz	140962469393020	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	1	1	2066	413	4	0
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	61	1	2027	673	7	1
Gazeta Wyborcza	Gazeta Wyborcza	63563473556	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	75	1	1611	513	3	0
Tomasz Terlecki	KW Wiosna Roberta Biedronia	2272893249704364	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	2	1	1560	652	4	2
Dlaczego Tomasz?	Dawid Barsznica	595590707607864	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	1	1	1486	297	6	0
Parlament Europejski - Biuro w Polsce	Parlament Europejski - Biuro w Polsce	405326618416	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	23	1	1007	214	0	0
Fundacja Czyste Powietrze	Magdalena Strózik 	282404075935482	Facebook	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	3	1	823	164	1	0
