advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	100_1k	100 - 1k	LU	Luxembourg	26	1	2499982	1110002	10980	2800
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	100_1k	100 - 1k	LU	Luxembourg	6	1	599978	239996	2993	599
déi gréng	déi gréng	21710789873	Facebook	100_1k	100 - 1k	LU	Luxembourg	4	1	349995	129999	1996	400
Charles Goerens		441313569220539	Facebook	100_1k	100 - 1k	LU	Luxembourg	2	1	149989	59998	997	199
Greenpeace Luxembourg		67370457805	Facebook	100_1k	100 - 1k	LU	Luxembourg	2	1	149982	59992	997	199
European Investment Bank		350888674962511	Facebook	100_1k	100 - 1k	LU	Luxembourg	1	1	99999	49999	499	100
déi Lénk	déi Lénk	120444648033670	Facebook	100_1k	100 - 1k	LU	Luxembourg	1	1	99908	49954	498	99
Kialo		729627343834501	Facebook	100_1k	100 - 1k	LU	Luxembourg	254	1	88087	37950	512	137
European Greens		141366725876424	Facebook	100_1k	100 - 1k	LU	Luxembourg	1	1	49998	10000	499	100
Déi Konservativ		235829416883581	Facebook	100_1k	100 - 1k	LU	Luxembourg	1	1	49983	9996	498	99
Piraten Bezierk Osten		141480992729926	Facebook	100_1k	100 - 1k	LU	Luxembourg	1	1	49107	9821	490	98
Européens Sans Frontières		668031516635463	Facebook	100_1k	100 - 1k	LU	Luxembourg	4	1	36785	15726	61	18
Unis pour les Droits Humains		1642871805813802	Facebook	100_1k	100 - 1k	LU	Luxembourg	1	1	29174	14587	12	2
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	100_1k	100 - 1k	LU	Luxembourg	32	1	21697	10171	95	23
Klang der Solidarität		385076005313967	Facebook	100_1k	100 - 1k	LU	Luxembourg	7	1	15695	6657	34	10
Pégase, la page de l’expatriation et des Français à  l’étranger		111021508957258	Facebook	100_1k	100 - 1k	LU	Luxembourg	1	1	14965	5986	29	14
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	100_1k	100 - 1k	LU	Luxembourg	21	1	12031	5547	18	7
VMware		6975960973	Facebook	100_1k	100 - 1k	LU	Luxembourg	3	1	11995	5997	32	6
POPO NUSS		1982336445409374	Facebook	100_1k	100 - 1k	LU	Luxembourg	2	1	11922	2384	105	21
Québec International		463810574128051	Facebook	100_1k	100 - 1k	LU	Luxembourg	2	1	11251	4166	53	10
VoteWatch Europe		355087424564148	Facebook	100_1k	100 - 1k	LU	Luxembourg	4	1	11049	4687	21	7
EPP - European People's Party		48034275355	Facebook	100_1k	100 - 1k	LU	Luxembourg	3	1	9988	4934	44	9
