advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Runngo Sports		868792226536950	Facebook	d057	2019-02-26	ES	Spain	1	1	999993	499997	498	99
EPP Group in the European Parliament		291699857688	Facebook	d057	2019-02-26	ES	Spain	1	1	52444	20977	52	10
Colores Contra la Violencia		491948314339036	Facebook	d057	2019-02-26	ES	Spain	2	1	16999	3333	66	0
Stop Cambio Climático		124967441456981	Facebook	d057	2019-02-26	ES	Spain	9	1	16184	5363	49	3
Gran Circo Alaska Nacional		1677099109229125	Facebook	d057	2019-02-26	ES	Spain	1	1	12499	2500	124	25
Fundación Secretariado Gitano		111338062259889	Facebook	d057	2019-02-26	ES	Spain	5	1	4995	0	495	0
Eleuterio moreno Diaz		287766158269697	Facebook	d057	2019-02-26	ES	Spain	1	1	4545	909	9	0
Socios Cruz Roja		306840072990831	Facebook	d057	2019-02-26	ES	Spain	12	1	3701	1068	34	7
Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	d057	2019-02-26	ES	Spain	2	1	2665	836	4	0
Torrejón Noticias		583583528355198	Facebook	d057	2019-02-26	ES	Spain	1	1	2499	1250	24	0
Mamen Sánchez		876437225721525	Facebook	d057	2019-02-26	ES	Spain	7	1	2420	1039	16	2
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d057	2019-02-26	ES	Spain	4	1	2380	559	22	4
Kialo		729627343834501	Facebook	d057	2019-02-26	ES	Spain	1	1	2379	475	4	0
Podemos Recuperar Badajoz		433544440139500	Facebook	d057	2019-02-26	ES	Spain	1	1	2272	454	4	0
Cero Residuo		190847155015247	Facebook	d057	2019-02-26	ES	Spain	3	1	1853	370	14	2
Esquerra d'Amposta	Esquerra Republicana	716042308461017	Facebook	d057	2019-02-26	ES	Spain	1	1	1249	625	12	0
Dani Pérez		573508279661673	Facebook	d057	2019-02-26	ES	Spain	1	1	1204	602	6	1
Cafés Baqué		334754253232371	Facebook	d057	2019-02-26	ES	Spain	1	1	1190	238	2	0
Pegasus Studio		1504274479832908	Facebook	d057	2019-02-26	ES	Spain	2	1	1099	486	25	11
Redpiso Majadahonda		174803869899284	Facebook	d057	2019-02-26	ES	Spain	1	1	999	0	99	0
Izquierda Unida Utebo		182483486226	Facebook	d057	2019-02-26	ES	Spain	1	1	833	166	16	0
Clínica Harmonie Salamanca		115307495164630	Facebook	d057	2019-02-26	ES	Spain	3	1	523	217	13	0
Alternativa Republicana de Aragón		2216329848387600	Facebook	d057	2019-02-26	ES	Spain	1	1	499	99	9	0
Council of the European Union		147547541961576	Facebook	d057	2019-02-26	ES	Spain	1	1	462	231	2	0
DAYZE		632666553479148	Facebook	d057	2019-02-26	ES	Spain	1	1	435	217	4	0
EU Citizens Alliance		1122069994636814	Facebook	d057	2019-02-26	ES	Spain	1	1	423	84	0	0
Sosialidemokraatit SDP		108945982480217	Facebook	d057	2019-02-26	ES	Spain	2	1	314	62	0	0
FT Content Solutions		1220981994590364	Facebook	d057	2019-02-26	ES	Spain	7	1	288	61	2	0
Le Monde		14892757589	Facebook	d057	2019-02-26	ES	Spain	6	1	264	105	0	0
Perdurabo		380940568683973	Facebook	d057	2019-02-26	ES	Spain	1	1	218	109	0	0
Ami Horowitz		42597808880	Facebook	d057	2019-02-26	ES	Spain	2	1	217	56	1	0
Rutas de los andes		1078600055607267	Facebook	d057	2019-02-26	ES	Spain	1	1	186	37	0	0
Jacky London		329725591050295	Facebook	d057	2019-02-26	ES	Spain	3	1	186	20	10	0
Sempre Avanti - Europa per Giachetti Ascani		536620483519486	Facebook	d057	2019-02-26	ES	Spain	1	1	164	33	3	0
Ivan Naranjo		310355973160536	Facebook	d057	2019-02-26	ES	Spain	1	1	133	26	0	0
Wake Up Europe	The Wake Up Foundation	837779036265612	Facebook	d057	2019-02-26	ES	Spain	1	1	83	16	0	0
VoteWatch Europe		355087424564148	Facebook	d057	2019-02-26	ES	Spain	1	1	77	15	0	0
Soviet Visuals		1160495674016675	Facebook	d057	2019-02-26	ES	Spain	6	1	60	10	1	0
Melba Culp		902971599738051	Facebook	d057	2019-02-26	ES	Spain	4	1	39	7	0	0
RSM MBA		110428762358678	Facebook	d057	2019-02-26	ES	Spain	3	1	28	12	0	0
Getxon Bizi		304577850061436	Facebook	d057	2019-02-26	ES	Spain	2	1	22	0	2	0
EIT InnoEnergy		344038838945608	Facebook	d057	2019-02-26	ES	Spain	6	1	21	9	0	0
