day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d136	2019-05-16	HU	Hungary	700	166	6512661	2481984	12186	3989
d135	2019-05-15	HU	Hungary	781	180	8671593	3394623	16929	5980
d134	2019-05-14	HU	Hungary	758	165	8692179	3507987	17373	6251
d133	2019-05-13	HU	Hungary	683	165	9372261	3917084	17335	6587
d132	2019-05-12	HU	Hungary	663	169	8767710	3765478	17047	6663
d131	2019-05-11	HU	Hungary	665	174	8101274	3417027	16689	6561
d130	2019-05-10	HU	Hungary	675	187	7758914	3216651	16543	6383
d129	2019-05-09	HU	Hungary	751	227	7750443	3153070	16830	6427
d128	2019-05-08	HU	Hungary	711	242	6962521	2835598	14469	5611
d127	2019-05-07	HU	Hungary	740	347	7461349	3084482	17402	7199
d126	2019-05-06	HU	Hungary	689	352	7445298	3115440	18955	8049
d125	2019-05-05	HU	Hungary	587	326	6805970	2927491	17362	7564
d124	2019-05-04	HU	Hungary	476	229	5702132	2504874	14327	6234
d123	2019-05-03	HU	Hungary	494	205	6278224	2723704	15608	6633
d122	2019-05-02	HU	Hungary	472	172	4098087	1720303	9061	3618
d121	2019-05-01	HU	Hungary	506	152	3610762	1477291	7432	2768
d120	2019-04-30	HU	Hungary	590	160	3385345	1377577	7234	2797
d119	2019-04-29	HU	Hungary	642	196	3403212	1338330	6690	2323
d118	2019-04-28	HU	Hungary	678	245	3696250	1428541	7773	2683
d117	2019-04-27	HU	Hungary	667	238	3696548	1431709	7439	2499
d116	2019-04-26	HU	Hungary	668	189	5264986	2088265	9962	3286
d115	2019-04-25	HU	Hungary	587	172	2633549	957284	5111	1622
d114	2019-04-24	HU	Hungary	537	169	2091569	802466	4050	1289
d113	2019-04-23	HU	Hungary	470	159	2061082	848818	5105	1530
d112	2019-04-22	HU	Hungary	454	157	1886560	791742	3928	1266
d111	2019-04-21	HU	Hungary	487	161	2220898	910232	4894	1520
d110	2019-04-20	HU	Hungary	499	184	2270061	909461	4851	1568
d109	2019-04-19	HU	Hungary	527	198	1993693	792376	5096	1616
d108	2019-04-18	HU	Hungary	534	206	2685589	1157418	5780	2006
d107	2019-04-17	HU	Hungary	486	200	2138695	886042	4244	1604
