advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	LT	Lithuania	42	1	8245250	3550357	36793	8918
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	LT	Lithuania	50	1	7171943	3194997	11149	2099
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	LT	Lithuania	44	1	5403955	2325000	8855	1400
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	LT	Lithuania	79	1	3350902	1114995	10220	600
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	LT	Lithuania	99	1	2576897	624998	10600	200
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	LT	Lithuania	60	1	1537932	338998	7139	300
Už Ingridą		2214495192154107	Facebook	LT	Lithuania	72	1	1453927	418999	7927	199
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	LT	Lithuania	24	1	1414939	554992	5175	699
Kialo		729627343834501	Facebook	LT	Lithuania	364	1	1405829	560804	8820	2074
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	LT	Lithuania	32	1	1352957	476997	4767	400
Europos Komisijos atstovybė Lietuvoje		76783564232	Facebook	LT	Lithuania	5	1	799917	399961	1919	367
Darbo partija	Darbo partija	264116120225	Facebook	LT	Lithuania	19	1	791977	227000	2280	100
Liberalai	Liberalai	81004804444	Facebook	LT	Lithuania	87	1	707907	182998	8591	0
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	LT	Lithuania	5	1	700994	269999	1597	534
European Commission		107898832590939	Facebook	LT	Lithuania	13	1	588900	261955	1760	246
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	LT	Lithuania	13	1	585987	213000	2087	200
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	LT	Lithuania	12	1	551988	140000	2388	299
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	LT	Lithuania	17	1	455983	100000	1683	0
Tomas Tomilinas - naujienos		530620843630609	Facebook	LT	Lithuania	18	1	451942	176980	2181	99
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	LT	Lithuania	36	1	374561	104538	1073	38
Bronis Ropė		216419471860983	Facebook	LT	Lithuania	10	1	356989	70999	990	0
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	LT	Lithuania	45	1	342495	86854	4438	0
Petras Auštrevičius		1482024028702535	Facebook	LT	Lithuania	11	1	332968	155989	1888	199
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	LT	Lithuania	54	1	307157	143438	679	194
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	LT	Lithuania	60	1	248656	104135	841	179
Saulius Skvernelis	Saulius Skvernelis	814777171988967	Facebook	LT	Lithuania	4	1	209996	75000	796	100
Lietuvos Centro Partija (LCP)		102161476501915	Facebook	LT	Lithuania	3	1	204996	100999	1096	199
Lietuvos žinios		295643800462487	Facebook	LT	Lithuania	1	1	199999	100000	98	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	LT	Lithuania	8	1	189597	73921	1584	200
European Greens		141366725876424	Facebook	LT	Lithuania	23	1	189047	78462	734	199
Vilija Blinkevičiūtė	Lietuvos socialdemokratų partija - LSDP	1551002341778947	Facebook	LT	Lithuania	6	1	160960	31993	593	0
Greens/EFA in the European Parliament		150527751674751	Facebook	LT	Lithuania	30	1	137078	58536	162	30
Europos Parlamento biuras Lietuvoje	Europos Parlamento biuras Lietuvoje	188014250186	Facebook	LT	Lithuania	3	1	114982	55992	696	99
Robertas Šarknickas		880209082011396	Facebook	LT	Lithuania	4	1	110987	24998	395	0
European Youth Event		919232861444360	Facebook	LT	Lithuania	7	1	109192	51715	322	81
Kęstutis Mažeika		781577665286911	Facebook	LT	Lithuania	2	1	104998	51000	198	0
Neste Lietuva		250653168401432	Facebook	LT	Lithuania	1	1	99998	49999	498	99
Minfo		163564217762927	Facebook	LT	Lithuania	16	1	90978	26998	1832	0
Arte		656089814494677	Facebook	LT	Lithuania	6	1	81455	37639	217	35
VoteWatch Europe		355087424564148	Facebook	LT	Lithuania	8	1	73319	31119	144	39
Tatjana Babrauskienė	Babrauskiene Tatjana	1101509610035530	Facebook	LT	Lithuania	3	1	64996	15999	296	0
Lietuvos Emigrantų Sąjunga		423692800995137	Facebook	LT	Lithuania	12	1	64988	16000	1374	0
Newcrush		365822836908807	Facebook	LT	Lithuania	2	1	59998	15000	198	0
Investors' Forum		1330823023658838	Facebook	LT	Lithuania	3	1	59996	11999	264	0
Lietuvos žaliųjų partija - #NEvalstiečiai		300771660032648	Facebook	LT	Lithuania	2	1	54654	10931	197	0
TNS Forum		1350664425010518	Facebook	LT	Lithuania	2	1	50998	10000	198	0
15min		40711908859	Facebook	LT	Lithuania	1	1	49999	10000	99	0
Laikykitės ten		1627943310850393	Facebook	LT	Lithuania	1	1	49999	10000	99	0
Linksmas lagaminas Vaikų Šventės		293938050813587	Facebook	LT	Lithuania	1	1	49999	10000	88	0
Neregėta Lietuva		2040075636034252	Facebook	LT	Lithuania	1	1	49999	10000	88	0
SEB Lietuvoje		167427916707061	Facebook	LT	Lithuania	1	1	49999	10000	99	0
Odontologijos klinika GIDENTA		103619649675086	Facebook	LT	Lithuania	1	1	49999	10000	99	0
NATO 70 egzaminas		2240521622862234	Facebook	LT	Lithuania	1	1	49999	10000	99	0
prof. dr. Vytautas Radžvilas		62378591336	Facebook	LT	Lithuania	1	1	49999	9999	98	0
Solet Technics		1816645448570572	Facebook	LT	Lithuania	1	1	49999	10000	99	0
Pilietinė žiniasklaida		547507861936974	Facebook	LT	Lithuania	1	1	49999	10000	99	0
SoliTek Lietuva		1472498606141305	Facebook	LT	Lithuania	1	1	49998	9999	98	0
Locked N' Loaded		2121608601493086	Facebook	LT	Lithuania	1	1	49998	9999	98	0
Lietuvių tautininkų ir respublikonų sąjunga		108177835942929	Facebook	LT	Lithuania	1	1	49998	9999	98	0
Aušra Maldeikienė		1650670061877646	Facebook	LT	Lithuania	1	1	49977	9995	88	0
Socialinės apsaugos ir darbo ministerija		183786048462	Facebook	LT	Lithuania	1	1	49952	9990	98	0
Game of Sultans		185311195624361	Facebook	LT	Lithuania	6	1	44606	19738	967	193
M.G.Maksimalietis		287613331259579	Facebook	LT	Lithuania	8	1	35982	6998	916	0
Прибыльные известия		563621860696849	Facebook	LT	Lithuania	4	1	34435	8234	179	21
Guardian Weekly		64525551258	Facebook	LT	Lithuania	8	1	33842	12870	61	16
Tuxy		870667836405958	Facebook	LT	Lithuania	3	1	30659	12437	139	32
Jaunųjų konservatorių lyga	Vaitkevicius	269533485196	Facebook	LT	Lithuania	7	1	26993	5000	693	0
Create.Refresh	Create.Refresh	1736881926615141	Facebook	LT	Lithuania	4	1	26680	10973	72	10
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	LT	Lithuania	17	1	25452	8379	85	4
Už Vytenį Andriukaitį		1545031192307207	Facebook	LT	Lithuania	4	1	24995	7999	352	0
LT Fish Blog		2108544176051484	Facebook	LT	Lithuania	3	1	19997	7000	27	9
EPP Group in the European Parliament		291699857688	Facebook	LT	Lithuania	6	1	18907	8737	37	7
BBC News Russian		190992343324	Facebook	LT	Lithuania	1	1	18831	3766	43	0
Council of the European Union		147547541961576	Facebook	LT	Lithuania	4	1	17743	8545	69	13
Europeana.eu		10261403667	Facebook	LT	Lithuania	2	1	16418	6876	14	2
European Committee of the Regions		527351247377965	Facebook	LT	Lithuania	4	1	16128	7486	75	14
Coastal Studies		11070113987	Facebook	LT	Lithuania	2	1	15224	3045	34	0
Dovilas Petkus	Katelynas Martynas	666697733748899	Facebook	LT	Lithuania	2	1	14998	6000	198	0
LDiena.lt - Lietuvos Diena - naujienos, nuomonės, komentarai		367187017379224	Facebook	LT	Lithuania	2	1	14997	5999	197	0
Asociacija „Savarankiškas gyvenimas“		554958651367292	Facebook	LT	Lithuania	2	1	14986	5995	176	0
RuBaltic.Ru		361996777230933	Facebook	LT	Lithuania	4	1	14554	2911	26	9
Erasmus Student Network		25226723130	Facebook	LT	Lithuania	2	1	13816	6908	7	1
European Jewish Association		853930504670255	Facebook	LT	Lithuania	1	1	13437	6718	33	6
Wholesome Culture		1664959567149320	Facebook	LT	Lithuania	4	1	12522	5433	26	5
Save the Refugees		1931458237163388	Facebook	LT	Lithuania	1	1	12468	4987	11	2
Nula		257091368278945	Facebook	LT	Lithuania	4	1	11995	1999	395	0
DRH Lindersvold		512374155442078	Facebook	LT	Lithuania	3	1	11067	4495	32	6
Dream 2 Drive		1122458617876090	Facebook	LT	Lithuania	3	1	10997	2000	297	0
European Youth		130456876990360	Facebook	LT	Lithuania	5	1	10533	5240	39	6
Europe Together		140105536131109	Facebook	LT	Lithuania	1	1	10065	5033	50	10
Tomas Vytautas Raskevičius	Raskevicius Tomas Vytautas	790530451326497	Facebook	LT	Lithuania	1	1	9999	4999	98	0
Baltosios pirštinės		362446500510769	Facebook	LT	Lithuania	1	1	9999	5000	99	0
