advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sme rodina	Sme rodina	600235073447674	Facebook	SK	Slovakia	6	1	3599992	1649998	17493	4099
Spoločnými Silami Za Rozkvet Gemera	Horváth Csaba	106240706496397	Facebook	SK	Slovakia	380	1	3550620	974000	40420	700
European Parliament	European Parliament	178362315106	Facebook	SK	Slovakia	23	1	2858723	1342667	16277	3639
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	SK	Slovakia	1555	1	2533425	312990	154344	100
European Commission	European Commission	107898832590939	Facebook	SK	Slovakia	28	1	1942800	810809	8349	2268
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	SK	Slovakia	17	1	1901982	779999	6882	1299
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	SK	Slovakia	47	1	1760917	610986	11451	2799
Michal Šimečka • Progresívne Slovensko	Projekt Európa o.z.	194278021265803	Facebook	SK	Slovakia	30	1	1686945	577995	12769	2500
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	SK	Slovakia	11	1	1551988	679999	10688	2999
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	SK	Slovakia	6	1	1399983	569997	8993	2699
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	SK	Slovakia	105	1	1296761	352973	12894	899
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	SK	Slovakia	18	1	1285981	514999	8381	1699
Martin Lancz - kandidát na europoslanca 2019	 Švec František	2671787962847811	Facebook	SK	Slovakia	103	1	1270896	273999	14596	1099
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	SK	Slovakia	19	1	1094920	410969	13380	3199
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	SK	Slovakia	24	1	1033975	355999	2775	99
Michal Šipoš - kandidát do Európskeho parlamentu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	156395481064391	Facebook	SK	Slovakia	8	1	1004991	390999	7791	1799
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	SK	Slovakia	49	1	986951	232000	9251	1100
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	SK	Slovakia	54	1	899946	246000	9346	1000
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	SK	Slovakia	20	1	879980	185000	1980	0
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	SK	Slovakia	45	1	831955	201000	8455	1000
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	SK	Slovakia	48	1	830952	200000	9152	1100
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	SK	Slovakia	20	1	814980	265000	6480	1400
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	SK	Slovakia	59	1	797941	194000	9841	1000
Nagy József	Nagy József	128401833854581	Facebook	SK	Slovakia	20	1	779961	277996	3179	299
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	SK	Slovakia	26	1	748883	232984	4972	599
Zora Jaurová • Progresívne Slovensko	MPhilms o.z.	267456060571592	Facebook	SK	Slovakia	21	1	708488	239882	4574	899
JUDr. Peter Puškár	Puskar Peter	299027620531773	Facebook	SK	Slovakia	46	1	706953	234999	5853	599
Sloboda a Solidarita	Richard Sulik	71030757230	Facebook	SK	Slovakia	26	1	580974	130000	2574	0
