advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Vattenfall Sverige		608975645850217	Facebook	w012	Week 12	SE	Sweden	24	1	2242585	1026666	27370	7851
Sverige för UNHCR		643137272398136	Facebook	w012	Week 12	SE	Sweden	22	1	327723	85833	1624	417
Skandia		139767876088719	Facebook	w012	Week 12	SE	Sweden	1	1	318065	159032	1472	294
LO Sverige		163820136238	Facebook	w012	Week 12	SE	Sweden	3	1	316618	134883	4076	815
The Good Show		1923750267869320	Facebook	w012	Week 12	SE	Sweden	2	1	285712	142857	661	132
EU-kommissionen i Sverige		155824787799	Facebook	w012	Week 12	SE	Sweden	7	1	264322	126805	1077	262
Plan International Sverige		382243262003	Facebook	w012	Week 12	SE	Sweden	114	1	229713	56474	1580	375
WaterAid Sverige		175843834306	Facebook	w012	Week 12	SE	Sweden	3	1	217904	85470	947	297
Diakonia		42676805259	Facebook	w012	Week 12	SE	Sweden	25	1	216249	74876	539	144
Röda Korset		111630258867610	Facebook	w012	Week 12	SE	Sweden	25	1	212681	50729	1234	346
Rädda Barnen		72659261793	Facebook	w012	Week 12	SE	Sweden	12	1	206989	47000	1869	398
Unionen		175656912484553	Facebook	w012	Week 12	SE	Sweden	12	1	192926	71338	1570	487
Jörgen Warborn EU-kandidat		56002955332	Facebook	w012	Week 12	SE	Sweden	7	1	151947	33390	1406	309
UNICEF Sverige		59324455950	Facebook	w012	Week 12	SE	Sweden	14	1	138811	58116	1912	538
European Commission		107898832590939	Facebook	w012	Week 12	SE	Sweden	2	1	124990	49996	1249	249
Greenpeace Sverige		95735961890	Facebook	w012	Week 12	SE	Sweden	33	1	94087	20119	775	173
SSAB AB		145401631365	Facebook	w012	Week 12	SE	Sweden	24	1	82029	25124	470	40
Kvinnojouren Kerstin Lidingö		616819785018172	Facebook	w012	Week 12	SE	Sweden	2	1	80150	16030	163	81
Tretti		250791121791	Facebook	w012	Week 12	SE	Sweden	2	1	74998	37499	334	66
Johan Danielsson	LO Sverige	636103536446815	Facebook	w012	Week 12	SE	Sweden	1	1	63633	31817	589	294
Henrik Sundström - M	Sundström Claes Henrik	180745369170	Facebook	w012	Week 12	SE	Sweden	4	1	60966	15140	941	191
Scandbio		1276416925703103	Facebook	w012	Week 12	SE	Sweden	2	1	59974	14995	184	92
Hyresgästföreningen region Mitt		799284903479521	Facebook	w012	Week 12	SE	Sweden	2	1	59516	11903	551	110
Sverigedemokraterna Eskilstuna		161935043870264	Facebook	w012	Week 12	SE	Sweden	2	1	54998	11000	977	445
Tullverket		1133304143374162	Facebook	w012	Week 12	SE	Sweden	3	1	53502	10700	482	95
European Parliament		178362315106	Facebook	w012	Week 12	SE	Sweden	14	1	53161	12203	802	52
Alva		387956688247306	Facebook	w012	Week 12	SE	Sweden	2	1	50972	9994	508	101
Centerpartiet	Centerpartiet	12690894340	Facebook	w012	Week 12	SE	Sweden	1	1	49999	10000	92	46
Sverigedemokraterna Malmö		167036616661188	Facebook	w012	Week 12	SE	Sweden	1	1	49999	10000	462	92
NRC Sverige		1976528729039324	Facebook	w012	Week 12	SE	Sweden	1	1	49999	10000	510	102
