advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	d072	2019-03-13	EL	Greece	1	1	499913	199965	498	99
Ομάδα Αλήθειας		415071471915620	Facebook	d072	2019-03-13	EL	Greece	1	1	99936	49968	49	0
VICE Greece		187580104777775	Facebook	d072	2019-03-13	EL	Greece	3	1	49382	19386	66	0
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	d072	2019-03-13	EL	Greece	2	1	19999	5000	66	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d072	2019-03-13	EL	Greece	5	1	17460	7528	137	37
Νότης Μαριάς, Ανεξάρτητος Ευρωβουλευτής		337788662974718	Facebook	d072	2019-03-13	EL	Greece	4	1	16784	4647	41	1
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	d072	2019-03-13	EL	Greece	1	1	16660	3332	32	0
Γιώργος Σταύρος Κρεμλής - Υποψήφιος Ευρωβουλευτής		548959368535123	Facebook	d072	2019-03-13	EL	Greece	1	1	16650	3330	29	0
Ομολατρεία		294836014540901	Facebook	d072	2019-03-13	EL	Greece	5	1	12404	3169	54	2
Κατερινα Μαρκου	Pulse and Opinion S.A.	832766380123763	Facebook	d072	2019-03-13	EL	Greece	1	1	10183	4073	10	2
100 Χρόνια από τη Γενοκτονία των Ελλήνων του Πόντου: 1919-2019		495561704581851	Facebook	d072	2019-03-13	EL	Greece	1	1	9999	2000	19	0
Επιτροπή ΑΓΩΝΑ Πολιτών Βόλου		204338713441455	Facebook	d072	2019-03-13	EL	Greece	1	1	9998	1999	17	0
European Greens		141366725876424	Facebook	d072	2019-03-13	EL	Greece	1	1	9997	4998	49	9
Θόδωρος Μεχλιζόγλου - Υποψήφιος Ευρωβουλευτής		2003326776616516	Facebook	d072	2019-03-13	EL	Greece	1	1	9985	1997	19	0
Ο Καραγκιόζης Αλογόκριτος		295164867809730	Facebook	d072	2019-03-13	EL	Greece	4	1	9098	1820	180	0
Ράδιο Διασπορά		1214180215430521	Facebook	d072	2019-03-13	EL	Greece	1	1	9090	4545	7	0
Antivirus magazine		189447644411220	Facebook	d072	2019-03-13	EL	Greece	1	1	7140	1428	14	0
Kialo		729627343834501	Facebook	d072	2019-03-13	EL	Greece	2	1	6650	3325	29	5
