advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	u	unknown	CY	Cyprus	17	1	20960	9551	110	27
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	u	unknown	CY	Cyprus	96	1	15269	4641	55	1
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	u	unknown	CY	Cyprus	28	1	14605	5078	47	4
Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	u	unknown	CY	Cyprus	26	1	10109	3934	40	3
European Parliament Office in Cyprus		205478755729	Facebook	u	unknown	CY	Cyprus	9	1	9987	4669	46	8
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	u	unknown	CY	Cyprus	75	1	8462	1887	40	0
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	u	unknown	CY	Cyprus	21	1	7362	1767	15	0
AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	u	unknown	CY	Cyprus	6	1	6331	2772	19	2
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	u	unknown	CY	Cyprus	28	1	6275	1504	18	0
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	u	unknown	CY	Cyprus	18	1	5715	1330	21	0
UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	u	unknown	CY	Cyprus	7	1	5659	2540	10	0
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	u	unknown	CY	Cyprus	47	1	5648	1251	36	0
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	u	unknown	CY	Cyprus	36	1	5089	1211	24	0
Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	u	unknown	CY	Cyprus	50	1	4918	1276	32	0
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	u	unknown	CY	Cyprus	26	1	4824	1045	20	0
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	u	unknown	CY	Cyprus	19	1	4673	985	15	0
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	u	unknown	CY	Cyprus	11	1	4424	1644	10	0
γυρίζουμε		278308089460720	Facebook	u	unknown	CY	Cyprus	6	1	2900	1239	20	4
Παρατηρητήριο Τρίτης Ηλικίας Κύπρου		1788557328061678	Facebook	u	unknown	CY	Cyprus	4	1	2425	902	8	1
Δημοκρατικός Συναγερμός	Δημοκρατικός Συναγερμός	64330641883	Facebook	u	unknown	CY	Cyprus	17	1	2360	610	10	0
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	u	unknown	CY	Cyprus	13	1	2293	494	6	0
Union of Cypriots - Kıbrıslılar Birliği - Ένωσις Κυπρίων		2000341880290773	Facebook	u	unknown	CY	Cyprus	6	1	2123	491	3	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	u	unknown	CY	Cyprus	27	1	2048	831	2	0
European Greens		141366725876424	Facebook	u	unknown	CY	Cyprus	10	1	2037	782	7	1
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	u	unknown	CY	Cyprus	5	1	2017	858	15	2
