advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	170	1	106747889	49955489	732932	157799
Future Innovation SRL		AR474748779908562944	Google	1k_5k	1k - 5k	23	1	80367296	8036729	316695	5278
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	1k_5k	1k - 5k	37	1	73161319	7316131	509467	8491
Podemos	Unidas Podemos	269212336568846	Facebook	1k_5k	1k - 5k	87	1	58899913	26800000	434913	87000
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	1k_5k	1k - 5k	21	1	53012123	5301212	289157	4819
People's Vote UK	People's Vote	748608695327755	Facebook	1k_5k	1k - 5k	137	1	24697268	10848172	296449	80696
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	1k_5k	1k - 5k	60	1	21555582	9938121	47016	16338
Vlaams Belang	Vlaams Belang	56605856504	Facebook	1k_5k	1k - 5k	31	1	21299969	10000000	154969	31000
Freiheitliche Partei Österreich		AR333020356698701824	Google	1k_5k	1k - 5k	14	1	21296645	2129664	192771	3212
Partido Popular	Partido Popular	72249031214	Facebook	1k_5k	1k - 5k	26	1	19899974	9500000	129974	26000
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	59	1	19668793	8870784	174006	44131
Conservatives	The Conservative Party	8807334278	Facebook	1k_5k	1k - 5k	64	1	18857049	8750830	142664	38138
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	1k_5k	1k - 5k	22	1	18359176	1835917	302926	5048
Best For Britain	Best for Britain	1863944713844924	Facebook	1k_5k	1k - 5k	79	1	18003631	8200032	197024	49287
Greenpeace France		39435457457	Facebook	1k_5k	1k - 5k	23	1	17899977	8600000	114977	23000
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	1k_5k	1k - 5k	14	1	17496295	1748711	192771	3212
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	1k_5k	1k - 5k	33	1	16999967	7300000	164967	33000
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	17	1	14999983	7300000	84983	17000
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	1k_5k	1k - 5k	5	1	14274259	1427425	68846	1147
The Labour Party	The Labour Party	25749647410	Facebook	1k_5k	1k - 5k	64	1	13440335	5935867	113616	35070
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	1k_5k	1k - 5k	78	1	12427196	5758385	39668	8565
European Greens	European Greens	141366725876424	Facebook	1k_5k	1k - 5k	23	1	11399977	5200000	114977	23000
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	83	1	11131617	5132361	133866	44058
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	1k_5k	1k - 5k	20	1	10237692	4955174	28141	12804
Ciudadanos	Ciudadanos	74078667754	Facebook	1k_5k	1k - 5k	18	1	10099982	4500000	89982	18000
