advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Демократична България	Демократична България	995342840629890	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	30	1	519324	146400	1589	239
Европейски парламент в България		163350039852	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	1	1	392266	156906	3921	784
ПП ГЕРБ - София		336639303182606	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	1	1	376952	150781	334	67
Път на младите	Път на младите	2051476654950711	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	10	1	316833	136784	1459	200
Valeri Simeonov		1967166133516609	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	22	1	308727	70972	1237	0
European Parliament		178362315106	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	49	1	301855	136624	706	142
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	24	1	288866	57699	639	0
Kialo		729627343834501	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	250	1	250180	94739	1647	402
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	25	1	210374	56665	909	6
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	36	1	202182	46597	2058	0
Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	12	1	192198	41440	460	0
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	17	1	156124	43358	705	0
Карлос Контрера	Войчин Мирчо	734105799990582	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	12	1	76299	17462	1026	0
DESIGNitsa - Дизайница		676082905766490	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	10	1	63549	12955	372	0
Stankov • Todorov • Hinkov & Spasov Attorneys-at-Law		1717626955134976	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	2	1	59998	15000	176	0
Крум Дончев/Krum Donchev		155516354469476	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	8	1	57721	26873	57	0
Ilhan Kyuchyuk	Ilhan Kyuchyuk	1637403469881344	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	4	1	51138	10227	91	0
TaxiMe		130743243729492	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	1	1	48915	9783	86	0
European Greens	European Greens	141366725876424	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	9	1	43042	20870	119	25
Приоритети	БЗНС	1163987410423594	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	56	1	36425	11308	324	2
Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	10	1	34407	12530	74	24
сТУденти		710941585944818	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	25	1	31708	9053	781	0
JobRadar.BG		1753665731363354	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	1	1	27974	5595	55	0
Радан Кънев	Радан Кънев	1461853244069926	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	8	1	27413	6647	104	0
Медея		1526396310816752	Facebook	sofia_city_province	Sofia City Province	BG	Bulgaria	1	1	23737	4747	41	0
