advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	LT	Lithuania	29	1	6702218	2914781	32258	7498
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	LT	Lithuania	44	1	5583946	2506995	8155	1499
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	LT	Lithuania	69	1	1901928	449998	6830	0
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	LT	Lithuania	42	1	1828957	734999	5357	299
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	LT	Lithuania	60	1	1497932	333998	7139	300
Kialo		729627343834501	Facebook	LT	Lithuania	364	1	1403870	559446	8817	2074
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	LT	Lithuania	26	1	961973	209999	2573	0
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	LT	Lithuania	15	1	952949	369992	3484	499
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	LT	Lithuania	5	1	700994	269999	1597	534
European Commission		107898832590939	Facebook	LT	Lithuania	13	1	588900	261955	1760	246
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	LT	Lithuania	8	1	460992	182000	1592	200
Bronis Ropė		216419471860983	Facebook	LT	Lithuania	10	1	356989	70999	990	0
Tomas Tomilinas - naujienos		530620843630609	Facebook	LT	Lithuania	17	1	351954	126985	1682	0
Petras Auštrevičius		1482024028702535	Facebook	LT	Lithuania	11	1	332968	155989	1888	199
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	LT	Lithuania	31	1	284946	134174	636	188
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	LT	Lithuania	10	1	245990	88000	990	0
Laima Mogenienė		334338600540343	Facebook	LT	Lithuania	32	1	225609	54928	3151	0
Lietuvos Centro Partija (LCP)		102161476501915	Facebook	LT	Lithuania	3	1	204996	100999	1096	199
Europos Komisijos atstovybė Lietuvoje		76783564232	Facebook	LT	Lithuania	1	1	199999	100000	498	100
Liberalai		81004804444	Facebook	LT	Lithuania	11	1	188983	45998	1067	0
Saulius Skvernelis	Saulius Skvernelis	814777171988967	Facebook	LT	Lithuania	4	1	164996	66000	796	100
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	LT	Lithuania	53	1	161368	69953	749	162
Vilija Blinkevičiūtė	Lietuvos socialdemokratų partija - LSDP	1551002341778947	Facebook	LT	Lithuania	6	1	160960	31993	593	0
Viktoras Uspaskich		160851767470	Facebook	LT	Lithuania	2	1	149998	60000	998	200
Greens/EFA in the European Parliament		150527751674751	Facebook	LT	Lithuania	21	1	127430	54842	149	30
