advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Harald Vilimsky		547597092025909	Facebook	w009	Week 9	AT	Austria	4	1	733331	289583	2664	516
Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	w009	Week 9	AT	Austria	2	1	206895	103448	502	100
European Parliament		178362315106	Facebook	w009	Week 9	AT	Austria	9	1	183328	56666	1606	277
FPÖ Freiheitliche Arbeitnehmer Wien		543554339469435	Facebook	w009	Week 9	AT	Austria	1	1	99992	49996	998	499
Wirtschaftskammer		125946327466544	Facebook	w009	Week 9	AT	Austria	33	1	73487	19767	689	66
Andreas Schieder	SPÖ	290881691011354	Facebook	w009	Week 9	AT	Austria	7	1	55292	11067	165	13
Sozialdemokratischer Wirtschaftsverband Wien		217664835989	Facebook	w009	Week 9	AT	Austria	13	1	52345	11896	589	88
SPÖ	SPÖ	77393060080	Facebook	w009	Week 9	AT	Austria	3	1	46666	20416	378	93
Christof Bitschi		1697898137102698	Facebook	w009	Week 9	AT	Austria	2	1	45831	9166	165	0
Klang der Solidarität		385076005313967	Facebook	w009	Week 9	AT	Austria	13	1	38828	17165	42	2
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	w009	Week 9	AT	Austria	8	1	36993	11400	673	0
Maximilian Kurz		531971217283322	Facebook	w009	Week 9	AT	Austria	2	1	28990	5798	57	0
Christian Pirker		200189984169557	Facebook	w009	Week 9	AT	Austria	4	1	21995	9999	395	0
Johann Gudenus		104145976305577	Facebook	w009	Week 9	AT	Austria	8	1	14138	2857	509	14
Peter Haubner		276851356116014	Facebook	w009	Week 9	AT	Austria	19	1	13675	3852	309	23
ARGE AIWWF		429332317092364	Facebook	w009	Week 9	AT	Austria	1	1	13605	6802	13	0
Maximilian Krauss		590930261019192	Facebook	w009	Week 9	AT	Austria	19	1	11334	1328	596	0
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	w009	Week 9	AT	Austria	22	1	9674	1013	556	0
AUGE/UG - Alternative, Grüne und Unabhängige GewerkschafterInnen		422601690429	Facebook	w009	Week 9	AT	Austria	1	1	8749	1750	87	17
Bürgermeister Klaus Luger		563675796999816	Facebook	w009	Week 9	AT	Austria	1	1	8333	1666	16	0
JUNOS Studierende	JUNOS Studierende	231166380411824	Facebook	w009	Week 9	AT	Austria	1	1	7499	3750	74	0
KPÖ PLUS Salzburg	KPÖ PLUS	548091638575123	Facebook	w009	Week 9	AT	Austria	1	1	6666	3333	66	0
Gottfried Waldhäusl		627580790692097	Facebook	w009	Week 9	AT	Austria	3	1	6484	1484	64	11
agrarheute		152897127443	Facebook	w009	Week 9	AT	Austria	5	1	6198	1356	15	0
Siedler Verlag		545921772214198	Facebook	w009	Week 9	AT	Austria	2	1	6169	2010	26	5
Bernhard Auinger		1147311425310768	Facebook	w009	Week 9	AT	Austria	1	1	4999	1000	99	0
Dr. Johannes Öhlböck		249601055090885	Facebook	w009	Week 9	AT	Austria	1	1	4374	875	86	0
Getsocialat		348037535258910	Facebook	w009	Week 9	AT	Austria	6	1	4195	983	37	0
Der Kalif des Islam		255240542058292	Facebook	w009	Week 9	AT	Austria	3	1	3590	717	10	0
Michael Raml	FPÖ Linz	1499759610320321	Facebook	w009	Week 9	AT	Austria	2	1	3437	687	37	6
Othmar Karas	Volkspartei	395638503864459	Facebook	w009	Week 9	AT	Austria	1	1	3181	636	62	0
FPÖ Niederösterreich	FPÖ Niederösterreich	150623338441911	Facebook	w009	Week 9	AT	Austria	1	1	2916	583	29	5
Stephan Pernkopf		530256460340682	Facebook	w009	Week 9	AT	Austria	28	1	2706	0	268	0
TIDAL		898781006883472	Facebook	w009	Week 9	AT	Austria	1	1	2673	1336	6	1
Udo Landbauer		494195290313	Facebook	w009	Week 9	AT	Austria	2	1	2399	960	31	0
Plan International Österreich		115130990779	Facebook	w009	Week 9	AT	Austria	4	1	2031	677	38	0
