advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	w020	Week 20	IT	Italy	9	1	1252772	553611	7247	1430
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	w020	Week 20	IT	Italy	42	1	816613	340375	2501	483
Nicola Fratoianni	Nicola Fratoianni	116181541819083	Facebook	w020	Week 20	IT	Italy	4	1	666663	268333	1680	616
Carlo Calenda	Siamo Europei	131887960826264	Facebook	w020	Week 20	IT	Italy	1	1	666642	333321	665	333
Avaaz	Avaaz	8340223883	Facebook	w020	Week 20	IT	Italy	10	1	592855	257142	2926	1035
European Parliament	European Parliament	178362315106	Facebook	w020	Week 20	IT	Italy	1	1	499999	250000	2499	500
Roberto Rosso	Roberto Rosso	1735684256653359	Facebook	w020	Week 20	IT	Italy	4	1	450996	210000	6196	1500
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	w020	Week 20	IT	Italy	3	1	413665	206666	2098	533
Paola Testori	Paola Testori	658895384568072	Facebook	w020	Week 20	IT	Italy	19	1	392822	107749	2314	316
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	w020	Week 20	IT	Italy	9	1	359994	126000	1974	360
Daniela Santanchè	Daniela Garnero Santanchè	56413702888	Facebook	w020	Week 20	IT	Italy	5	1	340829	118166	813	250
Fabrizio Ghera	Fabrizio Ghera	1803487999879591	Facebook	w020	Week 20	IT	Italy	11	1	289324	91166	1282	91
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	w020	Week 20	IT	Italy	20	1	276503	111950	763	164
Luciano Nobili	Luciano Nobili	406187203142799	Facebook	w020	Week 20	IT	Italy	6	1	254988	52498	544	0
Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	w020	Week 20	IT	Italy	11	1	254324	57666	874	0
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	w020	Week 20	IT	Italy	1	1	249999	124999	1249	249
Alberto Cirio	RedAbissi	1391061901114543	Facebook	w020	Week 20	IT	Italy	12	1	243682	64595	1487	170
Deputati PD	Deputati PD	104652392900508	Facebook	w020	Week 20	IT	Italy	7	1	243297	51651	560	0
Matilde Montaudo, cittadina a 5 stelle	Matilde Ada Montaudo	492569564129501	Facebook	w020	Week 20	IT	Italy	9	1	242911	82083	764	123
Nicola Danti	Nicola Danti	241424056063716	Facebook	w020	Week 20	IT	Italy	7	1	229994	69999	1561	266
European Commission	European Commission	107898832590939	Facebook	w020	Week 20	IT	Italy	3	1	223083	92792	275	55
Più Europa Vercelli	Carloalberto Polidori	527235457776008	Facebook	w020	Week 20	IT	Italy	8	1	216575	73228	1087	153
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	w020	Week 20	IT	Italy	4	1	209523	90476	401	159
Federica Picchi	Federica Picchi	362494797700891	Facebook	w020	Week 20	IT	Italy	9	1	208534	43208	664	0
Jacopo Alberti Consigliere Regionale LEGA Salvini Toscana	JACOPO ALBERTI	1583213175233477	Facebook	w020	Week 20	IT	Italy	10	1	204759	92380	1054	204
