advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	LU	Luxembourg	33	1	42055	19575	319	83
European Greens	European Greens	141366725876424	Facebook	1k_5k	1k - 5k	LU	Luxembourg	4	1	25952	12615	147	29
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	18257	9059	94	18
BonneGueule		140324089470	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	13379	6690	66	13
Humble Household		1746853745395190	Facebook	1k_5k	1k - 5k	LU	Luxembourg	6	1	11816	4909	96	19
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	10593	4969	69	13
Ecogreen		2207467306235731	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	7397	2959	73	14
eToro		105255116217636	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	3349	1674	74	14
Game of Sultans		185311195624361	Facebook	1k_5k	1k - 5k	LU	Luxembourg	5	1	2342	1036	34	6
Guardian Weekly		64525551258	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	2318	927	5	2
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	2130	1065	10	2
Pologize Fashion		274227073497806	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	2087	1043	18	9
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	2063	825	20	4
γυρίζουμε		278308089460720	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1963	785	19	3
Clone Evolution		1345821958781389	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1933	773	34	17
European Youth Event		919232861444360	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1802	901	9	1
Gaia		182073298490036	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	1610	763	14	6
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1482	741	7	1
MasterClass		687589164666184	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	1291	645	5	1
Wholesome Culture		1664959567149320	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1184	592	5	1
Miséricorde pour l'Humanité France		596904657000107	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	833	333	7	1
Climate-KIC		403370709744295	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	643	257	1	0
Tuxy		870667836405958	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	540	216	3	0
Matthew Hussey		525275707491504	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	398	159	3	0
5Pillars	5 Pillars	490858150969676	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	350	175	4	1
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	120	60	3	0
Greenpeace Polska		32104614789	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	87	43	0	0
Vegas Live Community		1024725667661429	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	59	29	2	0
Milaap		315603771494	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	41	16	0	0
ADAR		175390195814995	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	41	21	0	0
RSM MBA		110428762358678	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	37	19	0	0
The Charity for Civil Servants		216978845071240	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	12	6	0	0
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	LU	Luxembourg	4	1	7	3	0	0
Bundesregierung		768905426534529	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	5	2	0	0
KfW		2267695033248801	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	3	1	0	0
Revista QB		1908798559359662	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	2	1	0	0
Keimster		395030544181100	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1	0	0	0
