country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ES	Spain	Podemos	Unidas Podemos	269212336568846	Facebook	332	1	105007909	46953239	622576	161979
ES	Spain	Ciudadanos	Ciudadanos	74078667754	Facebook	6245	1	90996088	27831890	886695	68296
ES	Spain	Partido Popular	Partido Popular	72249031214	Facebook	3644	1	81705686	28165480	585978	61085
ES	Spain	PSOE	PSOE	189318235003	Facebook	335	1	25670571	10322960	78064	14299
ES	Spain	European Parliament		178362315106	Facebook	90	1	17599670	7967632	58148	12756
ES	Spain	Un país moderno	Unidas Podemos	577723459314066	Facebook	64	1	15625066	7059181	84525	17997
ES	Spain	Greenpeace España	Greenpeace España	133044800622	Facebook	175	1	10352797	3770986	34724	4399
ES	Spain	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	236	1	10154764	4027999	45163	6600
ES	Spain	PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	87	1	9707821	4077963	63212	15599
ES	Spain	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	84	1	9608345	4187748	27614	5699
ES	Spain	Compromís	Compromís	194053080624605	Facebook	72	1	7037639	2946506	29123	5879
ES	Spain	Save the Children España	Save the Children España	57845333112	Facebook	18	1	6909863	3294940	31781	7199
ES	Spain	Apodemia		115927088504184	Facebook	22	1	6100935	2739982	2977	200
ES	Spain	PSOE Aragón	PSOE Aragón	170970449608409	Facebook	3968	1	5635032	550999	393232	100
ES	Spain	Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	236	1	5529683	2116967	43963	8499
ES	Spain	En Comú Podem	En Comú Podem	463627663844039	Facebook	55	1	5408448	2260752	18840	5000
ES	Spain	Kialo		729627343834501	Facebook	387	1	5144054	1998340	26800	6668
ES	Spain	Ayuda LGTB		315021912539118	Facebook	51	1	4994819	2082946	31648	6299
ES	Spain	Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	47	1	4297710	1834705	20149	6899
ES	Spain	España Ciudadana		349800235527721	Facebook	18	1	4220983	1850000	21182	5000
ES	Spain	Ingredientes que Suman		586540488142205	Facebook	13	1	3664928	1685971	9486	2099
ES	Spain	Coalicion Canaria	Coalicion Canaria	1499578240271320	Facebook	45	1	3589898	1361980	8954	1399
ES	Spain	Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	23	1	3569969	1617996	23476	4399
ES	Spain	Mónica Oltra	Compromís	81107269227	Facebook	19	1	3556977	1610998	13380	3199
ES	Spain	ACNUR Comite español		94118672764	Facebook	39	1	3418324	1429805	16052	2598
ES	Spain	Respeto LGTB		2315084548728652	Facebook	313	1	3279599	1186963	36286	1599
ES	Spain	Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	4	1	3099990	1549997	105495	21099
ES	Spain	Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	25	1	2990975	1317000	14075	3500
ES	Spain	Avaaz	Avaaz	8340223883	Facebook	14	1	2961767	1398018	11981	2412
ES	Spain	Irene Montero	Unidas Podemos	699285113542248	Facebook	8	1	2815930	1355969	21291	7199
ES	Spain	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	50	1	2745657	1124769	7329	1938
