country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	m25_34	male (25-34)	2575	694	5874860	2222477	19866	2412
HR	Croatia	m18_24	male (18-24)	2340	629	4720655	1743649	15215	1898
HR	Croatia	f25_34	female (25-34)	2742	707	4555484	1825837	14267	2053
HR	Croatia	m35_44	male (35-44)	2529	679	4262319	1556450	14979	1571
HR	Croatia	f18_24	female (18-24)	2472	639	3960458	1503446	11779	1557
HR	Croatia	f35_44	female (35-44)	2687	689	3798562	1488685	12404	1641
HR	Croatia	m45_54	male (45-54)	2435	651	3225262	1086725	12104	958
HR	Croatia	f45_54	female (45-54)	2586	664	2905678	1043884	10230	1038
HR	Croatia	f55_64	female (55-64)	2012	617	2175951	700308	8876	555
HR	Croatia	m55_64	male (55-64)	1928	608	1792759	549862	7416	350
