advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	m55_64	male (55-64)	CY	Cyprus	73	1	247941	75029	926	28
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	m55_64	male (55-64)	CY	Cyprus	19	1	115086	26602	439	30
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	m55_64	male (55-64)	CY	Cyprus	48	1	106971	23018	389	0
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	m55_64	male (55-64)	CY	Cyprus	21	1	90179	34756	285	31
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	m55_64	male (55-64)	CY	Cyprus	21	1	90006	20721	201	0
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	m55_64	male (55-64)	CY	Cyprus	57	1	84838	18354	395	0
European Parliament Office in Cyprus		205478755729	Facebook	m55_64	male (55-64)	CY	Cyprus	5	1	83437	27579	274	36
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	m55_64	male (55-64)	CY	Cyprus	23	1	76756	16654	329	0
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	m55_64	male (55-64)	CY	Cyprus	28	1	72961	16525	387	0
Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	m55_64	male (55-64)	CY	Cyprus	16	1	72920	32398	269	37
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	m55_64	male (55-64)	CY	Cyprus	18	1	72791	16530	260	0
Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	m55_64	male (55-64)	CY	Cyprus	38	1	69514	20570	636	0
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	m55_64	male (55-64)	CY	Cyprus	9	1	36496	9251	102	0
Marinos Mousiouttas	Andreas Nikitaras	306684270037168	Facebook	m55_64	male (55-64)	CY	Cyprus	12	1	36469	7799	213	0
UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	m55_64	male (55-64)	CY	Cyprus	7	1	32799	13961	64	4
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	m55_64	male (55-64)	CY	Cyprus	9	1	30981	6787	105	0
AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	m55_64	male (55-64)	CY	Cyprus	6	1	29752	12791	88	6
Union of Cypriots - Kıbrıslılar Birliği - Ένωσις Κυπρίων		2000341880290773	Facebook	m55_64	male (55-64)	CY	Cyprus	6	1	29679	6989	56	10
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	m55_64	male (55-64)	CY	Cyprus	6	1	29567	5913	88	0
Dr. Eleni Stavrou		822417261217421	Facebook	m55_64	male (55-64)	CY	Cyprus	5	1	19816	4866	63	0
Συμμαχία Πολιτών	Anastasia Fella	470323203056530	Facebook	m55_64	male (55-64)	CY	Cyprus	13	1	17661	4690	197	0
Takis Hadjigeorgiou		610639632353466	Facebook	m55_64	male (55-64)	CY	Cyprus	3	1	17582	3516	50	0
γυρίζουμε		278308089460720	Facebook	m55_64	male (55-64)	CY	Cyprus	6	1	16625	7208	115	26
Γραφείο Τύπου και Πληροφοριών - Press and Information Office		620027974738907	Facebook	m55_64	male (55-64)	CY	Cyprus	2	1	16487	7890	78	15
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	m55_64	male (55-64)	CY	Cyprus	5	1	15039	6592	104	20
