advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Conservatives	The Conservative Party	8807334278	Facebook	d074	2019-03-15	360	1	2914640	841000	41242	0
Humble Household		1746853745395190	Facebook	d074	2019-03-15	13	1	1909987	792000	17309	4246
European Parliament		178362315106	Facebook	d074	2019-03-15	124	1	1627582	727197	11826	3041
Открытые медиа. Инфометр		1246107138782307	Facebook	d074	2019-03-15	2	1	1049998	510000	696	143
Asthma UK	Asthma UK	40952091012	Facebook	d074	2019-03-15	2	1	1004998	501000	5899	1157
Rädda Barnen		72659261793	Facebook	d074	2019-03-15	16	1	910985	345000	7888	1852
Lidimo		2217464665186092	Facebook	d074	2019-03-15	2	1	500998	200000	5098	1000
Andrea Cozzolino		1449151341981719	Facebook	d074	2019-03-15	1	1	499999	200000	999	500
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d074	2019-03-15	100	1	494027	192857	5351	1431
Parlamento Europeo - Oficina en España		161616883888862	Facebook	d074	2019-03-15	11	1	437829	155833	787	91
Best For Britain	Best for Britain	1863944713844924	Facebook	d074	2019-03-15	58	1	433927	178221	4247	954
Vattenfall Sverige		608975645850217	Facebook	d074	2019-03-15	24	1	320369	146666	3910	1121
INBOX		369693523475596	Facebook	d074	2019-03-15	1	1	249999	100000	249	50
Three UK		197259133622381	Facebook	d074	2019-03-15	1	1	249999	125000	1446	289
38 Degrees	38 Degrees	200006375787	Facebook	d074	2019-03-15	52	1	247236	77929	1607	141
Ministère de l'Intérieur		103146727990	Facebook	d074	2019-03-15	32	1	242233	100588	1262	294
People's Vote UK	People's Vote	748608695327755	Facebook	d074	2019-03-15	11	1	234373	85312	2692	538
HC Strache	FPÖ	74865038590	Facebook	d074	2019-03-15	3	1	200262	100052	1004	500
Erickson Construction Co., Inc.		124410044236290	Facebook	d074	2019-03-15	1	1	199999	100000	889	445
Save the Children Italia		46590675335	Facebook	d074	2019-03-15	2	1	199998	100000	998	350
AXA Research Fund		186009014776969	Facebook	d074	2019-03-15	1	1	166666	66666	192	38
LifeGate		1622959057980976	Facebook	d074	2019-03-15	7	1	157496	48000	346	0
Right To Vote	Right to Vote	408236463256774	Facebook	d074	2019-03-15	73	1	154566	37586	3077	385
Sosialidemokraatit SDP		108945982480217	Facebook	d074	2019-03-15	23	1	149704	65716	1166	233
CDA Gelderland		133724653386228	Facebook	d074	2019-03-15	10	1	148747	64315	403	119
