advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Save the Refugees		1931458237163388	Facebook	d061	2019-03-02	2	1	999998	400000	8899	1780
Britain's Future	Britain's Future	1625300137516491	Facebook	d061	2019-03-02	236	1	871875	298909	9200	2763
European Parliament		178362315106	Facebook	d061	2019-03-02	125	1	759319	303888	6319	1299
People's Vote UK	People's Vote	748608695327755	Facebook	d061	2019-03-02	41	1	689581	315962	4529	859
Route Auto		252868201731333	Facebook	d061	2019-03-02	5	1	599995	270000	2495	500
Partito Democratico		77034286895	Facebook	d061	2019-03-02	4	1	462499	227500	2374	525
Andrea Acconcia		428605070873992	Facebook	d061	2019-03-02	4	1	399996	200000	1996	400
We are the 52%	We are the 52%	466744973727718	Facebook	d061	2019-03-02	15	1	197558	60012	444	23
Dr.German		1250163705065584	Facebook	d061	2019-03-02	1	1	124999	50000	111	22
The Labour Party	The Labour Party	25749647410	Facebook	d061	2019-03-02	7	1	106665	51333	654	270
Röda Korset		111630258867610	Facebook	d061	2019-03-02	23	1	101667	22104	259	92
38 Degrees	38 Degrees	200006375787	Facebook	d061	2019-03-02	21	1	84756	34413	421	98
Mayor of London	the Greater London Authority 	360322167647280	Facebook	d061	2019-03-02	1	1	83333	41666	482	96
Giorgia Meloni		38919827644	Facebook	d061	2019-03-02	2	1	74999	30000	99	0
Melba Culp		902971599738051	Facebook	d061	2019-03-02	8	1	74332	26866	187	17
Labour Future	Labour Future	112846662487263	Facebook	d061	2019-03-02	5	1	71526	23861	648	141
Salvatore Riccardi Hair Designer		638347189544941	Facebook	d061	2019-03-02	1	1	71428	28571	14	0
Klang der Solidarität		385076005313967	Facebook	d061	2019-03-02	27	1	71307	32984	99	8
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	d061	2019-03-02	5	1	69724	29916	208	20
Carlos Coelho		306796832807017	Facebook	d061	2019-03-02	2	1	66666	33333	332	66
Agence Isolation Pour Tous		568528630290119	Facebook	d061	2019-03-02	10	1	62363	25894	702	159
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	d061	2019-03-02	2	1	58187	28304	32	5
The News Dump	The News Dump	210909392847421	Facebook	d061	2019-03-02	3	1	55997	11000	343	0
Ιακώβου Βάκης		250160905888958	Facebook	d061	2019-03-02	2	1	50623	10125	111	0
Forza Italia		172265396249029	Facebook	d061	2019-03-02	2	1	50499	25000	299	50
