advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kyriakos Mitsotakis		34848567724	Facebook	100_1k	100 - 1k	EL	Greece	39	1	9693425	4267025	20444	4696
European Parliament		178362315106	Facebook	100_1k	100 - 1k	EL	Greece	13	1	5731540	2612446	7556	3332
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	100_1k	100 - 1k	EL	Greece	52	1	4697658	1989046	25934	5197
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	100_1k	100 - 1k	EL	Greece	12	1	3597161	1618711	6482	1598
Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	100_1k	100 - 1k	EL	Greece	16	1	3148277	1379273	8979	2398
Kialo		729627343834501	Facebook	100_1k	100 - 1k	EL	Greece	259	1	2862537	1231987	12880	3357
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ		82362291274	Facebook	100_1k	100 - 1k	EL	Greece	6	1	1899399	799748	2992	599
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	100_1k	100 - 1k	EL	Greece	14	1	1749986	720000	6986	1400
Vouliwatch		627330267312880	Facebook	100_1k	100 - 1k	EL	Greece	4	1	1599062	649626	3494	1599
Ioannis Vardakastanis		195643347979465	Facebook	100_1k	100 - 1k	EL	Greece	7	1	1499766	699886	3492	699
Κατερινα Μαρκου		832766380123763	Facebook	100_1k	100 - 1k	EL	Greece	3	1	1497533	599014	1494	299
Νότης Μαριάς, Ανεξάρτητος Ευρωβουλευτής		337788662974718	Facebook	100_1k	100 - 1k	EL	Greece	3	1	1296637	648320	1490	298
Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	100_1k	100 - 1k	EL	Greece	9	1	1199640	569831	4489	899
Άννα Μισέλ Ασημακοπούλου		1394997234118853	Facebook	100_1k	100 - 1k	EL	Greece	3	1	1199137	499643	1495	299
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	100_1k	100 - 1k	EL	Greece	21	1	1192045	554037	1932	717
Παπαστράτος		1925659984382187	Facebook	100_1k	100 - 1k	EL	Greece	1	1	999511	499756	998	499
Δημήτρης Παπαδημούλης	Dimitrios Papadimoulis	528797520505550	Facebook	100_1k	100 - 1k	EL	Greece	3	1	649630	259853	1996	699
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	100_1k	100 - 1k	EL	Greece	3	1	649573	259828	1496	299
Βαρουξής Λευτέρης - Varouxis Lefteris	Digital Solutions	280496205994839	Facebook	100_1k	100 - 1k	EL	Greece	2	1	549588	209845	997	199
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	100_1k	100 - 1k	EL	Greece	32	1	519442	236475	2250	614
Άρης Βρούστης		467783713352058	Facebook	100_1k	100 - 1k	EL	Greece	1	1	499999	200000	499	100
INBOX		369693523475596	Facebook	100_1k	100 - 1k	EL	Greece	1	1	499744	199898	498	99
Xiliades Fwnes		1464198440351377	Facebook	100_1k	100 - 1k	EL	Greece	1	1	499692	199877	498	99
Βίκυ Φλέσσα -Vicky Flessa	Pulse and Opinion S.A.	344396292816360	Facebook	100_1k	100 - 1k	EL	Greece	1	1	499624	199850	998	499
