advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Gouvernement	Gouvernement	392341217527576	Facebook	f	Facebook	FR	France	40	1	13898117	6149178	89249	19597
European Parliament	European Parliament	178362315106	Facebook	f	Facebook	FR	France	13	1	4764576	2128533	33019	7166
Greenpeace France	Greenpeace France	39435457457	Facebook	f	Facebook	FR	France	16	1	3535510	1505796	14782	3399
Make.org	Make.org	122037308191612	Facebook	f	Facebook	FR	France	6	1	1459131	637765	19827	4233
Avaaz	Avaaz	8340223883	Facebook	f	Facebook	FR	France	3	1	1005898	500950	5196	999
GRDF	GRDF	314443337102	Facebook	f	Facebook	FR	France	1	1	999896	499948	4998	999
Agence française pour la biodiversité	Agence française pour la biodiversité	500437833654583	Facebook	f	Facebook	FR	France	1	1	999827	499914	4998	999
Cogito	Cogito	2059332547662115	Facebook	f	Facebook	FR	France	12	1	849866	319954	2787	399
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	Facebook	FR	France	35	1	511973	213948	2938	365
European Free Alliance	European Free Alliance	46708306425	Facebook	f	Facebook	FR	France	3	1	507150	203583	5142	1031
Le mouvement	~ le mouvement	1030528233746321	Facebook	f	Facebook	FR	France	1	1	499971	199988	4998	999
Jam		299724236866849	Facebook	f	Facebook	FR	France	1	1	499960	199984	4449	890
EcoTree	EcoTree	386108291584856	Facebook	f	Facebook	FR	France	1	1	499935	199974	498	99
VoteEuropa - France	Jules Nicolas André Bejot 	2031732090462417	Facebook	f	Facebook	FR	France	7	1	304762	60953	2690	499
Fille Unique	Sébastien Jean-Pierre Paul Henri Gourdon	268836617151334	Facebook	f	Facebook	FR	France	2	1	299943	149972	1497	599
WWF-France	WWF-France	145392792632	Facebook	f	Facebook	FR	France	22	1	261966	66997	2577	99
Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	f	Facebook	FR	France	7	1	210985	41998	2292	399
CARE France	CARE France	93745060700	Facebook	f	Facebook	FR	France	6	1	116985	25997	593	0
Déclic	OFAJ	472408162883256	Facebook	f	Facebook	FR	France	4	1	105982	20997	395	0
Débat public sur le Pngmdr	Commission nationale du débat public	323422558353215	Facebook	f	Facebook	FR	France	2	1	99998	20000	198	0
Sciences Po	Sciences Po	212218225479739	Facebook	f	Facebook	FR	France	2	1	99993	19999	597	99
Il est encore temps	Il est encore temps	353979872007801	Facebook	f	Facebook	FR	France	1	1	99992	49996	498	99
upply	Upply	248039519074498	Facebook	f	Facebook	FR	France	2	1	99985	19997	597	99
LE MONDE OUKA. Sauvons le climat	SAS MONDOUKA	341110826085002	Facebook	f	Facebook	FR	France	25	1	76971	12999	2474	0
Eurolapins	Pulse of Europe France	755726434768654	Facebook	f	Facebook	FR	France	4	1	65808	15960	794	99
Maplanèteverte	Ma Planète Verte	340654233462962	Facebook	f	Facebook	FR	France	9	1	64984	24998	890	0
Coral Guardian	Coral Guardian	304678472936995	Facebook	f	Facebook	FR	France	3	1	55997	11000	297	0
Sweeties		1335022773303472	Facebook	f	Facebook	FR	France	2	1	54998	11000	198	0
Agir Pour l'Environnement		86539967660	Facebook	f	Facebook	FR	France	2	1	54993	10999	597	99
Isolation Unissons-Nous	Raphael Meslati 	354266718547634	Facebook	f	Facebook	FR	France	1	1	49999	10000	499	100
Les Energies du Soleil		1684031805239401	Facebook	f	Facebook	FR	France	1	1	49999	10000	499	100
La Colonie		192097911199804	Facebook	f	Facebook	FR	France	1	1	49999	10000	499	100
YOU.and.EU	Nordstrom Laura Helena	250361215678222	Facebook	f	Facebook	FR	France	1	1	49998	9999	98	0
America mag	America mag	1907091326193407	Facebook	f	Facebook	FR	France	1	1	49994	9999	498	99
upply FR	Upply	216289915800302	Facebook	f	Facebook	FR	France	1	1	49993	9998	498	99
Surfrider Foundation Europe	Surfrider Foundation Europe	41452575362	Facebook	f	Facebook	FR	France	1	1	49992	9998	98	0
USR Diaspora	Uniunea Salvați România - USR	1793510380925494	Facebook	f	Facebook	FR	France	1	1	49990	9998	498	99
Service-Public.fr	Service-Public.fr	244226855990028	Facebook	f	Facebook	FR	France	1	1	49987	9997	498	99
Super Choix		257283065179986	Facebook	f	Facebook	FR	France	10	1	49982	9998	881	0
La Poste		173022039045	Facebook	f	Facebook	FR	France	4	1	39981	19992	395	0
Se relaxer	Mike Guy Cassiano Henri Leborgne-Lavorel	1971818342930074	Facebook	f	Facebook	FR	France	8	1	23990	4000	791	0
ATAA Foundation	ATAA Foundation	2039469612804034	Facebook	f	Facebook	FR	France	4	1	20996	7000	396	0
ALDE Party – Liberals and Democrats for Europe	ALDE Party – Liberals and Democrats for Europe	262681199589	Facebook	f	Facebook	FR	France	3	1	17652	7495	37	15
European Commission	European Commission	107898832590939	Facebook	f	Facebook	FR	France	3	1	16533	7778	40	7
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	f	Facebook	FR	France	2	1	13230	6615	107	1
Matthieu Chamussy	Chamussy Matthieu Marie Thierry	531097396924288	Facebook	f	Facebook	FR	France	1	1	9999	5000	99	0
Saint-Denis Ville Au Coeur	Yanis Ali Khames	1157621831031836	Facebook	f	Facebook	FR	France	2	1	9998	2000	198	0
Actions pour l'écologie		872257819482862	Facebook	f	Facebook	FR	France	1	1	9998	4999	98	0
Le témoignage du sycomore   Années 68		1818005848278428	Facebook	f	Facebook	FR	France	2	1	9997	1999	197	0
Olivier Afonso	Georges Olivier Afonso	335239166940114	Facebook	f	Facebook	FR	France	5	1	8995	1000	495	0
Japon Actu - FuransuJapon	Benjamin Cabiron	1732451513549809	Facebook	f	Facebook	FR	France	3	1	6997	1000	297	0
Planète Panda	BARBIER QUENTIN	2002323729992518	Facebook	f	Facebook	FR	France	2	1	5996	999	197	0
Art et Essai		297115661094216	Facebook	f	Facebook	FR	France	2	1	5995	999	197	0
Under The Pole	Bastien Jacques Brionne	166453486247	Facebook	f	Facebook	FR	France	1	1	4999	1000	99	0
Collectif féministe du 13	Caroline Béatrice Corinne Anne-Sophie Arlette Lienhart	455914821601503	Facebook	f	Facebook	FR	France	1	1	4999	1000	99	0
Jacques Gaillard Rassemblement National		321659704841180	Facebook	f	Facebook	FR	France	1	1	4999	999	99	0
