advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Gouvernement	Gouvernement	392341217527576	Facebook	m	male	FR	France	40	1	6424506	2843231	38024	8312
European Parliament	European Parliament	178362315106	Facebook	m	male	FR	France	13	1	2746213	1223509	18065	4030
Greenpeace France	Greenpeace France	39435457457	Facebook	m	male	FR	France	16	1	1718003	744839	7085	1631
Make.org	Make.org	122037308191612	Facebook	m	male	FR	France	3	1	1102580	459488	13791	2758
Avaaz	Avaaz	8340223883	Facebook	m	male	FR	France	3	1	486528	242336	2507	483
GRDF	GRDF	314443337102	Facebook	m	male	FR	France	1	1	484737	242369	2423	484
Cogito	Cogito	2059332547662115	Facebook	m	male	FR	France	12	1	412963	149648	1469	218
Agence française pour la biodiversité	Agence française pour la biodiversité	500437833654583	Facebook	m	male	FR	France	1	1	352038	176019	1759	352
European Free Alliance	European Free Alliance	46708306425	Facebook	m	male	FR	France	3	1	323646	129840	3274	656
Jam		299724236866849	Facebook	m	male	FR	France	1	1	312203	124881	2778	555
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	m	male	FR	France	35	1	247640	107099	1639	187
Le mouvement	~ le mouvement	1030528233746321	Facebook	m	male	FR	France	1	1	207047	82819	2070	414
EcoTree	EcoTree	386108291584856	Facebook	m	male	FR	France	1	1	128173	51269	127	25
VoteEuropa - France	Jules Nicolas André Bejot 	2031732090462417	Facebook	m	male	FR	France	7	1	119425	23885	973	176
WWF-France	WWF-France	145392792632	Facebook	m	male	FR	France	22	1	106379	25649	1145	72
upply	Upply	248039519074498	Facebook	m	male	FR	France	2	1	92135	18427	548	91
Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	m	male	FR	France	7	1	89521	17811	972	170
Sciences Po	Sciences Po	212218225479739	Facebook	m	male	FR	France	2	1	66428	13286	362	57
upply FR	Upply	216289915800302	Facebook	m	male	FR	France	1	1	48724	9745	486	97
Débat public sur le Pngmdr	Commission nationale du débat public	323422558353215	Facebook	m	male	FR	France	2	1	43840	8768	86	0
Surfrider Foundation Europe	Surfrider Foundation Europe	41452575362	Facebook	m	male	FR	France	1	1	40996	8199	81	0
Il est encore temps	Il est encore temps	353979872007801	Facebook	m	male	FR	France	1	1	36784	18392	183	36
Eurolapins	Pulse of Europe France	755726434768654	Facebook	m	male	FR	France	4	1	32099	7798	389	46
USR Diaspora	Uniunea Salvați România - USR	1793510380925494	Facebook	m	male	FR	France	1	1	31374	6274	313	62
Les Energies du Soleil		1684031805239401	Facebook	m	male	FR	France	1	1	30146	6029	300	60
YOU.and.EU	Nordstrom Laura Helena	250361215678222	Facebook	m	male	FR	France	1	1	28868	5773	57	0
Agir Pour l'Environnement		86539967660	Facebook	m	male	FR	France	2	1	28547	5709	306	52
La Colonie		192097911199804	Facebook	m	male	FR	France	1	1	27655	5531	276	55
CARE France	CARE France	93745060700	Facebook	m	male	FR	France	6	1	27066	6197	177	0
LE MONDE OUKA. Sauvons le climat	SAS MONDOUKA	341110826085002	Facebook	m	male	FR	France	25	1	26859	4656	815	0
Isolation Unissons-Nous	Raphael Meslati 	354266718547634	Facebook	m	male	FR	France	1	1	24792	4958	247	49
Déclic	OFAJ	472408162883256	Facebook	m	male	FR	France	4	1	24753	4889	111	0
America mag	America mag	1907091326193407	Facebook	m	male	FR	France	1	1	22526	4505	224	45
ATAA Foundation	ATAA Foundation	2039469612804034	Facebook	m	male	FR	France	4	1	18419	6388	335	0
Service-Public.fr	Service-Public.fr	244226855990028	Facebook	m	male	FR	France	1	1	15326	3065	152	30
