platform_code_filter	platform_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	Facebook	Freiheitliche Jugend	Freiheitliche Jugend	261850724850	Facebook	11	1	299989	99000	1889	200
f	Facebook	Roberto Gualtieri	Roberto Gualtieri	659891870744756	Facebook	13	1	299987	66000	1287	0
f	Facebook	Nachhaltiger leben in Berlin		349902658926430	Facebook	18	1	299982	62000	3782	500
f	Facebook	Karen Davis - Labour Parliamentary Candidate for Norwich North	The Labour Party. Promoted by Alan Pawsey on behalf of Karen Davis	1832745490348655	Facebook	57	1	299943	65000	7892	347
f	Facebook	PooPick		929784923871028	Facebook	17	1	298983	62000	2483	200
f	Facebook	Zbigniew Kuźmiuk		286259248181285	Facebook	22	1	298978	74000	692	46
f	Facebook	Johannes Fridrich	Dr. Johannes Fridrich	264276451134860	Facebook	47	1	298953	102000	5553	500
f	Facebook	Amber Rudd MP	The Conservative Party	385828341548336	Facebook	265	1	298735	14000	31284	231
f	Facebook	Corina Cretu	Corina Cretu	200813406761691	Facebook	60	1	297940	87000	1248	0
f	Facebook	Leila Kechoud - Candidata al Parlamento europeo - 26 maggio 2019	Leila Kechoud	2247400732195775	Facebook	33	1	296967	73000	3267	0
f	Facebook	Kim Edberg Andersen	Kim Edberg Andersen-Kristoffersen	533374726861312	Facebook	40	1	296960	79000	2699	548
f	Facebook	Piratenpartei	Piratenpartei	149871337782	Facebook	8	1	295992	131000	2092	600
f	Facebook	World Transformation Movement		372125409639	Facebook	15	1	295985	121000	4477	747
f	Facebook	Christian Pirker		200189984169557	Facebook	80	1	295920	71000	8320	100
f	Facebook	Romain Cujives		188432754884377	Facebook	14	1	293986	94000	2186	200
f	Facebook	Kate Watson for Glasgow East	The Scottish Labour Party. Promoted by Kate Watson on behalf of Kate Watson	1674272589546740	Facebook	27	1	293973	93000	4944	462
f	Facebook	Mayor of Bridgwater - Cllr Diogo Rodrigues	Diogo Rodrigues	1847912222147101	Facebook	45	1	293955	61000	5155	0
f	Facebook	Berlin Partner für Wirtschaft und Technologie	Berlin Partner für Wirtschaft und Technologie	490874321062716	Facebook	57	1	293943	58000	6843	300
f	Facebook	City Index		212613938870867	Facebook	12	1	291988	94000	1837	115
f	Facebook	Patria e Costituzione		465228750648767	Facebook	13	1	291987	64000	1287	0
f	Facebook	Michael Raml	FPÖ Linz	1499759610320321	Facebook	22	1	291978	64000	2978	200
f	Facebook	Zandra Pettersson SD politiker		1731576980266356	Facebook	16	1	290984	63000	3600	768
f	Facebook	Kristdemokraterna Halmstad		725673077517007	Facebook	39	1	290961	86000	3478	926
f	Facebook	Angela Feeney for Motherwell & Wishaw	The Scottish Labour Party. Promoted by Angela Feeney on behalf of  Angela Feeney	1776308752691242	Facebook	9	1	289991	97000	2882	462
f	Facebook	Κοινωνική Συνεργασία - Ηλίας Ζάχαρης	Ηλιας Ζαχαρης	815808142092297	Facebook	10	1	289990	67000	990	0
f	Facebook	Lourdes Ciuró	Partit Demòcrata	553752911726041	Facebook	11	1	289989	142000	1089	0
f	Facebook	Anja Vanrobaeys	Vanrobaeys Anja Maurits	795798820785493	Facebook	34	1	289966	71000	4566	300
f	Facebook	Ανατροπή Δήμου Παύλου Μελά	Giorgos Liltsis	1929248140446088	Facebook	12	1	287988	66000	1188	0
f	Facebook	Χαλκίδα Ζωντανή Πόλη	Virality	2049766581779230	Facebook	19	1	287981	72000	1881	0
f	Facebook	Vrouw & Maatschappij - CD&V politica	Vrouw & Maatschappij	268844173157989	Facebook	12	1	286988	90000	1188	0
f	Facebook	Linda Lauwers -  18de plaats Kamer N-VA	Meeus Yannick	700417286687969	Facebook	38	1	286962	104000	3762	0
f	Facebook	Babeyes		1015654268572910	Facebook	10	1	285990	66000	990	0
f	Facebook	Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	11	1	285989	63000	1089	0
f	Facebook	Budapest Water Summit 2019		347819348687196	Facebook	11	1	285989	63000	371	120
f	Facebook	DIE LINKE. Rhein-Erft-Kreis		954987347952113	Facebook	12	1	285988	60000	3188	500
f	Facebook	David Morris MP	The Conservative Party	403912456334555	Facebook	16	1	285984	59000	4610	694
f	Facebook	Niko Swatek	NEOS Steiermark	424384408037670	Facebook	8	1	284992	96000	1192	100
f	Facebook	Dominik Drdul - kandidát do Eurovolieb, Oľano	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	306217430051254	Facebook	8	1	284992	96000	1192	100
f	Facebook	Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	9	1	284991	66000	2891	500
f	Facebook	Andrzej Halicki	. KKW Koalicja Europejska PO PSL SLD .N Zieloni	370319116027	Facebook	51	1	284949	70000	1360	46
f	Facebook	Alessandra Cappellari Candidata LEGA Circoscr. NordOvest Parlamento Europeo	Alessandra Cappellari	923643764466602	Facebook	13	1	282987	59000	1287	0
f	Facebook	CreativeTees		687860694745364	Facebook	11	1	281989	62000	969	0
f	Facebook	Laura 4 Harlow	The Labour Party. Promoted by George Elcock on behalf of Laura McAlpine	1331084736996091	Facebook	16	1	281984	58000	4147	578
f	Facebook	Charlotte Holloway for Plymouth Moor View	Plymouth Labour	122063008481777	Facebook	17	1	281983	71000	1947	0
f	Facebook	Telford Labour Party	Telford & Wrekin Labour Party	1150499354969964	Facebook	17	1	281983	71000	3336	347
f	Facebook	International Fund for Animal Welfare - IFAW	International Fund for Animal Welfare (IFAW)	353224381469808	Facebook	25	1	281975	53000	3789	231
f	Facebook	Reinier Van Lanschot		357170858429968	Facebook	10	1	280990	62000	2990	500
f	Facebook	Csíkország	Csíkország	2229168487164126	Facebook	21	1	280979	83000	436	0
f	Facebook	Iain Stewart MP	The Conservative Party	550112551788526	Facebook	23	1	280977	56000	5412	694
f	Facebook	Lucia Kleštincová	EUpositive.sk	1933440166748185	Facebook	7	1	279993	95000	1082	100
f	Facebook	Hacked Off		291299977576800	Facebook	7	1	279993	119000	1727	231
f	Facebook	Κόμης Ανδρέας	Andreas Komis	390029414928064	Facebook	8	1	279992	92000	792	0
f	Facebook	Igor Dušenka - kandidát do Európskeho parlamentu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	1160570887436415	Facebook	8	1	279992	65000	1992	300
f	Facebook	Patricia Ferguson for Glasgow North West	The Scottish Labour Party. Promoted by Patricia Ferguson on behalf of Patricia Ferguson	1057975671007680	Facebook	15	1	279985	98000	3107	347
f	Facebook	Bogusław Sonik	KWW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI	75775141409	Facebook	28	1	278972	67000	1110	116
f	Facebook	innogy		1204092086289007	Facebook	11	1	277989	88000	3189	800
f	Facebook	UNICEF Portugal		193697864002162	Facebook	11	1	277989	88000	1089	0
f	Facebook	Grüne Jugend - Grünalternative Jugend	Grüne Jugend - Grünalternative Jugend	533665483708070	Facebook	21	1	277979	96000	2079	0
f	Facebook	Sam Barakat	Sam Barakat	771972706184213	Facebook	9	1	276991	118000	1493	115
f	Facebook	AlgoNatural		1388571101463957	Facebook	11	1	276989	85000	1089	0
f	Facebook	Ralph Packet		2009966045768110	Facebook	14	1	276986	76000	1786	100
f	Facebook	Orbex		1415953441956155	Facebook	19	1	276981	61000	2742	267
f	Facebook	BÜNDNIS 90/DIE GRÜNEN Rheinland-Pfalz	Bündnis 90/Die Grünen Rheinland-Pfalz	88331883353	Facebook	52	1	276948	55000	5148	0
f	Facebook	Magyar Kétfarkú Kutya Párt	Magyar Kétfarkú Kutya Párt	14792493292	Facebook	8	1	275992	118000	363	83
f	Facebook	Fresenius Kabi		1352874084790500	Facebook	8	1	275992	91000	2792	500
f	Facebook	Siemens Slovenija		393074441061448	Facebook	11	1	275989	55000	1089	0
f	Facebook	Newcomers Youth		1648167198828797	Facebook	13	1	275987	87000	267	37
f	Facebook	Protege tu ropa		347783716078080	Facebook	69	1	275931	66000	6831	0
f	Facebook	Georges.tech		297216183943797	Facebook	5	1	274995	121000	895	100
f	Facebook	Markus Rinderspacher		587618004619757	Facebook	6	1	274994	118000	1394	200
f	Facebook	Mouvement Européen-France		335173974498	Facebook	7	1	274993	91000	1893	300
f	Facebook	Maria Preta Cartonera		786180185099527	Facebook	7	1	274993	91000	156	0
f	Facebook	Mamen Sánchez		876437225721525	Facebook	7	1	274993	118000	1893	300
f	Facebook	Skanska Sverige		369337099772743	Facebook	8	1	274992	61000	925	268
f	Facebook	Relevo Contigo		1035516339843936	Facebook	9	1	274991	58000	1291	100
f	Facebook	Christian Dax	SPÖ Burgenland	1232990493514860	Facebook	17	1	274983	61000	1683	0
f	Facebook	Lizzi Collinge	The Labour Party	869176469857369	Facebook	12	1	273988	57000	1837	115
f	Facebook	Ζωγράφου Ώρα για δουλειά	Vasilis Thodas	618521531881415	Facebook	17	1	272983	66000	1683	0
f	Facebook	AcquaPura Depuratori		328082964703259	Facebook	25	1	271975	61000	2875	100
f	Facebook	Stephen Lloyd MP	Stephen Lloyd MP	1632026600406302	Facebook	33	1	271967	69000	4243	115
f	Facebook	C&A Foundation		1271896626240982	Facebook	7	1	270993	90000	1493	200
f	Facebook	Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	9	1	270991	84000	793	0
f	Facebook	Erik Miltiadis Edman		918665584992305	Facebook	10	1	270990	54000	1790	200
f	Facebook	Maggie De Block	Maggie De Block	1410219772556421	Facebook	22	1	270978	83000	2578	100
f	Facebook	Iversale		2328597934037109	Facebook	4	1	269996	120000	396	0
f	Facebook	Lynn Boylan MEP - Fighting for Dublin in Europe		406454202814957	Facebook	6	1	269994	90000	1794	300
f	Facebook	EVERFX		279931699028690	Facebook	6	1	269994	117000	994	100
f	Facebook	Isolez vos combles pour 1€		1979732192254642	Facebook	6	1	269994	90000	2694	800
f	Facebook	TScheldt		682842165445702	Facebook	7	1	269993	60000	1093	100
f	Facebook	Nick4Mayor	Nick Forbes for North of Tyne Mayor Campaign	1223209701167500	Facebook	7	1	269993	60000	801	0
f	Facebook	Licia Montagnani “In Comune”		401252743774783	Facebook	8	1	269992	57000	792	0
f	Facebook	Carlotta Chiaraluce	Paola Chiaraluce 	390354464719591	Facebook	9	1	269991	54000	891	0
f	Facebook	Freiheitliche Arbeitnehmer Oberösterreich	Freiheitliche Arbeitnehmer Oberösterreich	346842098763288	Facebook	10	1	269990	113000	1890	500
f	Facebook	Brushboo		452100531798227	Facebook	18	1	269982	65000	1782	0
f	Facebook	Linköpingsmoderaterna	Moderaterna Linköping	108239705998001	Facebook	29	1	269971	54000	784	129
f	Facebook	Henrik Wickström	Wickström 2019	448116415229902	Facebook	38	1	268962	62000	4162	100
f	Facebook	Folkebevægelsen for asylbørns fremtid		127791457997348	Facebook	10	1	267990	56000	1859	482
f	Facebook	ABenergie		150414084987828	Facebook	11	1	267989	53000	1089	0
f	Facebook	Alex Rowley MSP	Alex Rowley MSP	1463126643980071	Facebook	33	1	266967	65000	3780	0
f	Facebook	Save The Seas		2203608429682203	Facebook	7	1	265993	86000	693	0
f	Facebook	Valore Solare		136764429735030	Facebook	7	1	265993	113000	1493	200
f	Facebook	Youmooda		1020043128061938	Facebook	8	1	265992	83000	792	0
f	Facebook	Sofia Sakorafa	Sofia Sakorafa	211831995597479	Facebook	7	1	264993	56000	693	0
f	Facebook	CIVIL RIGHTS DEFENDERS	CIVIL RIGHTS DEFENDERS	128452220525979	Facebook	7	1	264993	56000	2083	472
f	Facebook	Medborgerlig Samling	Medborgerlig Samling	189332844828330	Facebook	7	1	264993	56000	2407	481
f	Facebook	PMP TV		958364000868431	Facebook	7	1	264993	56000	566	21
f	Facebook	Kirstene Hair MP	Angus Conservatives	1090793764304708	Facebook	7	1	264993	83000	2190	347
f	Facebook	Pompe à chaleur		308018479682782	Facebook	8	1	264992	53000	2392	400
f	Facebook	Elisabetta Gardini		114266221965026	Facebook	14	1	264986	62000	1386	0
f	Facebook	PNL Constanţa	PNL Constanţa	422079857963680	Facebook	22	1	264978	65000	541	21
f	Facebook	Feministiskt Initiativ Kiruna		675300275825546	Facebook	49	1	264951	60000	2393	490
f	Facebook	Sameli Sivonen		466817883509788	Facebook	15	1	262985	64000	3485	500
f	Facebook	SF Amager KBH		262391220488874	Facebook	31	1	262969	111000	2714	883
f	Facebook	Ternua		69980181434	Facebook	5	1	261995	115000	895	100
f	Facebook	Lode Ceyssens	Lode Ceyssens	690224427744073	Facebook	7	1	261993	85000	1093	100
f	Facebook	Cosimo Guccione per Firenze	Cosimo Guccione	1425237984394334	Facebook	9	1	261991	52000	891	0
f	Facebook	SciDev.Net Afrique		218466918355066	Facebook	5	1	260995	115000	572	0
f	Facebook	Selenacup		695110977328384	Facebook	5	1	260995	112000	495	0
f	Facebook	Amanda Pasanen		1590714481237792	Facebook	6	1	260994	85000	3194	1200
f	Facebook	Ozan Yanar		730847103593100	Facebook	6	1	260994	85000	3094	900
f	Facebook	More Man		516427425134468	Facebook	6	1	260994	112000	594	0
f	Facebook	XOGO		236099963498103	Facebook	6	1	260994	85000	1596	267
f	Facebook	StoryhouseLive	StoryhouseLive	851645071581584	Facebook	7	1	260993	55000	2190	347
f	Facebook	Eco Environnement		189035588239320	Facebook	7	1	260993	82000	8293	2500
f	Facebook	Ultimate Power		139313429435980	Facebook	8	1	260992	52000	1842	231
f	Facebook	Conor Burns	Conor Burns MP	755981037856291	Facebook	12	1	260988	94000	2300	231
f	Facebook	Marcin Walasek	Marcin Walasek	411040156345710	Facebook	15	1	260985	58000	438	23
f	Facebook	Lars Beckman		1828577394053625	Facebook	18	1	260982	76000	1586	0
f	Facebook	Councillor Linda Thomas	Bolton Labour Group	468074846722560	Facebook	65	1	260935	55000	7909	115
f	Facebook	Partia Wolność	KWW Konfederacja KORWiN Braun Liroy Narodowcy	757876837622345	Facebook	3	1	259997	115000	371	139
f	Facebook	ΑλλάΖουμε τον Δήμο - Νίκος Κοκκίνης Υποψήφιος Δήμαρχος Αγίου Νικολάου	Κοκκίνης Νίκος	583423085475108	Facebook	3	1	259997	115000	697	100
f	Facebook	Münzen-günstiger		1122030794553049	Facebook	4	1	259996	115000	1996	400
f	Facebook	Olivier Chastel	MR - Mouvement Réformateur	36858143935	Facebook	5	1	259995	85000	1695	300
f	Facebook	Rig Lajos	Országgyűlés Hivatala Jobbik Frakció	773120112778785	Facebook	5	1	259995	85000	665	235
f	Facebook	Politico Lab	Smart Concepts	1092676900776165	Facebook	5	1	259995	85000	895	100
f	Facebook	Pensione Portogallo		384803062250511	Facebook	5	1	259995	85000	1295	200
f	Facebook	VINNIA		325664361187493	Facebook	5	1	259995	112000	495	0
f	Facebook	IED - Istituto Europeo di Design		87614382847	Facebook	5	1	259995	85000	495	0
f	Facebook	ODS - Občanská demokratická strana		30575632699	Facebook	6	1	259994	55000	1165	233
f	Facebook	The Epoch		218371925673146	Facebook	6	1	259994	82000	687	0
f	Facebook	Länderbüro Hessen und Rheinland-Pfalz der Friedrich Naumann-Stiftung		875054569220633	Facebook	6	1	259994	55000	594	0
f	Facebook	Chapterful		475379995985931	Facebook	6	1	259994	55000	3580	1041
f	Facebook	Roland Utbult		124683600889658	Facebook	6	1	259994	82000	2398	712
f	Facebook	Cornel Samartinean		398660653535821	Facebook	10	1	259990	70000	1048	210
f	Facebook	Fundacja Czyste Powietrze	Magdalena Strózik 	282404075935482	Facebook	11	1	259989	67000	718	116
f	Facebook	Hanna Holopainen		149856248393583	Facebook	15	1	257985	60000	2746	356
f	Facebook	Schimbarea in politica		1376495612426388	Facebook	7	1	256993	81000	586	168
f	Facebook	Fair Play For Women	Fair Play For Women	203074990102652	Facebook	13	1	256987	63000	1489	0
f	Facebook	Matthew Evans PPC	Newport West Conservatives	1674322489513213	Facebook	14	1	256986	60000	3918	578
f	Facebook	Serdal Benli	Benli Serdal	30196574028	Facebook	21	1	256979	66000	3853	883
f	Facebook	Ali Aminali		1452133531486822	Facebook	4	1	255996	111000	7390	1472
f	Facebook	Elsi Katainen		190042298268350	Facebook	34	1	255966	57000	3366	0
f	Facebook	Comisión Europea en España	Comisión Europea en España	179666655404875	Facebook	3	1	254997	111000	697	100
f	Facebook	GuidetoIslam.com		392682300919287	Facebook	3	1	254997	111000	264	0
f	Facebook	Alexandru Kocsis		509479962851716	Facebook	3	1	254997	111000	230	42
f	Facebook	Raluca Turcan		360184320712594	Facebook	5	1	254995	81000	474	42
f	Facebook	N-VA Brugge	Nieuw-Vlaamse Alliantie	103746756361685	Facebook	5	1	254995	81000	1295	200
f	Facebook	No Fluff Jobs		1491797697754823	Facebook	5	1	254995	81000	603	186
f	Facebook	Florin Remeţan		137259469989828	Facebook	5	1	254995	81000	440	84
f	Facebook	Andrew Hilland for Lanark and Hamilton East	The Scottish Labour Party. Promoted by Andrew Hilland on behalf of Andrew Hilland	764226920407797	Facebook	5	1	254995	81000	1961	347
f	Facebook	Bond Beter Leefmilieu		143447890251	Facebook	6	1	254994	51000	594	0
f	Facebook	Craven District Council	Craven District Council on behalf of the UK Government's Cabinet Office	165525386853146	Facebook	6	1	254994	51000	3001	578
f	Facebook	World Youth Academy		155365641152627	Facebook	6	1	254994	51000	594	0
f	Facebook	Livio Lucà Trombetta	Livio Lucà Trombetta	432269534242217	Facebook	16	1	254984	86000	1584	0
f	Facebook	Marie Bjerre		242091299473046	Facebook	16	1	252984	53000	1470	321
f	Facebook	East Sussex County Council		248361861866323	Facebook	4	1	251996	110000	921	115
f	Facebook	Dominika Chorosińska	Komitet Wyborczy Prawo i Sprawiedliwość	580557092422382	Facebook	7	1	251993	50000	626	116
f	Facebook	Antonio Parziale - Váš hlas v Európe	Európska Demokratická Strana	1485999664946680	Facebook	14	1	251986	83000	1386	0
f	Facebook	Fondazione Cariplo		480871535271240	Facebook	3	1	250997	110000	697	100
f	Facebook	Nobento		553063628179252	Facebook	3	1	250997	110000	697	100
f	Facebook	DRH Lindersvold		512374155442078	Facebook	3	1	250997	110000	749	147
f	Facebook	Rodrigo Diamanti		233771943483731	Facebook	4	1	250996	110000	708	89
f	Facebook	Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	6	1	250994	50000	594	0
f	Facebook	Ferran Bel		602811606397980	Facebook	6	1	250994	50000	1394	200
f	Facebook	Brando Benifei	Brando Maria Benifei	291380024325396	Facebook	10	1	250990	65000	990	0
f	Facebook	Jarosław Duda	KKW Koalicja Europejska PO PSL SLD .N ZIELONI	100666510056063	Facebook	11	1	250989	62000	439	46
f	Facebook	Friends of the Earth Malta	Friends of the Earth Malta	137236009675929	Facebook	12	1	250988	59000	1188	0
f	Facebook	Matthias Ecke	SPD Sachsen	751533138525902	Facebook	16	1	250984	74000	2384	200
f	Facebook	Green Lifestyle	Sabine Maria Mrozek	284495589164564	Facebook	33	1	250967	56000	3667	100
f	Facebook	Matúš Bystriansky - kandidát na europoslanca	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	1650953941825108	Facebook	2	1	249998	110000	598	100
f	Facebook	Ponturi Pariuri PRO		615300575244417	Facebook	2	1	249998	110000	314	126
f	Facebook	4 Maggio Gavinana		2332845843429871	Facebook	2	1	249998	110000	598	100
f	Facebook	ABB Formula E		490941397612413	Facebook	2	1	249998	110000	1154	231
f	Facebook	ETUC		129041250601685	Facebook	2	1	249998	110000	998	200
f	Facebook	Jean de Bethune		425691141175605	Facebook	2	1	249998	110000	598	100
f	Facebook	ΠΟΛΙΤΕΣ		1070200859834626	Facebook	2	1	249998	110000	598	100
f	Facebook	Alessandro Fusacchia		1045017942325647	Facebook	2	1	249998	110000	998	200
f	Facebook	MRAP		823565947739102	Facebook	2	1	249998	110000	998	200
f	Facebook	Gabriel Petrea		636615956364844	Facebook	2	1	249998	110000	314	126
f	Facebook	Πειραιάς - Piraeus		142474499995	Facebook	2	1	249998	110000	229	0
f	Facebook	B1.tv		425911761553777	Facebook	2	1	249998	110000	125	21
f	Facebook	Bud Spencer & Terence Hill		478719615593928	Facebook	2	1	249998	110000	598	100
f	Facebook	Schmeckt Richtig		943698425669936	Facebook	2	1	249998	110000	1498	600
f	Facebook	Bayer		519185471487841	Facebook	2	1	249998	110000	1498	600
f	Facebook	Ayesha Nazni		393699950678261	Facebook	2	1	249998	110000	37	9
f	Facebook	NIBE Warmtecomfort uit Zweden		271110833502681	Facebook	2	1	249998	110000	1098	500
f	Facebook	REWE		111315165557626	Facebook	2	1	249998	110000	598	100
f	Facebook	Atta Arghandiwal		391248941257129	Facebook	2	1	249998	110000	176	0
f	Facebook	Ayla Beauty London		254018131966313	Facebook	2	1	249998	110000	229	0
f	Facebook	Rättighetscentrum Norrbotten		154313704727539	Facebook	2	1	249998	110000	925	185
f	Facebook	Iberf Formación Agraria		1374326459524978	Facebook	2	1	249998	110000	198	0
f	Facebook	Business France		132401066182	Facebook	2	1	249998	110000	1098	500
f	Facebook	Uni- Presse		432468573435743	Facebook	2	1	249998	110000	598	100
f	Facebook	Boutique Pride		299458774182573	Facebook	2	1	249998	110000	998	200
f	Facebook	Nuova Arzignano - Pasetto Sindaco	Nicolò Panarotto	1946204995433394	Facebook	3	1	249997	110000	697	100
f	Facebook	aboalarm		148847421861	Facebook	3	1	249997	110000	1332	267
f	Facebook	Ykkösketjuun		2118628725055114	Facebook	3	1	249997	110000	1497	300
f	Facebook	eToro		183379648361597	Facebook	3	1	249997	110000	976	178
f	Facebook	ABVV-Metaal		736539056400845	Facebook	3	1	249997	110000	297	0
f	Facebook	FontBundles.net		1653056048283270	Facebook	3	1	249997	110000	1269	231
f	Facebook	Asia Times		186423081422922	Facebook	3	1	249997	110000	264	0
f	Facebook	Martin Kuba	Martin Kuba	114474108677288	Facebook	4	1	249996	80000	971	310
f	Facebook	Magyar Zoltán	Országgyűlés Hivatala Jobbik Frakció	281527466391	Facebook	4	1	249996	80000	495	108
f	Facebook	CDU in Niedersachsen	CDU in Niedersachsen	109460782417586	Facebook	4	1	249996	80000	1996	400
f	Facebook	Anneleen Van Bossuyt		1375436739430055	Facebook	4	1	249996	80000	1696	600
f	Facebook	Jean-Jacques Flahaux		486153524822322	Facebook	4	1	249996	80000	1996	400
f	Facebook	Pasquale Di Rella		466525857098627	Facebook	4	1	249996	80000	1996	400
f	Facebook	Open Doors Deutschland		182704598535	Facebook	4	1	249996	80000	796	100
f	Facebook	D.i.Re Donne in Rete contro la violenza		170108543107645	Facebook	4	1	249996	80000	396	0
f	Facebook	Παρατηρητήριο Τρίτης Ηλικίας Κύπρου		1788557328061678	Facebook	4	1	249996	80000	796	100
f	Facebook	Lauren Dingsdale	Labour North, Promoted by Fiona Stanton on behalf of Labour North	1809710365746929	Facebook	4	1	249996	80000	1846	347
f	Facebook	Monica Cerutti		331398250994	Facebook	5	1	249995	50000	895	100
f	Facebook	MODEL'Officiel		242482223343726	Facebook	5	1	249995	50000	1655	331
f	Facebook	Kampf dem Gemurkse	Freie Bürger für Baden-Baden e.V.	217852272501802	Facebook	11	1	249989	86000	2789	700
f	Facebook	Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	12	1	249988	56000	1188	0
f	Facebook	CSP Ostbelgien	CSP Ostbelgien	119271231424655	Facebook	32	1	249968	61000	3168	0
f	Facebook	Hello Watt		124941754590121	Facebook	34	1	249966	66000	4166	200
f	Facebook	Marc Tierney, Carms West & South Pembs	Carms West & South Pembrokeshire Labour Party	734997656574635	Facebook	12	1	248988	118000	3341	810
f	Facebook	Πλιάτσιος Νικόλαος	Nikolaos Pliatsios	540101759474820	Facebook	15	1	248985	55000	1885	100
f	Facebook	FPlus – nyhetstjänsten för företagsamma		130927360876045	Facebook	18	1	248982	57000	2294	500
f	Facebook	Sink Pong		256179217727449	Facebook	28	1	248972	49000	3207	0
f	Facebook	Tom Hunt	The Conservative Party	477429412753494	Facebook	87	1	248913	79000	10892	231
f	Facebook	Online Trading Academy		328255550563255	Facebook	13	1	247987	58000	8533	2136
f	Facebook	Aura Salla		357502994332188	Facebook	16	1	246984	57000	2784	300
f	Facebook	Martin Lancz - kandidát na europoslanca 2019	 Švec František	2671787962847811	Facebook	17	1	246983	54000	1683	0
f	Facebook	Amnesty International Austria		30925241455	Facebook	19	1	246981	64000	1881	0
f	Facebook	Closca Design		349311145174745	Facebook	25	1	246975	79000	3675	300
f	Facebook	PNL Alba		187133884725560	Facebook	26	1	246974	54000	540	0
f	Facebook	Orla Kelly	Orla Kelly	284729489119670	Facebook	10	1	245990	61000	990	0
f	Facebook	Nadia Sgro	Nadia Sgro	276613263243127	Facebook	11	1	245989	58000	1089	0
f	Facebook	CDU Hamburg	CDU-Bürgerschaftsfraktion Hamburg	173796242642081	Facebook	23	1	245977	60000	2677	100
f	Facebook	Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	10	1	244990	58000	990	0
f	Facebook	Maurizio Lupi	Maurizio Lupi	81698998693	Facebook	21	1	243979	60000	2079	0
f	Facebook	Fagbevægelsens Hovedorganisation	Fagbevægelsens Hovedorganisation	261599053881378	Facebook	21	1	243979	87000	2942	575
f	Facebook	Woking Conservatives	Woking Conservative Association	175596232544607	Facebook	21	1	243979	60000	3331	231
f	Facebook	Triin Saag	Saag Triin	2012394932389774	Facebook	31	1	243969	68000	3069	0
f	Facebook	Moderaterna i Järfälla	Moderaterna i Järfälla	443813509046190	Facebook	13	1	242987	54000	2999	620
f	Facebook	LET'S CEE Film Festival	LET'S CEE Film Festival	374807339208829	Facebook	70	1	242930	57000	6930	0
f	Facebook	Cllr Marius Gilmore	Maidenhead Conservative Association	507101363128352	Facebook	51	1	241949	56000	5842	0
f	Facebook	Giorgos Amiras - Γιώργος Αμυράς		1407652086114560	Facebook	9	1	240991	60000	858	0
f	Facebook	Tower Hamlets Council	Tower Hamlets Council	848352765192315	Facebook	10	1	240990	57000	1145	0
f	Facebook	James Grech		1050376408471129	Facebook	12	1	240988	51000	1188	0
f	Facebook	Grüne Mainz	Bündnis 90/Die Grünen Mainz	442503965827807	Facebook	16	1	240984	77000	2384	200
f	Facebook	Southend Labour	The Labour Party	921825714514933	Facebook	20	1	240980	54000	4605	578
f	Facebook	FDP Ennepetal		408356325884227	Facebook	33	1	240967	48000	4067	200
f	Facebook	Johann Lamont MSP	The Scottish Labour Party. Promoted by Johann Lamont on behalf of Johann Lamont	600532446779950	Facebook	9	1	239991	57000	2882	462
f	Facebook	Les Glorieuses		146011089076620	Facebook	10	1	239990	54000	990	0
f	Facebook	Mick Thompson for Middlesbrough	The Labour Party	778553429204344	Facebook	11	1	239989	51000	2648	347
f	Facebook	BIG Partei Deutschland	BIG Partei Deutschland	353378298097249	Facebook	19	1	239981	49000	1881	0
f	Facebook	Derbyshire Police and Crime Commissioner	Office of the Police and Crime Commissioner for Derbyshire	119937274824522	Facebook	54	1	239946	53000	7112	231
f	Facebook	Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	28	1	238972	62000	3172	100
f	Facebook	Solkraft Sverige		1531207330504867	Facebook	42	1	238958	48000	2533	453
f	Facebook	It’s Our City	It's Our City	332341263921598	Facebook	66	1	238934	47000	7561	0
f	Facebook	Josianne Cutajar		337620233111013	Facebook	13	1	237987	50000	1287	0
f	Facebook	Unga Feminister	Unga Feminister	100642360004457	Facebook	13	1	237987	50000	897	250
f	Facebook	Moira Ramage for Paisley and Renfrewshire South	The Scottish Labour Party. Promoted by Moira Ramage on behalf of Moira Ramage	956770197827820	Facebook	25	1	237975	52000	3789	231
f	Facebook	Sergio Tommasini Sindaco	Sergio Tommasini Sindaco	220805388637106	Facebook	10	1	236990	56000	1390	100
f	Facebook	José Manuel Bermúdez	Coalicion Canaria	179844672027190	Facebook	12	1	236988	50000	1188	0
f	Facebook	Μαρία Δαμανάκη	Μαρια Δαμανακη	1296632560502596	Facebook	12	1	236988	50000	1188	0
