advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FDP	FDP	21289227249	Facebook	rd1	Yesterday	1226	1	2550393	704408	32208	927
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd1	Yesterday	214	1	2405326	1077771	7599	1573
European Greens	European Greens	141366725876424	Facebook	rd1	Yesterday	40	1	2124980	953950	14050	3480
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd1	Yesterday	69	1	2002150	871934	3505	804
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd1	Yesterday	101	1	1934539	800549	6190	1457
sp.a	sp.a	57253967150	Facebook	rd1	Yesterday	194	1	1693314	552467	7093	1081
România în primul rând	Future Innovation	770704223323599	Facebook	rd1	Yesterday	35	1	1639617	755238	1889	393
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd1	Yesterday	72	1	1471985	576000	5905	1560
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd1	Yesterday	234	1	1418027	417747	8936	1295
SPÖ	SPÖ	77393060080	Facebook	rd1	Yesterday	538	1	1347181	442436	10157	1467
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd1	Yesterday	756	1	1301807	428392	19933	2119
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd1	Yesterday	54	1	1176233	446083	3629	773
Partito Democratico		77034286895	Facebook	rd1	Yesterday	77	1	1110356	485898	3752	728
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rd1	Yesterday	26	1	826338	346868	1698	382
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd1	Yesterday	12	1	818330	359166	1145	315
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rd1	Yesterday	96	1	814413	380319	3711	669
Open Vld	Open Vld	53668151866	Facebook	rd1	Yesterday	168	1	802782	316448	5374	1051
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd1	Yesterday	4	1	779760	352380	4439	988
DIE LINKE	DIE LINKE	47694585682	Facebook	rd1	Yesterday	169	1	773346	269870	3740	136
European Parliament		178362315106	Facebook	rd1	Yesterday	16	1	754412	329583	3312	808
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	rd1	Yesterday	124	1	743188	194436	7819	2154
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd1	Yesterday	34	1	709372	279380	723	201
Facebook Brussels	Facebook	287739491272583	Facebook	rd1	Yesterday	16	1	672409	288800	6642	1668
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd1	Yesterday	128	1	659051	206000	3451	66
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd1	Yesterday	16	1	650141	286535	405	172
