advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	w016	Week 16	PT	Portugal	12	1	1201355	522350	1383	90
European Commission		107898832590939	Facebook	w016	Week 16	PT	Portugal	3	1	708045	334636	770	321
Kialo		729627343834501	Facebook	w016	Week 16	PT	Portugal	67	1	612634	248057	2248	494
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	w016	Week 16	PT	Portugal	31	1	180893	87685	320	80
European Parliament		178362315106	Facebook	w016	Week 16	PT	Portugal	23	1	154513	54546	445	80
Greens/EFA in the European Parliament		150527751674751	Facebook	w016	Week 16	PT	Portugal	12	1	122652	50401	183	31
The Sorgentian		999473843569108	Facebook	w016	Week 16	PT	Portugal	1	1	91710	36684	81	16
Rios Livres		247517791943794	Facebook	w016	Week 16	PT	Portugal	3	1	71564	33469	174	31
Opinion Podium		581957128631800	Facebook	w016	Week 16	PT	Portugal	4	1	65460	15925	372	0
VoteWatch Europe		355087424564148	Facebook	w016	Week 16	PT	Portugal	5	1	62444	26292	137	52
Give A Vote Portugal		428035657954346	Facebook	w016	Week 16	PT	Portugal	5	1	60503	15764	311	0
Orelia Jewellery		404191947424	Facebook	w016	Week 16	PT	Portugal	1	1	55552	22221	12	0
Grupo Romando		368386283751545	Facebook	w016	Week 16	PT	Portugal	1	1	49472	9894	87	0
Sintrazul - pela nossa terra		307268589921990	Facebook	w016	Week 16	PT	Portugal	2	1	48568	19267	325	65
Made of Lisboa		272173909578205	Facebook	w016	Week 16	PT	Portugal	2	1	42855	8571	84	0
The Good Lobby		1420129598280317	Facebook	w016	Week 16	PT	Portugal	6	1	40490	19422	45	0
Guardian Weekly		64525551258	Facebook	w016	Week 16	PT	Portugal	4	1	33874	13708	57	17
European Youth Event		919232861444360	Facebook	w016	Week 16	PT	Portugal	3	1	27795	11803	61	24
Maria Luz Lopes		1126500010850543	Facebook	w016	Week 16	PT	Portugal	1	1	27272	5454	54	0
Eu, Cláudio		329597637158905	Facebook	w016	Week 16	PT	Portugal	2	1	20657	4131	40	0
Less Saves The Planet		222697015050981	Facebook	w016	Week 16	PT	Portugal	2	1	18499	6840	42	5
Dr Paulo Guimarães		154875968026584	Facebook	w016	Week 16	PT	Portugal	1	1	17416	8708	19	3
Impala.pt - Portal de Notícias		321872351171046	Facebook	w016	Week 16	PT	Portugal	1	1	17149	3429	33	0
Poder & Negócios		782942372076491	Facebook	w016	Week 16	PT	Portugal	1	1	16765	3353	33	0
Science for Progress		1736822593283315	Facebook	w016	Week 16	PT	Portugal	2	1	11833	4725	156	0
