advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ВМРО Горна Оряховица		245988949432379	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	1	1	9999	5000	88	0
Influxbelie		198219740878934	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	1	1	9999	5000	88	0
European Parliament		178362315106	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	48	1	5120	2354	8	2
Демократична България	Демократична България	995342840629890	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	24	1	4604	1842	7	0
Приоритети	БЗНС	1163987410423594	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	73	1	3757	1194	11	0
European Greens		141366725876424	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	32	1	2233	1014	3	1
Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	10	1	1321	457	2	0
Движение ВОЛЯ		289082018098560	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	1	1	1282	641	0	0
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	15	1	1160	346	3	0
България на Труда и Разума - БТР		709384432421964	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	8	1	991	317	1	0
informo.bg	informo.bg	262524054082832	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	7	1	939	431	2	0
Volen Siderov		48268614826	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	21	1	903	201	2	0
За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	21	1	777	172	4	0
Kialo		729627343834501	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	241	1	751	280	4	1
Крум Дончев/Krum Donchev		155516354469476	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	8	1	682	327	0	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	59	1	496	195	1	0
Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	9	1	461	140	1	0
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	10	1	387	89	1	0
Радан Кънев	Радан Кънев	1461853244069926	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	13	1	376	82	1	0
Евро Ферт АД		271746059949890	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	1	1	351	175	0	0
Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	5	1	345	74	0	0
BRITA Bulgaria		1471240093191880	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	1	1	306	153	0	0
Тома Белев/ Toma Belev	Ivanov Hristo	772069009528514	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	1	1	304	60	0	0
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	6	1	293	58	0	0
Фондация Българска Памет		540948509258655	Facebook	veliko_tarnovo_province	Veliko Tarnovo Province	BG	Bulgaria	2	1	279	111	0	0
