advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	LU	Luxembourg	33	1	42055	19575	319	83
European Greens		141366725876424	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	22339	11170	111	22
BonneGueule		140324089470	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	13379	6690	66	13
Humble Household		1746853745395190	Facebook	1k_5k	1k - 5k	LU	Luxembourg	6	1	11816	4909	96	19
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	10593	4969	69	13
Ecogreen		2207467306235731	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	7397	2959	73	14
Lingokids		497983453648415	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	3933	1966	17	3
eToro		105255116217636	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	3349	1674	74	14
Game of Sultans		185311195624361	Facebook	1k_5k	1k - 5k	LU	Luxembourg	5	1	2342	1036	34	6
Guardian Weekly		64525551258	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	2318	927	5	2
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	2130	1065	10	2
γυρίζουμε		278308089460720	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1963	785	19	3
Clone Evolution		1345821958781389	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1933	773	34	17
European Youth Event		919232861444360	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1802	901	9	1
Gaia		182073298490036	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	1610	763	14	6
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1482	741	7	1
Wholesome Culture		1664959567149320	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	1184	592	5	1
Miséricorde pour l'Humanité France		596904657000107	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	833	333	7	1
Tuxy		870667836405958	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	540	216	3	0
Matthew Hussey		525275707491504	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	398	159	3	0
5Pillars	5 Pillars	490858150969676	Facebook	1k_5k	1k - 5k	LU	Luxembourg	2	1	350	175	4	1
MasterClass		687589164666184	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	175	87	0	0
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	120	60	3	0
Greenpeace Polska		32104614789	Facebook	1k_5k	1k - 5k	LU	Luxembourg	3	1	87	43	0	0
Vegas Live Community		1024725667661429	Facebook	1k_5k	1k - 5k	LU	Luxembourg	1	1	59	29	2	0
